step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
44,1.0981866088108005,"[110.15942135671908, 103.38490187698112, 100.63712001998829, 103.97484095756217, 113.8250032078593]","[109.86070341420412, 104.09543239033735, 100.36334698853238, 102.84050470632329, 112.42524856522661]","[-0.002711687650824201, 0.006872671932326259, -0.0027203981135541927, -0.01090971855106624, -0.012297426779567508]","[0.6942796111106873, 0.0, 0.30572038888931274, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21072705861065183, 0.18832863913525513, 0.20210193141146207, 0.19063145273201013, 0.20821091811062087]","[0.6942796111106873, 0.0, 0.30572038888931274, 0.0, 0.0]",-0.0035889701234736076
45,1.0971678756055305,"[109.86070341420412, 104.09543239033735, 100.36334698853238, 102.84050470632329, 112.42524856522661]","[109.63262750500851, 104.22487614842294, 100.4005773454199, 102.89317506204497, 111.8981059869124]","[-0.002076046321455844, 0.0012435104510656822, 0.0003709557124651653, 0.000512155749061091, -0.004688827332308505]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19149832274328846, 0.20683364933479406, 0.20636763186221535, 0.19486574970161485, 0.2004346463580873]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.00151020275724885
46,1.1104870694966338,"[109.63262750500851, 104.22487614842294, 100.4005773454199, 102.89317506204497, 111.8981059869124]","[108.35963002478834, 103.4374761404169, 102.43819217029422, 102.56136746813532, 111.37482745584076]","[-0.011611483818191016, -0.00755481836106692, 0.020294851670663853, -0.003224777481203953, -0.004676384166259634]","[0.0, 0.0, 0.6734147071838379, 0.0, 0.3265852630138397]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18305612475985658, 0.21630939669131508, 0.21067916464909897, 0.202437726283688, 0.1875175876160414]","[0.0, 0.0, 0.6734147071838379, 0.0, 0.3265852630138397]",0.011270857094242054
47,1.0937168078702035,"[108.35963002478834, 103.4374761404169, 102.43819217029422, 102.56136746813532, 111.37482745584076]","[108.43627240525505, 100.83241158745733, 102.05839994826222, 102.3718526337867, 111.91192073905798]","[0.0007072964391736642, -0.025184919916483528, -0.003707525620919047, -0.0018478189110289927, 0.004822393852238923]","[0.0, 0.5305202007293701, 0.4694797992706299, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1985879831646209, 0.19700927424953174, 0.20336964955422696, 0.20040935581535943, 0.200623737216261]","[0.0, 0.5305202007293701, 0.4694797992706299, 0.0, 0.0]",-0.01604550429293375
48,1.1062092494546893,"[108.43627240525505, 100.83241158745733, 102.05839994826222, 102.3718526337867, 111.91192073905798]","[109.07235884724287, 100.98943038148249, 102.47655879371322, 102.49282963616878, 114.02607726409444]","[0.0058659932500316, 0.001557225415450587, 0.004097250649265382, 0.0011817408718277852, 0.018891254042239035]","[0.0, 0.0, 0.504883348941803, 0.0, 0.49511662125587463]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1881414278525315, 0.2035947161525828, 0.20216061082299716, 0.2080304025469656, 0.19807284262492292]","[0.0, 0.0, 0.504883348941803, 0.0, 0.49511662125587463]",0.010614945646038165
49,1.1049742529775857,"[109.07235884724287, 100.98943038148249, 102.47655879371322, 102.49282963616878, 114.02607726409444]","[107.73268495861424, 101.71277133596136, 102.09622010661924, 102.01372007820981, 113.93033532741693]","[-0.012282432531828284, 0.007162541186206193, -0.0037114701310336637, -0.00467456659807049, -0.0008396494817213257]","[0.42576366662979126, 0.5742363333702087, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2005455188717084, 0.2000870620787746, 0.19394511387984645, 0.2011897824882229, 0.20423252268144762]","[0.42576366662979126, 0.5742363333702087, 0.0, 0.0, 0.0]",-0.002093710278528057
50,1.1100460295409083,"[107.73268495861424, 101.71277133596136, 102.09622010661924, 102.01372007820981, 113.93033532741693]","[107.18477022870455, 100.55555192754994, 102.3073308989362, 102.49281133688586, 115.50773737858134]","[-0.005085872779650623, -0.011377326497073601, 0.0020677630581866307, 0.004696341416710908, 0.013845320885181457]","[0.25003498792648315, 0.0, 0.1594477742910385, 0.28899452090263367, 0.30152273178100586]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19569961712988698, 0.20018648057555027, 0.20719460800540587, 0.1936736766681002, 0.20324561762105664]","[0.25003498792648315, 0.0, 0.1594477742910385, 0.28899452090263367, 0.30152273178100586]",0.003946997717188845
51,1.1121848155067922,"[107.18477022870455, 100.55555192754994, 102.3073308989362, 102.49281133688586, 115.50773737858134]","[107.82367384021202, 100.26779961328006, 104.04566206903088, 103.45834296268617, 114.3877630678153]","[0.005960768588151266, -0.0028616253280296794, 0.016991266948522817, 0.00942048142895293, -0.009696097734953269]","[0.5427528619766235, 0.4572471082210541, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19252256924695077, 0.1953313922943114, 0.21494138692705927, 0.19545245625120317, 0.2017521952804754]","[0.5427528619766235, 0.4572471082210541, 0.0, 0.0, 0.0]",0.0009921545151418553
52,1.1018114496031237,"[107.82367384021202, 100.26779961328006, 104.04566206903088, 103.45834296268617, 114.3877630678153]","[107.67337568504982, 99.33260021184756, 103.82676400102325, 104.1806645101754, 116.73870979013951]","[-0.0013939253765822962, -0.009327016300741033, -0.0021038653957759527, 0.0069817621934051876, 0.020552432002105332]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18992943291591693, 0.20697434511970206, 0.2080670948239262, 0.19642761650112017, 0.19860151063933462]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.01069113796406893
53,1.1230849115941761,"[107.67337568504982, 99.33260021184756, 103.82676400102325, 104.1806645101754, 116.73870979013951]","[106.92243086594894, 101.8120277657196, 104.04808949658623, 104.88640211746026, 118.42267787381499]","[-0.006974285094371263, 0.024960864294140538, 0.0021316805709248347, 0.0067741707216306905, 0.014425104463658545]","[0.0, 0.4634322226047516, 0.0, 0.0, 0.5365678071975708]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18552491622106776, 0.19729124488681934, 0.2032232017870854, 0.19991830461217114, 0.21404233249285637]","[0.0, 0.4634322226047516, 0.0, 0.0, 0.5365678071975708]",0.018234143720531414
54,1.1117655879748352,"[106.92243086594894, 101.8120277657196, 104.04808949658623, 104.88640211746026, 118.42267787381499]","[108.67584310291856, 103.24265858589855, 102.08180697295295, 103.82927534407088, 119.04307366633883]","[0.01639891856899434, 0.014051687718773097, -0.018897824392035523, -0.010078778107056516, 0.005238825904485105]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1899307073941168, 0.2082435439770599, 0.20695725315770333, 0.1843441966786534, 0.21052429879246656]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.011390897972599253
55,1.1169762308263276,"[108.67584310291856, 103.24265858589855, 102.08180697295295, 103.82927534407088, 119.04307366633883]","[106.30074626288793, 104.05184718787848, 101.03591940543716, 104.40190405348159, 119.22493851318997]","[-0.02185487383595786, 0.00783773503184903, -0.010245582425798008, 0.00551509877645898, 0.0015277230438528755]","[0.0, 0.0, 0.0, 0.7922741770744324, 0.20772583782672882]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20363437604374823, 0.19501089798933965, 0.20070450492684128, 0.20424941031199453, 0.19640081072807633]","[0.0, 0.0, 0.0, 0.7922741770744324, 0.20772583782672882]",0.003644311126200608
56,1.1256348950536723,"[106.30074626288793, 104.05184718787848, 101.03591940543716, 104.40190405348159, 119.22493851318997]","[107.10562327602415, 103.88440524647439, 103.1897802107299, 105.914313828333, 120.1706379532658]","[0.007571696732454848, -0.001609216423633071, 0.02131777310453048, 0.014486419462969271, 0.007932060623132165]","[0.5, 0.0, 0.0, 0.0, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20389713692617079, 0.18468289216594203, 0.20961693022030797, 0.19910857742925903, 0.20269446325832016]","[0.5, 0.0, 0.0, 0.0, 0.5]",0.006908435387560765
57,1.1288151704223959,"[107.10562327602415, 103.88440524647439, 103.1897802107299, 105.914313828333, 120.1706379532658]","[107.76282253543796, 103.88678097801017, 102.56115014248243, 105.7725474587473, 122.02104995271688]","[0.006135992110518167, 2.2868991068888474e-05, -0.006091979912775258, -0.001338500571466405, 0.015398204011954283]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2105722984693144, 0.19036644431810273, 0.18940612064934512, 0.2077858145396069, 0.2018693220236308]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0022639936294784925
58,1.1303638695390652,"[107.76282253543796, 103.88678097801017, 102.56115014248243, 105.7725474587473, 122.02104995271688]","[106.10340455773522, 106.01098675035617, 101.7351418498769, 107.38380097565818, 119.76356805823268]","[-0.015398798385751662, 0.020447315359551233, -0.008053812690848428, 0.015233191935169081, -0.01850075782300656]","[0.0, 0.3788960576057434, 0.4896605610847473, 0.0, 0.13144345581531525]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20435179729839423, 0.1890698973924759, 0.2015954401222377, 0.20890666975985878, 0.19607619542703333]","[0.0, 0.37889599800109863, 0.48966050148010254, 0.0, 0.13144344091415405]",0.0006801760534515072
59,1.1242219462715186,"[106.10340455773522, 106.01098675035617, 101.7351418498769, 107.38380097565818, 119.76356805823268]","[105.77627377672641, 104.13184527749958, 101.23807961408504, 106.68807687675336, 120.36308562528197]","[-0.0030831318030968497, -0.017725912478125997, -0.004885845999264806, -0.0064788552145078745, 0.005005842567731334]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21840089454908412, 0.19379439877652055, 0.19495106708659277, 0.19419968743865598, 0.19865395214914658]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.0059974689684210315
60,1.1085447604266003,"[105.77627377672641, 104.13184527749958, 101.23807961408504, 106.68807687675336, 120.36308562528197]","[102.81408137607772, 105.02731206345845, 100.61332380462882, 107.55494121704011, 120.27228389507084]","[-0.028004317933351612, 0.008599355783742775, -0.00617115429132752, 0.00812522228972371, -0.0007543984913598249]","[0.3560531437397003, 0.0, 0.6439468264579773, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2097336646864256, 0.20590831697670603, 0.17906345046763766, 0.20190937441130202, 0.20338519345792866]","[0.3560531437397003, 0.0, 0.6439468264579773, 0.0, 0.0]",-0.014864128252377883
61,1.0971716107919502,"[102.81408137607772, 105.02731206345845, 100.61332380462882, 107.55494121704011, 120.27228389507084]","[103.0459039688673, 106.9817289013493, 99.55580646434021, 108.95622458642202, 119.09234105364199]","[0.002254774732087515, 0.0186086533063892, -0.010510708724245128, 0.013028535495679365, -0.009810596450120394]","[0.0, 0.0, 0.6412326097488403, 0.0, 0.35876739025115967]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1968492940073399, 0.19868089506950695, 0.20779868777802907, 0.19666259501489047, 0.20000852813023356]","[0.0, 0.0, 0.6412326097488403, 0.0, 0.35876739025115967]",-0.011092571568231683
62,1.0937926725608074,"[103.0459039688673, 106.9817289013493, 99.55580646434021, 108.95622458642202, 119.09234105364199]","[103.6455197683024, 105.2712036648731, 101.7547556839053, 107.05388768057716, 118.72557466972872]","[0.0058189193004340315, -0.015988947402911406, 0.022087603904376318, -0.017459644119147726, -0.0030796806970825492]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18911669518136803, 0.2092647120875382, 0.1951249403655419, 0.2031561037648574, 0.2033375486006945]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.004273222366093305
63,1.0898497588962162,"[103.6455197683024, 105.2712036648731, 101.7547556839053, 107.05388768057716, 118.72557466972872]","[102.22016993810323, 104.05778655353467, 101.7965204697602, 107.27571497593935, 119.29215010362665]","[-0.013752160569849268, -0.011526581525573672, 0.00041044554207013466, 0.002072108731109962, 0.0047721431163760646]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19146248813741246, 0.20979939965471325, 0.19727912973829123, 0.20107606968191002, 0.20038291278767292]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.004154492426634976
64,1.1068046841112549,"[102.22016993810323, 104.05778655353467, 101.7965204697602, 107.27571497593935, 119.29215010362665]","[102.30134439690879, 105.19100806983616, 102.14802310313722, 108.84263733733957, 121.41558624684126]","[0.0007941139097569126, 0.010890309642695314, 0.003452992614629117, 0.014606496556575345, 0.01780030070184852]","[0.0, 0.11612754315137863, 0.10041874647140503, 0.0, 0.7834537029266357]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19061033861586515, 0.20426282386356992, 0.20201245926973177, 0.19833173372039115, 0.20478264453044198]","[0.0, 0.11612754315137863, 0.10041874647140503, 0.0, 0.7834537029266357]",0.014526005255543014
65,1.0915247958258365,"[102.30134439690879, 105.19100806983616, 102.14802310313722, 108.84263733733957, 121.41558624684126]","[104.42714070838275, 106.08507361712832, 102.88804179217915, 106.9329932568284, 121.8695436472379]","[0.020779749513616334, 0.00849944841957013, 0.007244571814128473, -0.017545000077428742, 0.003738872532178352]","[0.09757649898529053, 0.0, 0.0, 0.9024235606193542, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20471727794741698, 0.19770173047007708, 0.19130856951149605, 0.2173729603945781, 0.1888994616764318]","[0.09757649898529053, 0.0, 0.0, 0.9024235606193542, 0.0]",-0.015025564340726496
66,1.0840631132750669,"[104.42714070838275, 106.08507361712832, 102.88804179217915, 106.9329932568284, 121.8695436472379]","[103.26281806052636, 105.83039675938237, 103.85594358384783, 107.2935322619346, 119.40352409923781]","[-0.011149617235119128, -0.0024006851205580835, 0.009407330286484794, 0.0033716348352867383, -0.020234912466220445]","[0.0, 0.0, 0.0, 0.5675923228263855, 0.4324076771736145]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19989461124380906, 0.20494447395778523, 0.1847614775119812, 0.20940424321761136, 0.20099519406881314]","[0.0, 0.0, 0.0, 0.5675923228263855, 0.4324076771736145]",-0.007727544338162769
67,1.0833947998017008,"[103.26281806052636, 105.83039675938237, 103.85594358384783, 107.2935322619346, 119.40352409923781]","[100.84675288079555, 106.95354571235856, 101.1611712725081, 107.83358843616969, 120.24466208868823]","[-0.02339724234830254, 0.010612725524688369, -0.025947213210422718, 0.005033445752504975, 0.007044498860446831]","[0.0, 0.0, 0.2322094738483429, 0.0, 0.7677904963493347]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21118990752425015, 0.19709538031971469, 0.19824233709086284, 0.20725694147914414, 0.18621543358602802]","[0.0, 0.0, 0.2322094738483429, 0.0, 0.7677904963493347]",-0.0015287142292438483
68,1.091831298705421,"[100.84675288079555, 106.95354571235856, 101.1611712725081, 107.83358843616969, 120.24466208868823]","[99.60750217290787, 107.06977935653855, 101.59291564282388, 109.53046708752247, 121.31311825517096]","[-0.012288454238606136, 0.001086767562550797, 0.004267886234262254, 0.01573608627850881, 0.008885684802329746]","[0.0, 0.39370203018188477, 0.02351832389831543, 0.30369946360588074, 0.27908018231391907]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20067977215500515, 0.20206052302377497, 0.2087172101572336, 0.18420005652848304, 0.2043424381355032]","[0.0, 0.39370203018188477, 0.02351832389831543, 0.30369946360588074, 0.27908018231391907]",0.007000461904399896
69,1.0813192179044704,"[99.60750217290787, 107.06977935653855, 101.59291564282388, 109.53046708752247, 121.31311825517096]","[101.25256637926306, 106.03891847787494, 101.37503081754467, 110.77949814457651, 119.83375627870252]","[0.016515464904435943, -0.009627935023858347, -0.002144685226332552, 0.011403503429378946, -0.01219457547333618]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20918150644167824, 0.18980939154447396, 0.19201686610623633, 0.20038138798020264, 0.2086108479274088]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.010981848603651919
70,1.0748461534500104,"[101.25256637926306, 106.03891847787494, 101.37503081754467, 110.77949814457651, 119.83375627870252]","[98.5510581014165, 106.00596556069165, 99.66705725131554, 112.19087330239246, 119.9737208008927]","[-0.026680886958731317, -0.0003107624790625355, -0.016848069514308197, 0.012740400357961462, 0.0011679891087170964]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20304655169326205, 0.20218156253530478, 0.1955564466696978, 0.20475869877538339, 0.19445674032635202]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.006543867106632587
71,1.0739113796599937,"[98.5510581014165, 106.00596556069165, 99.66705725131554, 112.19087330239246, 119.9737208008927]","[99.60758747564631, 105.88550928688369, 99.59369092282304, 109.94478865870724, 118.62057215976981]","[0.010720629433958611, -0.0011363159909995378, -0.0007361141235212788, -0.020020208218107564, -0.011278708637940577]","[0.0, 0.3337499499320984, 0.6662500500679016, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1987850333827129, 0.20000915467340058, 0.20847044220505556, 0.20807511718180943, 0.18466025255702156]","[0.0, 0.3337499499320984, 0.6662500500679016, 0.0, 0.0]",-0.0016773274359424607
72,1.093008083141071,"[99.60758747564631, 105.88550928688369, 99.59369092282304, 109.94478865870724, 118.62057215976981]","[101.37884774769047, 106.70798436367755, 100.04390699993557, 107.34123492094871, 120.00377186864199]","[0.01778238301853487, 0.007767588618433802, 0.004520528087079427, -0.023680556118403518, 0.01166070677023168]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21525296862158705, 0.20780426178529993, 0.1856159397809983, 0.19991313734741767, 0.1914136924646971]","[1.0, 0.0, 0.0, 0.0, 0.0]",0.01636785552287079
73,1.0952845903715165,"[101.37884774769047, 106.70798436367755, 100.04390699993557, 107.34123492094871, 120.00377186864199]","[103.3083700303899, 105.84350183370178, 102.08118156061533, 106.95521634793472, 119.974028098193]","[0.019032789635778636, -0.008101385619181804, 0.02036380447118158, -0.0035961815913359623, -0.00024785696304234516]","[0.375326544046402, 0.6246734261512756, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2177275470788753, 0.19871310125242883, 0.2004093245662546, 0.19041584048908541, 0.19273418661335576]","[0.375326544046402, 0.6246734261512756, 0.0, 0.0, 0.0]",0.0011324149005599005
74,1.0966578282636077,"[103.3083700303899, 105.84350183370178, 102.08118156061533, 106.95521634793472, 119.974028098193]","[102.7427211246106, 105.97620552425619, 102.41516741181051, 106.03671642118412, 121.22443585875986]","[-0.00547534440445535, 0.0012537726762187804, 0.003271767098393753, -0.008587705753056845, 0.01042232040040749]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20946751520364312, 0.20146886384876084, 0.2046881273652992, 0.19185532847769676, 0.19252016510459993]","[0.0, 1.0, 0.0, 0.0, 0.0]",-2.197040725043873e-05
75,1.1083874815610224,"[102.7427211246106, 105.97620552425619, 102.41516741181051, 106.03671642118412, 121.22443585875986]","[104.79952047275124, 107.4613823097849, 100.55481764494608, 107.17086591463743, 121.78703246058089]","[0.020018930057790395, 0.01401424761512881, -0.018164787637205925, 0.010695818691220108, 0.00464095046378699]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2043643727191621, 0.20058037865685185, 0.1945812136146787, 0.20142432146459052, 0.1990497135447168]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.009379072811346685
76,1.1271196076607308,"[104.79952047275124, 107.4613823097849, 100.55481764494608, 107.17086591463743, 121.78703246058089]","[105.57191218252763, 109.40020065191923, 100.44529567122008, 107.83814782561515, 124.2725379322515]","[0.007370183625765867, 0.018042000767728824, -0.0010891767922320767, 0.006226336843347118, 0.020408621685359615]","[0.0, 0.0, 0.1631925404071808, 0.0, 0.8368074297904968]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18523902959883218, 0.19964847130243119, 0.20026755037264174, 0.20155869689633107, 0.2132862518297639]","[0.0, 0.0, 0.1631925404071808, 0.0, 0.8368074297904968]",0.015799931977070806
77,1.1306444595970995,"[105.57191218252763, 109.40020065191923, 100.44529567122008, 107.83814782561515, 124.2725379322515]","[106.3968984275748, 107.24078752707716, 101.0776337055656, 107.4746255505218, 124.66117662950305]","[0.007814448256093138, -0.019738657808432383, 0.006295347433844055, -0.0033709988758450346, 0.003127309570706776]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.206910678082803, 0.20005163370824613, 0.19827968251196182, 0.1973981853887448, 0.19735982030824423]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.0019551807540383994
78,1.1406253680135143,"[106.3968984275748, 107.24078752707716, 101.0776337055656, 107.4746255505218, 124.66117662950305]","[107.56706550929434, 107.36376138898667, 99.05002135232526, 110.2844400466895, 122.96774113372109]","[0.010998131515234747, 0.0011467079340354977, -0.020059950741888977, 0.026143980328146042, -0.013584305407407623]","[0.5964165329933167, 0.3313608467578888, 0.0, 0.07222259789705276, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20675410775945738, 0.19499518396447119, 0.2001522886655096, 0.19984828289165332, 0.19825013671890862]","[0.5964165329933167, 0.3313608467578888, 0.0, 0.07222259789705276, 0.0]",0.007898109044567031
79,1.1648716368297236,"[107.56706550929434, 107.36376138898667, 99.05002135232526, 110.2844400466895, 122.96774113372109]","[111.78548669353846, 108.68651974453515, 98.62996615521354, 111.20173700608308, 121.98989645462244]","[0.03921666138488856, 0.012320342901884962, -0.004240839036445711, 0.008317555577244073, -0.007952042300551788]","[0.41876423358917236, 0.0, 0.0, 0.5812357664108276, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19206761566515368, 0.19948138508529073, 0.22865788856129923, 0.19962455638826818, 0.1801685542999883]","[0.41876423358917236, 0.0, 0.0, 0.5812357664108276, 0.0]",0.020149856458242903
80,1.1622568311093031,"[111.78548669353846, 108.68651974453515, 98.62996615521354, 111.20173700608308, 121.98989645462244]","[111.53456004992839, 111.19131690011037, 99.17179861944793, 112.35420502102909, 125.98079937015922]","[-0.0022447157590143227, 0.023046070124084196, 0.005493588666366464, 0.010363759110012517, 0.03271502830581799]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18968245239235143, 0.19174030160464559, 0.20865555868523164, 0.20131136123544965, 0.20861032608232155]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.0035730867913407434
81,1.1601704358524887,"[111.53456004992839, 111.19131690011037, 99.17179861944793, 112.35420502102909, 125.98079937015922]","[112.8322386616479, 113.10671486874674, 100.44450892317137, 111.99476561695455, 125.75464820010782]","[0.011634766938055915, 0.0172261469873325, 0.012833389344961019, -0.003199162897439043, -0.001795124107657971]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2068460830058502, 0.20935922085592942, 0.19305061392533068, 0.18977365569516377, 0.200970426517726]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.003001217583814319
82,1.174395786448158,"[112.8322386616479, 113.10671486874674, 100.44450892317137, 111.99476561695455, 125.75464820010782]","[110.54021297637676, 113.5201842268614, 102.13661488002442, 113.36798178980966, 126.16476177276755]","[-0.020313570947965334, 0.003655568624678677, 0.016846176809399545, 0.012261431731120317, 0.0032612199909074478]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20661122949001304, 0.18874623841051613, 0.20564908233571128, 0.1956756119963113, 0.2033178377674482]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.010937194288460284
83,1.1844017359888965,"[110.54021297637676, 113.5201842268614, 102.13661488002442, 113.36798178980966, 126.16476177276755]","[110.91424317660186, 116.7729707056726, 102.41458934597776, 114.79930302222091, 125.34845670257518]","[0.003383657314872604, 0.028653816067729047, 0.002721594662989956, 0.012625445119637011, -0.0064701510843622025]","[0.444217324256897, 0.0, 0.0, 0.5557826161384583, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19928668479188205, 0.18897313704640614, 0.2132465326985223, 0.20624157897357834, 0.19225206648961113]","[0.44421735405921936, 0.0, 0.0, 0.555782675743103, 0.0]",0.007596577496670732
84,1.1783350875969605,"[110.91424317660186, 116.7729707056726, 102.41458934597776, 114.79930302222091, 125.34845670257518]","[111.15759460603851, 117.69673552939096, 101.29725090618957, 115.96734207432799, 124.38291433655056]","[0.0021940503083015595, 0.007910776082306888, -0.010909953815404008, 0.010174617975520174, -0.007702866005886654]","[0.09648995846509933, 0.10412641614675522, 0.0, 0.0, 0.7993836402893066]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19456440554664864, 0.20426773556369357, 0.20172670109162724, 0.19429340070232484, 0.20514775709570562]","[0.09648995846509933, 0.10412641614675522, 0.0, 0.0, 0.7993836402893066]",-0.006105637434485837
85,1.19203188816514,"[111.15759460603851, 117.69673552939096, 101.29725090618957, 115.96734207432799, 124.38291433655056]","[112.45465058298022, 118.46984693046763, 102.33307421558261, 118.28006406357073, 124.5405646779667]","[0.01166862220740467, 0.00656867327372561, 0.010225581643398242, 0.019942873121645166, 0.0012674597814100043]","[0.96897953748703, 0.0, 0.03102049045264721, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.22010022763584555, 0.2004335341900775, 0.19509212960939076, 0.1903114053725096, 0.19406270319217664]","[0.96897953748703, 0.0, 0.03102049045264721, 0.0, 0.0]",0.010282524454823293
86,1.1910263031302792,"[112.45465058298022, 118.46984693046763, 102.33307421558261, 118.28006406357073, 124.5405646779667]","[111.7343864964611, 116.93286912206113, 101.1094078322013, 120.69059044051865, 125.37977190735616]","[-0.006404929300701889, -0.012973578072643027, -0.011957682232857049, 0.02037981967656319, 0.006738424798052391]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20152980420410044, 0.20034225626255622, 0.20149241144300242, 0.20127593762000154, 0.19535959047033927]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.001397106376746998
87,1.1884507781430709,"[111.7343864964611, 116.93286912206113, 101.1094078322013, 120.69059044051865, 125.37977190735616]","[112.17182347457017, 113.3439428495291, 101.21088742475666, 118.10545958165685, 125.07501914174753]","[0.003914971852670718, -0.03069219373028221, 0.0010036612292673819, -0.021419489700283328, -0.002430637422389072]","[0.0, 0.0, 0.8588020205497742, 0.14119794964790344, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20037938884560524, 0.19685768962986022, 0.19527164900654917, 0.1973057811742014, 0.21018549134378398]","[0.0, 0.0, 0.8588020205497742, 0.14119794964790344, 0.0]",-0.0031662767153786036
