step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
18,1.0905374345512768,"[107.03499900729312, 97.6195658588379, 101.51343511540554, 112.3199180666826, 112.77586965107025]","[107.95224275093433, 99.37533128693296, 101.82162808609733, 110.7233087441301, 111.14657939648059]","[0.00856956838555872, 0.017985794268271717, 0.0030359820879021847, -0.014214836958878724, -0.01444715309782761]","[0.6678721308708191, 0.0, 0.3321278989315033, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19302755439946298, 0.19082810747864234, 0.1956502312642981, 0.22554880763082166, 0.19494529922677495]","[0.6678721308708191, 0.0, 0.3321278989315033, 0.0, 0.0]",0.0057968698160338564
19,1.0804103805125014,"[107.95224275093433, 99.37533128693296, 101.82162808609733, 110.7233087441301, 111.14657939648059]","[106.94976620926886, 98.83674291629418, 100.76634072266104, 109.97467086082628, 108.05032809595504]","[-0.009286296570775012, -0.005419739121006555, -0.010364078666508583, -0.006761339520966067, -0.027857369226637604]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18911830474348604, 0.19346016369318, 0.22060266409034884, 0.20258952866002533, 0.1942293388129599]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.010387439247949886
20,1.0812853570844834,"[106.94976620926886, 98.83674291629418, 100.76634072266104, 109.97467086082628, 108.05032809595504]","[106.10875124554025, 99.00120526098846, 102.48148320146123, 110.00270374544553, 107.29106433050634]","[-0.007863644714126771, 0.0016639798099534347, 0.017020986040574518, 0.00025490310086698204, -0.007026945487610392]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20389209273574319, 0.19210116649924727, 0.20688068953945501, 0.1973632854931338, 0.19976276573242083]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0001761351272256223
21,1.0839160397680339,"[106.10875124554025, 99.00120526098846, 102.48148320146123, 110.00270374544553, 107.29106433050634]","[106.80426650364763, 98.97509729025009, 100.49006490985163, 108.99718233563298, 107.22873352098566]","[0.006554739830062887, -0.0002637136656017426, -0.019431981558022674, -0.009140879047295021, -0.0005809506123331965]","[0.40365421772003174, 0.420886754989624, 0.0, 0.0, 0.17545901238918304]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19198491240591667, 0.20044110932322656, 0.20156065513409824, 0.20673736729857953, 0.19927595583817903]","[0.40365421772003174, 0.420886754989624, 0.0, 0.0, 0.17545901238918304]",0.0016606972988992184
22,1.088532704208068,"[106.80426650364763, 98.97509729025009, 100.49006490985163, 108.99718233563298, 107.22873352098566]","[108.23462715992336, 99.75465046283553, 99.75151784758286, 107.46676286613051, 109.26531143986335]","[0.013392355035057403, 0.00787625568378431, -0.007349453529871895, -0.01404090855110258, 0.01899283757258142]","[0.28253814578056335, 0.35108482837677, 0.35108482837677, 0.0, 0.015292187221348286]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20407034267834182, 0.20312239322172143, 0.19853922518574588, 0.1960216693007241, 0.19824636961346692]","[0.28253814578056335, 0.35108482837677, 0.35108482837677, 0.0, 0.015292187221348286]",0.0035276682174592818
23,1.0897478011299542,"[108.23462715992336, 99.75465046283553, 99.75151784758286, 107.46676286613051, 109.26531143986335]","[107.51334638452403, 100.75954390726987, 101.92297438980744, 108.35935520262029, 107.92991922442883]","[-0.006664048228609861, 0.010073650098235033, 0.021768656648839087, 0.008305752519983048, -0.012221556849444277]","[0.30956611037254333, 0.30956611037254333, 0.0, 0.2297217845916748, 0.15114596486091614]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1998947061822156, 0.20771473078963185, 0.1906802004567242, 0.19808614227923854, 0.20362422029218985]","[0.30956611037254333, 0.30956611037254333, 0.0, 0.2297217845916748, 0.15114596486091614]",0.0003987219223212412
24,1.0868873863292356,"[107.51334638452403, 100.75954390726987, 101.92297438980744, 108.35935520262029, 107.92991922442883]","[110.15302370850091, 101.53977215008122, 100.33943431562672, 110.04246385391372, 107.31176633949367]","[0.0245520896962505, 0.00774346739331611, -0.01553663522538522, 0.015532656577239613, -0.005727354281158806]","[0.0, 0.0, 0.0, 0.1459318846464157, 0.8540681600570679]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18472015778368256, 0.20751185358026927, 0.19812637272047737, 0.2108799568912729, 0.1987616590242979]","[0.0, 0.0, 0.0, 0.1459318846464157, 0.8540681600570679]",-0.003795578693931112
25,1.1000353670101637,"[110.15302370850091, 101.53977215008122, 100.33943431562672, 110.04246385391372, 107.31176633949367]","[111.91951819173102, 102.66671003269639, 101.06054163323839, 111.23126230518584, 107.86698463343477]","[0.016036731664350833, 0.011098487407963572, 0.007186679121025942, 0.01080308827736085, 0.005173880860227346]","[0.21902912855148315, 0.49933379888534546, 0.0, 0.2816370129585266, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19307676827010564, 0.21970801453485406, 0.19952510463659423, 0.19568593123797284, 0.19200418132047306]","[0.21902914345264435, 0.49933382868766785, 0.0, 0.281637042760849, 0.0]",0.011147453124374977
26,1.109579600039322,"[111.91951819173102, 102.66671003269639, 101.06054163323839, 111.23126230518584, 107.86698463343477]","[113.14211101969603, 104.50461541416527, 100.65743719081435, 111.059269083862, 108.45668530927288]","[0.01092385714054428, 0.017901668231928014, -0.003988742153064598, -0.0015462669195637833, 0.005466924637247451]","[0.8197643756866455, 0.0, 0.0, 0.18023563921451569, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20769359339898325, 0.1999049380711512, 0.19929430464291661, 0.1970997885747978, 0.19600737531215126]","[0.8197643756866455, 0.0, 0.0, 0.18023563921451569, 0.0]",0.007662269121688704
27,1.0937010405260281,"[113.14211101969603, 104.50461541416527, 100.65743719081435, 111.059269083862, 108.45668530927288]","[112.49470515347369, 101.44325779817838, 100.56296058665325, 110.56830511211473, 108.35836232765531]","[-0.00572205927914533, -0.029293994373878487, -0.0009385953665997312, -0.004420738366075011, -0.0009065645085611365]","[0.0, 0.471777081489563, 0.3535422384738922, 0.0, 0.1746806651353836]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20476137886266807, 0.18752997473667837, 0.1954662636988026, 0.19777844187884147, 0.21446394082300962]","[0.0, 0.4717771112918854, 0.3535422682762146, 0.0, 0.1746806800365448]",-0.015099172437231417
28,1.0870783351739655,"[112.49470515347369, 101.44325779817838, 100.56296058665325, 110.56830511211473, 108.35836232765531]","[111.60231856558264, 103.18647102308675, 99.21909655511642, 109.89364545017999, 108.48770556624682]","[-0.007932698580556239, 0.017184121081526196, -0.013363409586363976, -0.006101745534135162, 0.0011936618071099387]","[0.0, 0.13137935101985931, 0.4148983657360077, 0.4537222683429718, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20082102507731175, 0.2087656193654858, 0.19989033023191893, 0.1872593107842631, 0.20326371454102032]","[0.0, 0.13137935101985931, 0.4148983657360077, 0.4537222683429718, 0.0]",-0.00689637300472745
29,1.0726263369611808,"[111.60231856558264, 103.18647102308675, 99.21909655511642, 109.89364545017999, 108.48770556624682]","[108.66992750613935, 101.86957570720914, 100.04049308335439, 107.72007946004547, 108.7784012788477]","[-0.026275359662174785, -0.012762286594557309, 0.008278613258503936, -0.019778814154635546, 0.002679526782169515]","[0.0, 0.9241701364517212, 0.0, 0.07582984119653702, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20255529384271173, 0.22082854765186363, 0.188747847489836, 0.19102360674827354, 0.19684470426731515]","[0.0, 0.9241701364517212, 0.0, 0.07582984119653702, 0.0]",-0.014633774531405554
30,1.0676414100088776,"[108.66992750613935, 101.86957570720914, 100.04049308335439, 107.72007946004547, 108.7784012788477]","[109.43233654714061, 103.4015244052834, 99.0321229671955, 107.90003814143273, 108.73481212169366]","[0.007015823590737098, 0.015038333942583077, -0.01007961961281724, 0.0016706140794670583, -0.00040071518464674337]","[0.0, 0.026706231757998466, 0.48135682940483093, 0.0, 0.49193689227104187]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20583175068079035, 0.19925940583634377, 0.19155518771817207, 0.20315275109183809, 0.20020090467285562]","[0.0, 0.026706231757998466, 0.48135682940483093, 0.0, 0.49193689227104187]",-0.005468803050054339
31,1.0594540043671714,"[109.43233654714061, 103.4015244052834, 99.0321229671955, 107.90003814143273, 108.73481212169366]","[107.99945310384176, 102.82481916169446, 100.9569520800242, 106.8676150675542, 108.28723837995528]","[-0.013093784602521027, -0.0055773379251985705, 0.0194364116930654, -0.009568329091091314, -0.0041161954759940745]","[0.0, 0.4759830832481384, 0.0, 0.5240168571472168, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20224176201844077, 0.20839836916755486, 0.18418564561370748, 0.20906102933254578, 0.19611319386775103]","[0.0, 0.4759831130504608, 0.0, 0.5240169167518616, 0.0]",-0.008749515448987642
32,1.0614269502890166,"[107.99945310384176, 102.82481916169446, 100.9569520800242, 106.8676150675542, 108.28723837995528]","[110.08167610417615, 101.3288920240527, 100.20363735666466, 107.5551648770097, 108.89446937557979]","[0.01927994022647811, -0.014548307984761701, -0.007461741938904983, 0.006433659149414754, 0.005607595176579068]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1991849339753388, 0.21280127819745548, 0.174987958706323, 0.21159072968075637, 0.20143509944012644]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0012423821206675408
33,1.0673469821101977,"[110.08167610417615, 101.3288920240527, 100.20363735666466, 107.5551648770097, 108.89446937557979]","[110.66819547106391, 103.25140088016626, 101.4660640565121, 107.71014246632588, 107.75615369885024]","[0.005328038122645427, 0.018972958429834614, 0.01259861151900064, 0.0014409125725704886, -0.01045338375086312]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19856130842391068, 0.1841423166516181, 0.20875343588369175, 0.19926777523695197, 0.20927516380382744]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.004953547394888482
34,1.0650252890243364,"[110.66819547106391, 103.25140088016626, 101.4660640565121, 107.71014246632588, 107.75615369885024]","[110.01205225435912, 103.57421139688545, 102.47207068826172, 107.47585137145923, 106.15019743154849]","[-0.005928923065130767, 0.0031264516894433368, 0.009914710313285897, -0.0021751999347684133, -0.01490361535908167]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19974392471179028, 0.1977233235691683, 0.19384524008746148, 0.2003273799489075, 0.2083601316826724]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.0034746451539785254
35,1.0629922999168038,"[110.01205225435912, 103.57421139688545, 102.47207068826172, 107.47585137145923, 106.15019743154849]","[109.00417767669467, 102.25598097012292, 101.59053007888974, 108.92026876697416, 107.42799517925206]","[-0.0091614923729824, -0.012727400083320024, -0.008602740273042642, 0.013439459907349056, 0.012037638917511839]","[0.3333333432674408, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20302086550791415, 0.20203370151511596, 0.1846827655195193, 0.20222678567298796, 0.20803588178446275]","[0.3333333432674408, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408]",-0.0025470624830074826
36,1.0652879010090646,"[109.00417767669467, 102.25598097012292, 101.59053007888974, 108.92026876697416, 107.42799517925206]","[109.10179996602508, 101.37249251639949, 101.25211505392899, 107.28618135866606, 108.35567764250253]","[0.0008955830080197806, -0.008639968492225088, -0.0033311670359231125, -0.015002601690270326, 0.008635388398550598]","[0.4028037190437317, 0.19439256191253662, 0.0, 0.0, 0.4028037190437317]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19384268364998117, 0.18831771870911365, 0.19879303346398053, 0.20556081723983644, 0.21348574693708822]","[0.4028037190437317, 0.19439256191253662, 0.0, 0.0, 0.4028037190437317]",0.0014061049941989758
37,1.084887837225885,"[109.10179996602508, 101.37249251639949, 101.25211505392899, 107.28618135866606, 108.35567764250253]","[109.61695673387571, 101.94231272242476, 99.3437326962642, 104.60733789771665, 111.09073529960236]","[0.004721798980503067, 0.005621053521329638, -0.01884782709623742, -0.024969137935796474, 0.025241479880026178]","[0.0, 0.0, 0.0, 0.1362810879945755, 0.8637188673019409]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20446703899836263, 0.19666542754625133, 0.20367220389373142, 0.19180546873664409, 0.2033898608250106]","[0.0, 0.0, 0.0, 0.1362811028957367, 0.8637189269065857]",0.017200551178240427
38,1.068373502635922,"[109.61695673387571, 101.94231272242476, 99.3437326962642, 104.60733789771665, 111.09073529960236]","[109.57998496096157, 100.73250713033141, 99.19635297789273, 103.0149884221934, 109.49352437468963]","[-0.000337281512055672, -0.011867550968629527, -0.001483533126564412, -0.015222158478788774, -0.014377534909686093]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20722346288006718, 0.2153998530886648, 0.2073126726849651, 0.18696476891013428, 0.18309924243616857]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.01668638690346044
39,1.090956728510873,"[109.57998496096157, 100.73250713033141, 99.19635297789273, 103.0149884221934, 109.49352437468963]","[110.58406370757494, 100.72632740826687, 101.29316054541859, 103.98844561309718, 109.76728575657006]","[0.009162975765794107, -6.134784331883037e-05, 0.021137950182434227, 0.009449665585693223, 0.0025002518043315057]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18083323568662554, 0.2054215176427569, 0.19378285959440886, 0.2135876011523656, 0.2063747859238431]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.01974484942011974
40,1.0831901849779384,"[110.58406370757494, 100.72632740826687, 101.29316054541859, 103.98844561309718, 109.76728575657006]","[109.79681346896464, 99.71551747391297, 101.7948037957411, 106.3634701348266, 110.66159646631239]","[-0.007119020699872977, -0.010035210856610079, 0.004952390147778887, 0.022839311692050952, 0.008147333730430695]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20414470721698894, 0.1872902890784103, 0.20461649533827594, 0.20281777512822108, 0.20113073323810385]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.008288041017807184
41,1.08338024210423,"[109.79681346896464, 99.71551747391297, 101.7948037957411, 106.3634701348266, 110.66159646631239]","[111.65618682842263, 98.46220762289039, 101.97882517462419, 105.48283020427067, 109.50736648077405]","[0.016934675066718252, -0.012568854705592462, 0.001807767901909224, -0.008279533654173075, -0.010430266889288074]","[0.33532658219337463, 0.0, 0.0, 0.6646734476089478, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19169634251936893, 0.1977743689505417, 0.2094029642341947, 0.19395756479900284, 0.20716875949689184]","[0.33532658219337463, 0.0, 0.0, 0.6646734476089478, 0.0]",-0.0008887185429339716
42,1.1037525674583801,"[111.65618682842263, 98.46220762289039, 101.97882517462419, 105.48283020427067, 109.50736648077405]","[109.1676561925447, 101.64294031250705, 101.95529322983619, 106.08468888685621, 111.48338736064275]","[-0.02228744063866301, 0.032304096834786064, -0.00023075324458493582, 0.005705750228923762, 0.01804463885281749]","[0.0, 0.39559653401374817, 0.0, 0.39559653401374817, 0.20880691707134247]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2009113255540398, 0.20786168651342005, 0.2057003617716539, 0.19524264486552037, 0.19028398129536586]","[0.0, 0.39559653401374817, 0.0, 0.39559653401374817, 0.20880691707134247]",0.017800564810215382
43,1.101175585440431,"[109.1676561925447, 101.64294031250705, 101.95529322983619, 106.08468888685621, 111.48338736064275]","[110.15942135671908, 103.38490187698112, 100.63712001998829, 103.97484095756217, 113.8250032078593]","[0.009084789385100964, 0.017138047749487635, -0.012928933536352665, -0.019888335927009126, 0.021004168447461537]","[0.0, 0.47408327460289, 0.0, 0.5259166955947876, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19554974738058514, 0.1965308536184142, 0.20842510989037752, 0.20467041976421313, 0.19482386934641005]","[0.0, 0.47408327460289, 0.0, 0.5259166955947876, 0.0]",-0.003373841039372596
