step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
13,0.9355678051697514,"[93.69336615875682, 99.69406880211697, 99.01626703203206, 101.83211557879079, 95.34749231354982]","[93.93345943209408, 101.27179713364659, 99.04291676030444, 101.15449532406939, 94.4594888630139]","[0.002562542933193845, 0.015825699066022176, 0.0002691449503317824, -0.006654288294709025, -0.0093133382849307]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20332482941166724, 0.18432788434815833, 0.20536841416684548, 0.21018936738136745, 0.19678950469196155]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.0007072203995105394
14,0.9377715992330136,"[93.93345943209408, 101.27179713364659, 99.04291676030444, 101.15449532406939, 94.4594888630139]","[95.48909178069366, 100.44170153347747, 99.34312304761254, 100.70591033720595, 95.0097070226826]","[0.016561003480598555, -0.00819671047284422, 0.003031072762473614, -0.0044346520184427056, 0.005824911465132256]","[0.0, 0.2474280744791031, 0.0, 0.0, 0.7525718808174133]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20471758310677923, 0.1944668615895377, 0.19698696021683734, 0.20798433323793106, 0.19584426184891468]","[0.0, 0.24742808938026428, 0.0, 0.0, 0.7525719404220581]",0.0012532065530296472
15,0.9264407754841978,"[95.48909178069366, 100.44170153347747, 99.34312304761254, 100.70591033720595, 95.0097070226826]","[97.00139272001647, 99.9779618750355, 98.14278874570996, 100.79570530533563, 95.56308076301961]","[0.015837420915009434, -0.004617003210438451, -0.012082711566529708, 0.0008916553937004223, 0.0058243916087952555]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19758761221921775, 0.19023298693676188, 0.2017889466100117, 0.20906549415411296, 0.20132496007989564]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.013065828408478244
16,0.9277881613047405,"[97.00139272001647, 99.9779618750355, 98.14278874570996, 100.79570530533563, 95.56308076301961]","[99.94386105849668, 98.9550549935592, 97.41068684599404, 101.19428246813246, 95.37977451726773]","[0.03033428960111235, -0.01023132360664498, -0.00745955876200767, 0.003954306997400687, -0.0019181701164118804]","[0.10428234189748764, 0.016406409442424774, 0.439655601978302, 0.439655601978302, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21077927869632931, 0.1972505681448059, 0.19054575888486178, 0.20081446193466038, 0.2006099323393426]","[0.10428234934806824, 0.016406411305069923, 0.4396556317806244, 0.4396556317806244, 0.0]",0.000852039802812957
17,0.9356225947569003,"[99.94386105849668, 98.9550549935592, 97.41068684599404, 101.19428246813246, 95.37977451726773]","[101.08176283395744, 99.86459838209238, 96.97131957191188, 100.22621568850434, 95.84393298542396]","[0.011385409402932242, 0.009191479794462047, -0.004510462746010576, -0.009566417746308694, 0.004866424464782056]","[0.35064777731895447, 0.2987044155597687, 0.0, 0.0, 0.35064777731895447]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1976160070398014, 0.1941869069565704, 0.21567651247623104, 0.19833424273535685, 0.1941863307920404]","[0.35064777731895447, 0.2987044155597687, 0.0, 0.0, 0.35064777731895447]",0.007660360952497857
18,0.9346517094042522,"[101.08176283395744, 99.86459838209238, 96.97131957191188, 100.22621568850434, 95.84393298542396]","[102.21326773248681, 99.97455021684054, 97.30035967999294, 99.71658730387169, 94.3303848168873]","[0.01119395691968733, 0.0011010091316591688, 0.0033931693363938448, -0.005084781273360015, -0.015791799453459827]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1983261742831967, 0.20314097244251123, 0.20042485462833293, 0.21353702327300833, 0.18457097537295084]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.001525558855995301
19,0.9399094049249382,"[102.21326773248681, 99.97455021684054, 97.30035967999294, 99.71658730387169, 94.3303848168873]","[102.26226263808026, 100.40662153535696, 98.03947484984953, 97.04165887787606, 95.61019226559769]","[0.0004793399788535844, 0.004321813077220919, 0.007596222380754131, -0.02682531059596112, 0.013567287477886672]","[0.32830002903938293, 0.32830002903938293, 0.0, 0.015099931508302689, 0.32830002903938293]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20747155142051457, 0.19428105446269078, 0.20014586282157487, 0.1959128639416144, 0.20218866735360533]","[0.32830002903938293, 0.32830002903938293, 0.0, 0.015099931508302689, 0.32830002903938293]",0.004911771147840609
20,0.9380053841470597,"[102.26226263808026, 100.40662153535696, 98.03947484984953, 97.04165887787606, 95.61019226559769]","[103.86393725465611, 100.25120434852336, 97.1262013270132, 97.30662495806499, 95.51313443728186]","[0.015662421065768792, -0.0015478778636016, -0.009315365308056033, 0.002730436425477624, -0.0010151410222689124]","[0.11940925568342209, 0.0, 0.5230357050895691, 0.3575550615787506, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1891040612031822, 0.20387963069880694, 0.20880564555744122, 0.20117984189511842, 0.19703082064545124]","[0.11940925568342209, 0.0, 0.5230357050895691, 0.3575550615787506, 0.0]",-0.002552737403973101
21,0.9329936774349634,"[103.86393725465611, 100.25120434852336, 97.1262013270132, 97.30662495806499, 95.51313443728186]","[101.48573030777894, 99.41096673737327, 94.22599626463855, 97.33843128311032, 96.70219511288423]","[-0.022897330967207856, -0.008381321866508463, -0.029860171846008702, 0.0003268670047804549, 0.012449184948308368]","[0.4575079083442688, 0.0778096541762352, 0.0, 0.0, 0.4646824300289154]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.215486891091035, 0.19990007200095472, 0.21634884043405325, 0.18771669647594327, 0.18054749999801378]","[0.4575079083442688, 0.0778096541762352, 0.0, 0.0, 0.4646824300289154]",-0.006305398593461961
22,0.9457273560784736,"[101.48573030777894, 99.41096673737327, 94.22599626463855, 97.33843128311032, 96.70219511288423]","[102.51099724243214, 102.82894692264333, 93.1645432777997, 99.92629424920914, 97.51785878647156]","[0.010102572367010062, 0.03438232518450174, -0.01126496963595602, 0.02658624072717971, 0.008434799981894742]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20866375091457318, 0.20893520500077806, 0.20980149201465212, 0.178155213209484, 0.1944443388605126]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.013074019855371584
23,0.9577233132052915,"[102.51099724243214, 102.82894692264333, 93.1645432777997, 99.92629424920914, 97.51785878647156]","[102.55316625821176, 105.93164480160577, 95.10363120548958, 101.75924273320459, 99.5422132431904]","[0.00041136089701569793, 0.030173389612718277, 0.020813582715774992, 0.018343004689278353, 0.02075880748316506]","[0.31556692719459534, 0.0, 0.0, 0.684433102607727, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21839979898605807, 0.18953212954984525, 0.20157267328279183, 0.18742968552282094, 0.20306571265848386]","[0.31556692719459534, 0.0, 0.0, 0.684433102607727, 0.0]",0.011586023340152728
24,0.953118204464699,"[102.55316625821176, 105.93164480160577, 95.10363120548958, 101.75924273320459, 99.5422132431904]","[102.11767957714912, 107.15688156792078, 92.50739917645328, 101.99794001892685, 98.20920994744081]","[-0.004246447934783009, 0.011566296063935316, -0.02729897897827524, 0.002345706191506269, -0.013391336723576229]","[0.0, 0.0, 0.0, 0.5453975796699524, 0.4546024203300476]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1950051655177101, 0.19109710824468368, 0.19823390039546263, 0.21451855194751657, 0.20114527389462708]","[0.0, 0.0, 0.0, 0.5453975796699524, 0.4546024203300476]",-0.005856965234038836
25,0.9484595014425202,"[102.11767957714912, 107.15688156792078, 92.50739917645328, 101.99794001892685, 98.20920994744081]","[101.67125907299148, 106.4388416905627, 92.74319962517924, 98.14351704799944, 97.59808239524742]","[-0.004371627968890306, -0.006700828419525768, 0.00254899014376342, -0.03778922368640176, -0.006222711215378429]","[0.4449020028114319, 0.0, 0.4470652937889099, 0.10803274065256119, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18602934727664258, 0.2055403316168801, 0.20927547671975136, 0.19296354838281002, 0.20619129600391614]","[0.4449020028114319, 0.0, 0.4470652937889099, 0.10803274065256119, 0.0]",-0.005697499857153035
26,0.9447580174318476,"[101.67125907299148, 106.4388416905627, 92.74319962517924, 98.14351704799944, 97.59808239524742]","[103.07089985716337, 106.19061826303032, 90.75294452690173, 98.25044986280983, 97.87660032629047]","[0.013766336690756118, -0.0023320756181658916, -0.02145984941560257, 0.0010895555613530134, 0.0028537233950471303]","[0.0, 0.0, 0.277883917093277, 0.0, 0.7221161127090454]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21236904336923418, 0.1766379870252521, 0.20691535611726528, 0.21391568870756267, 0.19016192478068575]","[0.0, 0.0, 0.277883917093277, 0.0, 0.7221161127090454]",-0.004975636076812162
27,0.9604854286313245,"[103.07089985716337, 106.19061826303032, 90.75294452690173, 98.25044986280983, 97.87660032629047]","[100.9887466469343, 105.43046210859178, 89.56213961643246, 99.88602764782446, 98.69214513848527]","[-0.02020117427047337, -0.007158411608035411, -0.013121391451009943, 0.01664702591487816, 0.008332377805073182]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19235466283147445, 0.20273659667581367, 0.20683189563692894, 0.19881695230255422, 0.19925989255322854]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.015011116789137732
28,0.9609827823233786,"[100.9887466469343, 105.43046210859178, 89.56213961643246, 99.88602764782446, 98.69214513848527]","[100.41681715807529, 107.53636019149245, 90.51973989049091, 99.9377501239333, 100.6315546193277]","[-0.005663299207569428, 0.019974284858313745, 0.010692020960637632, 0.0005178149269405074, 0.01965110271056567]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19369266479976505, 0.18934423452018043, 0.20845329525756073, 0.20820492035678295, 0.20030488506571095]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.0009885620544473842
29,0.9545284354093052,"[100.41681715807529, 107.53636019149245, 90.51973989049091, 99.9377501239333, 100.6315546193277]","[99.98828954844694, 110.17096274698305, 89.81638445171087, 99.27994632156125, 101.40562550333703]","[-0.0042674884721128166, 0.0244996441278011, -0.007770188465310911, -0.006582135394846272, 0.007692128845047795]","[0.0, 0.0, 0.11301426589488983, 0.886985719203949, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.187934111237046, 0.19635708217166364, 0.21686745501946933, 0.21422729590114406, 0.18461405567067687]","[0.0, 0.0, 0.11301426589488983, 0.886985719203949, 0.0]",-0.00803248687221563
30,0.9836505683924761,"[99.98828954844694, 110.17096274698305, 89.81638445171087, 99.27994632156125, 101.40562550333703]","[103.03887678814614, 108.96595745723316, 91.65523579054634, 100.04700384951299, 101.4420519119497]","[0.03050944519079015, -0.010937594259907561, 0.020473450919460172, 0.007726208125327606, 0.0003592148702980076]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18053664843111927, 0.20551956484849093, 0.1971829083823327, 0.20914860876593835, 0.20761226957211878]","[1.0, 0.0, 0.0, 0.0, 0.0]",0.028738916891859402
31,0.9850963385491628,"[103.03887678814614, 108.96595745723316, 91.65523579054634, 100.04700384951299, 101.4420519119497]","[103.32795766555762, 109.87000700045346, 92.56068521538563, 101.49438914830297, 101.45565017849903]","[0.0028055515201883046, 0.008296623682447945, 0.009878861987856905, 0.014467052916118162, 0.00013404960066389592]","[0.5, 0.0, 0.0, 0.0, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19979425171078544, 0.21104491738425754, 0.18896831976177583, 0.19847378475710106, 0.20171872638608018]","[0.5, 0.0, 0.0, 0.0, 0.5]",0.0004935674097747536
32,0.9806106900301353,"[103.32795766555762, 109.87000700045346, 92.56068521538563, 101.49438914830297, 101.45565017849903]","[101.47708943224865, 110.01593031970798, 93.17693408859225, 102.52486264470143, 101.61582348547833]","[-0.017912559922065734, 0.0013281451711741406, 0.006657782100171628, 0.010153009491911278, 0.0015787519640108468]","[0.3056882619857788, 0.6943117380142212, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2104767892326448, 0.1946553368730237, 0.20903890585974808, 0.2012973574677001, 0.1845316105668834]","[0.3056882619857788, 0.6943117380142212, 0.0, 0.0, 0.0]",-0.005483304885511436
33,0.9813372293476033,"[101.47708943224865, 110.01593031970798, 93.17693408859225, 102.52486264470143, 101.61582348547833]","[101.95310510297072, 109.52256434348766, 92.56526495170749, 100.63566257247, 102.91722872195386]","[0.004690868386010322, -0.004484495788806118, -0.006564598233111903, -0.018426750580280517, 0.012807112040591909]","[0.24328139424324036, 0.23652701079845428, 0.24328139424324036, 0.04126826301217079, 0.2356419563293457]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18947507013835085, 0.2010472767945958, 0.21679812740099944, 0.20859397012554926, 0.18408555554050451]","[0.24328139424324036, 0.23652701079845428, 0.24328139424324036, 0.04126826301217079, 0.2356419563293457]",5.401352308939829e-05
34,0.9793447949400746,"[101.95310510297072, 109.52256434348766, 92.56526495170749, 100.63566257247, 102.91722872195386]","[102.04273761410107, 107.78059186432182, 90.10646111997552, 102.41361039808474, 104.33441025151657]","[0.0008791543037342484, -0.0159051469403384, -0.026562921123974098, 0.017667174639352183, 0.01377010970040242]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21051321197664916, 0.1962998684759941, 0.1966547198254478, 0.21237524711941358, 0.18415695260249532]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.002684701006979525
35,0.9915082828066806,"[102.04273761410107, 107.78059186432182, 90.10646111997552, 102.41361039808474, 104.33441025151657]","[103.38410125065147, 106.7705571296096, 88.85700029096593, 103.68559010726229, 105.0198811673674]","[0.013145116133821143, -0.00937121161835602, -0.013866495404208057, 0.01242002605155038, 0.006569940963852477]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2134676123423597, 0.18196373949685443, 0.19228777341940548, 0.20938356626809188, 0.20289730847328843]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.010891040140877618
36,1.0056124874725174,"[103.38410125065147, 106.7705571296096, 88.85700029096593, 103.68559010726229, 105.0198811673674]","[103.28905590644153, 105.02442744190597, 90.07251858875887, 105.01928930102933, 106.82089163403334]","[-0.0009193419787003953, -0.01635403742985052, 0.013679488321828049, 0.012862917521975235, 0.01714923352270529]","[0.0, 0.0, 0.0, 0.6822256445884705, 0.31777438521385193]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20409234300616466, 0.21005409593422256, 0.20643141756746197, 0.19428048582782492, 0.18514165766432583]","[0.0, 0.0, 0.0, 0.6822256445884705, 0.31777438521385193]",0.013011378426432886
37,0.9908243808134333,"[103.28905590644153, 105.02442744190597, 90.07251858875887, 105.01928930102933, 106.82089163403334]","[103.2605102595348, 104.0057755909875, 88.29701325598215, 104.26041074703403, 108.38779864156909]","[-0.00027636661654253085, -0.009699189757372766, -0.019711953885547303, -0.007226087312589195, 0.014668544547483698]","[0.0, 0.5, 0.5, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19156894874966163, 0.2021728887905378, 0.20716386301191475, 0.18673291552915655, 0.21236138391872936]","[0.0, 0.5, 0.5, 0.0, 0.0]",-0.01577008050683691
38,0.9888262267298469,"[103.2605102595348, 104.0057755909875, 88.29701325598215, 104.26041074703403, 108.38779864156909]","[100.48602990608187, 104.16837211057222, 89.13732304052269, 103.91036216121951, 108.0015525822513]","[-0.026868745336233138, 0.00156334125351029, 0.009516854008463369, -0.0033574449141950823, -0.003563556637911553]","[0.0, 0.0, 0.11491558700799942, 0.21228958666324615, 0.6727948188781738]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20775368975923164, 0.1950677878609906, 0.19565548353443013, 0.20185245806273933, 0.1996705807826084]","[0.0, 0.0, 0.11491558700799942, 0.21228958666324615, 0.6727948188781738]",-0.0029684318481011484
39,0.9903133210357397,"[100.48602990608187, 104.16837211057222, 89.13732304052269, 103.91036216121951, 108.0015525822513]","[99.9287653027054, 102.06584154122945, 88.0366652836143, 102.87173480905032, 109.31269839551817]","[-0.005545692310635698, -0.020183963008570296, -0.012347888845708555, -0.009995416535626448, 0.012140064489057465]","[0.6013972759246826, 0.0, 0.0, 0.0, 0.3986027240753174]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19699387500666576, 0.2067864072145917, 0.20121085034518865, 0.19038704430207204, 0.20462182313148178]","[0.6013972759246826, 0.0, 0.0, 0.0, 0.3986027240753174]",0.0005118031921324533
40,0.9965354283575978,"[99.9287653027054, 102.06584154122945, 88.0366652836143, 102.87173480905032, 109.31269839551817]","[101.00733709009579, 102.03427709366859, 89.06132166254731, 103.46868758912464, 109.99950662742954]","[0.010793406524369288, -0.00030925574202122455, 0.011638973098674713, 0.005802884350909187, 0.006282968419884238]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19511388875146798, 0.20586608990075114, 0.18759335688807838, 0.1958783098668632, 0.21554835459283922]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.005031132815442511
41,0.9986691592615935,"[101.00733709009579, 102.03427709366859, 89.06132166254731, 103.46868758912464, 109.99950662742954]","[99.95856037629233, 99.74592439705322, 91.10341425927817, 102.5558022948076, 111.37328616450988]","[-0.010383173579439903, -0.02242729366832916, 0.02292906234277914, -0.008822816985387056, 0.012488960898100717]","[0.0, 0.4583241641521454, 0.541675865650177, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.16700041102682298, 0.19777030895350964, 0.21599842288852053, 0.2101937112349441, 0.20903714589620268]","[0.0, 0.4583241641521454, 0.541675865650177, 0.0, 0.0]",0.0011570526980760139
42,1.0018043040253535,"[99.95856037629233, 99.74592439705322, 91.10341425927817, 102.5558022948076, 111.37328616450988]","[102.04434588441762, 102.47223299658398, 90.6064240728673, 100.75771781330248, 110.31363101059792]","[0.02086650208119638, 0.027332531288980774, -0.005455231183723224, -0.017532742577902542, -0.009514446330933804]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19652130637423254, 0.21245703946832878, 0.20044092582206618, 0.1972695991284083, 0.1933111292069642]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0025126613545542863
43,0.9957104506376733,"[102.04434588441762, 102.47223299658398, 90.6064240728673, 100.75771781330248, 110.31363101059792]","[101.81555731975759, 101.28529051379466, 89.50074125929994, 100.87200150776314, 111.00505486248494]","[-0.002242050381891588, -0.011583064485663036, -0.012203139290412187, 0.001134242586482828, 0.006267800683857445]","[0.0, 0.30620354413986206, 0.3727303445339203, 0.0, 0.32106608152389526]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18923913513719834, 0.19042187604998445, 0.2085428672329898, 0.20406982428496867, 0.2077262972948587]","[0.0, 0.30620357394218445, 0.3727303743362427, 0.0, 0.32106611132621765]",-0.006858401433233747
