step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
14,1.0828766781906982,"[100.7374192900141, 106.43896631406486, 101.55317313360709, 92.66975417752762, 99.34161398887576]","[99.86482617987704, 109.45074478989237, 100.15613585145658, 92.12492927080717, 97.3161449729579]","[-0.008662055433690854, 0.028295826050591166, -0.013756707339046048, -0.005879209581982142, -0.02038892800900814]","[0.2711814343929291, 0.1400369256734848, 0.2581494450569153, 0.0, 0.3306322395801544]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20497412660507422, 0.20026251662680736, 0.2164461018486666, 0.19401438845831362, 0.1843028664611381]","[0.2711814343929291, 0.1400369256734848, 0.2581494450569153, 0.0, 0.3306322395801544]",-0.009365289442333617
15,1.1008190059567327,"[99.86482617987704, 109.45074478989237, 100.15613585145658, 92.12492927080717, 97.3161449729579]","[99.92404929621578, 108.90860425943038, 101.81563619292561, 91.03910036299848, 96.80452218320178]","[0.0005930327884621704, -0.00495328315492704, 0.016569133057711637, -0.011786482946617258, -0.00525732693067822]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20138574576802976, 0.20151262091435385, 0.21101815824033343, 0.19467018980442, 0.19141328527286297]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.01541861856698952
16,1.0979395433943755,"[99.92404929621578, 108.90860425943038, 101.81563619292561, 91.03910036299848, 96.80452218320178]","[99.52244028194416, 108.22081711001329, 101.92598171825739, 92.31907450433384, 97.27178974744861]","[-0.004019142709890533, -0.006315269157051336, 0.001083777791484718, 0.014059608851930017, 0.004826918760701331]","[0.0, 0.5, 0.5, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19384369716260716, 0.20205756680890744, 0.20724585115170296, 0.197177460663793, 0.19967542421298956]","[0.0, 0.5, 0.5, 0.0, 0.0]",-0.0035335877564342815
17,1.0925625868201074,"[99.52244028194416, 108.22081711001329, 101.92598171825739, 92.31907450433384, 97.27178974744861]","[100.07674952281181, 109.79260230584785, 101.42681800675251, 93.15776743640185, 97.63248124087387]","[0.0055696910093573975, 0.014523871079597801, -0.0048973157097928184, 0.009084719886664832, 0.0037080791292289864]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2036264802239908, 0.20383523485593993, 0.20818660680217368, 0.19096890528107688, 0.19338277283681865]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.005937161691195112
18,1.1113405279709043,"[100.07674952281181, 109.79260230584785, 101.42681800675251, 93.15776743640185, 97.63248124087387]","[99.35554731488274, 111.67961459215773, 100.42937918787085, 92.3265758233263, 98.32697195642724]","[-0.0072064911317355936, 0.0171870622125638, -0.009834073852294737, -0.008922408039061362, 0.0071133162522005276]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19712829181643962, 0.2139349550004075, 0.20709205299486574, 0.18538520079896487, 0.1964594993893222]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.015447772495762827
19,1.1190247195405492,"[99.35554731488274, 111.67961459215773, 100.42937918787085, 92.3265758233263, 98.32697195642724]","[101.98192440316164, 112.82877955490378, 100.41869826660648, 93.24478235845625, 97.14792440876307]","[0.02643412631964323, 0.010289836394427685, -0.00010635255689857717, 0.009945202959622482, -0.011991089771244594]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20580694385548295, 0.2133471401639193, 0.20620986890617707, 0.17633895109824657, 0.19829709597617406]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.00646929979238602
20,1.135222608859247,"[101.98192440316164, 112.82877955490378, 100.41869826660648, 93.24478235845625, 97.14792440876307]","[102.92988865006474, 110.95985320870723, 101.55450034050945, 92.06112766176449, 98.5541411791669]","[0.009295414382999316, -0.01656426980393867, 0.011310663188318469, -0.012694058227746153, 0.01447500581162169]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1916840244627357, 0.20700273033406758, 0.21553244672326982, 0.19842047381779365, 0.18736032466213318]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.013444797302303236
21,1.1532013063514284,"[102.92988865006474, 110.95985320870723, 101.55450034050945, 92.06112766176449, 98.5541411791669]","[103.6626348468159, 112.84627053741153, 100.03636138617111, 92.19741015549252, 97.13796941670486]","[0.007118886519369652, 0.017000899642108273, -0.014949007175930777, 0.0014803478643965612, -0.014369480018982732]","[0.11776380240917206, 0.8822361826896667, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20588074052337998, 0.18927059628513018, 0.20009801936944802, 0.19930561985462938, 0.20544502396741235]","[0.11776380240917206, 0.8822361826896667, 0.0, 0.0, 0.0]",0.014331757361466753
22,1.1376378871410637,"[103.6626348468159, 112.84627053741153, 100.03636138617111, 92.19741015549252, 97.13796941670486]","[100.50692100043709, 111.98449443899875, 100.15129049116278, 93.40949450250741, 96.18330826705959]","[-0.030442153540107004, -0.00763672644482366, 0.001148873303658181, 0.013146620333160042, -0.009827888676053609]","[0.41791611909866333, 0.16416773200035095, 0.41791611909866333, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20537580188838217, 0.2002771968439495, 0.2051326994174955, 0.20160507865667907, 0.18760922319349374]","[0.4179161489009857, 0.16416774690151215, 0.4179161489009857, 0.0, 0.0]",-0.014355610528030183
23,1.1531297867571049,"[100.50692100043709, 111.98449443899875, 100.15129049116278, 93.40949450250741, 96.18330826705959]","[102.37893306128409, 113.82071433328694, 99.70753490389043, 95.0049629293904, 97.81470565907127]","[0.01862570300844115, 0.01639709053906954, -0.004430852414343135, 0.017080366780489967, 0.016961335822240492]","[0.635384202003479, 0.0, 0.2066199630498886, 0.15799583494663239, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21009645311402944, 0.19812529647615792, 0.1984020100435915, 0.2024300475763335, 0.19094619278988761]","[0.635384202003479, 0.0, 0.2066199630498886, 0.15799583494663239, 0.0]",0.012443658645414175
24,1.149949743469269,"[102.37893306128409, 113.82071433328694, 99.70753490389043, 95.0049629293904, 97.81470565907127]","[103.47860089234794, 113.50682529599985, 98.77470751443661, 93.596794044477, 95.30943404640759]","[0.010741153459819635, -0.0027577496690802303, -0.00935563586395939, -0.014822056043114165, -0.025612422956070507]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21166479388443088, 0.2102116470706092, 0.19287725270313374, 0.1930191185681425, 0.19222718777368375]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.0042912471078643336
25,1.150221463165327,"[103.47860089234794, 113.50682529599985, 98.77470751443661, 93.596794044477, 95.30943404640759]","[101.47594942305834, 110.56004215876422, 99.61228232191993, 93.61890987395057, 93.8922113229744]","[-0.019353290941506104, -0.02596128584823944, 0.008479648571583, 0.00023628832268622225, -0.01486970033567839]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1896931022996846, 0.20275206852941877, 0.20464104978455533, 0.20636403125368258, 0.19654974813265877]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.0009034998193415995
26,1.1343837264477385,"[101.47594942305834, 110.56004215876422, 99.61228232191993, 93.61890987395057, 93.8922113229744]","[101.34691436504347, 109.36060460940955, 98.2406915876355, 93.47243862071548, 94.5816663249773]","[-0.0012715826631679039, -0.010848743596102085, -0.013769293327220723, -0.0015645477332763428, 0.007343047866146053]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20970723114248102, 0.19585383545400176, 0.2028429525219692, 0.20179717258163965, 0.1897988082999083]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.014838256288335936
27,1.1385935821824136,"[101.34691436504347, 109.36060460940955, 98.2406915876355, 93.47243862071548, 94.5816663249773]","[101.80681127330054, 109.291728000033, 100.19765793709678, 92.03826643466152, 96.19308826096012]","[0.004537848153921617, -0.0006298118927061867, 0.019920119838687952, -0.015343262754419178, 0.017037360395470966]","[0.0, 0.0, 0.5403452515602112, 0.45965471863746643, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1834147216435106, 0.20370287066873036, 0.20702290715646227, 0.1999911659418872, 0.20586833458940965]","[0.0, 0.0, 0.5403452515602112, 0.45965471863746643, 0.0]",0.0029941345245930798
28,1.1548620881936962,"[101.80681127330054, 109.291728000033, 100.19765793709678, 92.03826643466152, 96.19308826096012]","[101.66230120265126, 109.62829588989264, 100.56607956250589, 93.2343510671568, 98.0547354192913]","[-0.001419453854235133, 0.003079536722665191, 0.0036769484735901165, 0.012995514570500721, 0.019353232045952812]","[0.0, 0.0, 0.12095262855291367, 0.4984332025051117, 0.38061416149139404]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20102410577404908, 0.1880903280614847, 0.20507492363113825, 0.2080949064557487, 0.19771573607757928]","[0.0, 0.0, 0.12095262855291367, 0.4984332025051117, 0.38061416149139404]",0.013481230161591482
29,1.1780423816487064,"[101.66230120265126, 109.62829588989264, 100.56607956250589, 93.2343510671568, 98.0547354192913]","[103.19036542689133, 106.53959641567742, 101.1575312434453, 95.10574301942395, 98.63431694950937]","[0.015030785317303227, -0.028174290671428615, 0.005881224400040405, 0.02007191481301988, 0.005910795921683118]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20880239360258426, 0.20127541900301057, 0.21869215390988478, 0.17685344541905257, 0.19437658806546787]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.01874980251330244
30,1.1779512244762262,"[103.19036542689133, 106.53959641567742, 101.1575312434453, 95.10574301942395, 98.63431694950937]","[102.84462910075686, 105.28359337058036, 101.66131086411167, 95.82770628052087, 99.53712125632394]","[-0.0033504709931415013, -0.011789072676759622, 0.004980149421143645, 0.007591163668733093, 0.009153044647500488]","[0.0, 0.39568886160850525, 0.0, 0.6043111085891724, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19345590424785317, 0.2003280879165792, 0.20215940363858265, 0.1993204521719317, 0.20473615202505321]","[0.0, 0.39568886160850525, 0.0, 0.6043111085891724, 0.0]",-0.0009541265373177452
31,1.1955102750912243,"[102.84462910075686, 105.28359337058036, 101.66131086411167, 95.82770628052087, 99.53712125632394]","[105.24806506845317, 103.6940460744024, 102.88481439097005, 95.7745442893188, 100.06344196838319]","[0.02336958175367296, -0.015097768277940822, 0.012035094929021809, -0.0005547663954978833, 0.0052876826797500585]","[0.2533275783061981, 0.0, 0.7466723918914795, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20971818455774904, 0.20217093196384672, 0.20642969735692818, 0.18995875498769502, 0.19172243113378104]","[0.2533275783061981, 0.0, 0.7466723918914795, 0.0, 0.0]",0.01397664450771489
32,1.1962953716327323,"[105.24806506845317, 103.6940460744024, 102.88481439097005, 95.7745442893188, 100.06344196838319]","[103.91696208002192, 103.57806982869538, 99.93536879339487, 96.28243959946165, 100.23077297475747]","[-0.012647291782186279, -0.0011184465270436274, -0.02866745316142635, 0.005303030297994323, 0.0016722491559620187]","[0.0, 0.3639039099216461, 0.0, 0.0, 0.6360961198806763]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19100118951651315, 0.21385705628904092, 0.2058270673224029, 0.18975714909406305, 0.19955753777798008]","[0.0, 0.3639039099216461, 0.0, 0.0, 0.6360961198806763]",-0.00018906820039015762
33,1.1830133711878568,"[103.91696208002192, 103.57806982869538, 99.93536879339487, 96.28243959946165, 100.23077297475747]","[104.49192932091573, 103.25897264977317, 98.02415699041879, 94.62947703514315, 101.67213030792094]","[0.005532948898670222, -0.0030807407345005682, -0.019124478410914747, -0.017167850868703396, 0.014380387284117464]","[0.0, 0.5, 0.5, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19912248793770088, 0.2030961001225296, 0.18263395860773393, 0.20946046534218826, 0.2056869879898474]","[0.0, 0.5, 0.5, 0.0, 0.0]",-0.012009848936217047
34,1.1820552698551838,"[104.49192932091573, 103.25897264977317, 98.02415699041879, 94.62947703514315, 101.67213030792094]","[104.03784057477114, 103.74346862551465, 97.94324655242279, 94.58415601029226, 101.59202808334355]","[-0.004345682476107739, 0.004692047221743743, -0.0008254132499594425, -0.00047893136759131875, -0.0007878483939973806]","[0.0, 0.0, 0.5865493416786194, 0.0, 0.4134507179260254]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2064055975069166, 0.21343616012930916, 0.19393968833626124, 0.20134061086318394, 0.18487794316432912]","[0.0, 0.0, 0.5865493416786194, 0.0, 0.4134507179260254]",-0.0017146502495468453
35,1.1987189764974764,"[104.03784057477114, 103.74346862551465, 97.94324655242279, 94.58415601029226, 101.59202808334355]","[105.50448608555844, 103.77432113462224, 97.04789074498413, 96.00487498613025, 100.4879268700161]","[0.014097231379319489, 0.0002973923034996869, -0.00914157779076105, 0.015020686717164222, -0.010867990669717475]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2072965376761601, 0.21003891786347773, 0.1956147925506947, 0.1913913619537428, 0.1956583899559246]","[1.0, 0.0, 0.0, 0.0, 0.0]",0.012410798577427447
36,1.1790584861856463,"[105.50448608555844, 103.77432113462224, 97.04789074498413, 96.00487498613025, 100.4879268700161]","[106.61812028123236, 104.28845618216747, 95.73527155785236, 94.1491183260973, 99.80443854765565]","[0.010555325531568651, 0.004954357127311462, -0.013525478782233246, -0.019329816952535505, -0.006801695921586256]","[0.0, 0.0, 0.5045478940010071, 0.49545204639434814, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2120416701487871, 0.1865642726021233, 0.19496644153631149, 0.20195831597184755, 0.20446929974093056]","[0.0, 0.0, 0.5045479536056519, 0.49545207619667053, 0.0]",-0.017321299093689322
37,1.183343290048352,"[106.61812028123236, 104.28845618216747, 95.73527155785236, 94.1491183260973, 99.80443854765565]","[107.32256267939918, 105.19737843550405, 96.64739827397362, 92.70261688659203, 100.41493996646987]","[0.006607154546606835, 0.008715463691867393, 0.00952759313551506, -0.015363940366335984, 0.006116976636492123]","[0.0, 0.0, 0.32195183634757996, 0.16670338809490204, 0.5113447904586792]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1993798556217912, 0.20362811686352975, 0.2003057690464409, 0.1988463779691914, 0.19783988049904686]","[0.0, 0.0, 0.32195183634757996, 0.16670338809490204, 0.5113447904586792]",0.0028478016054716546
38,1.1967088755940911,"[107.32256267939918, 105.19737843550405, 96.64739827397362, 92.70261688659203, 100.41493996646987]","[108.08655969041614, 107.3374950976715, 95.25663761512574, 94.47834969684791, 102.7007789953318]","[0.007118698919808829, 0.02034382124341199, -0.01439004757174516, 0.019155153003158863, 0.022763933630047545]","[0.0, 0.7394745945930481, 0.2605254054069519, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.195333472931895, 0.20649006824943242, 0.2010007773965135, 0.2026813302874914, 0.19449435113466754]","[0.0, 0.7394745945930481, 0.2605254054069519, 0.0, 0.0]",0.010156611772332345
39,1.1874504283546758,"[108.08655969041614, 107.3374950976715, 95.25663761512574, 94.47834969684791, 102.7007789953318]","[105.10723591369869, 106.60352314562712, 93.74362995411722, 95.22063332028466, 101.1272321308781]","[-0.02756423911771171, -0.006837982863085346, -0.01588348800554625, 0.007856653146657502, -0.015321664351983427]","[0.19560971856117249, 0.3181808590888977, 0.1680285483598709, 0.3181808590888977, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1857234701324713, 0.20604344695607393, 0.1950595443192728, 0.2020304414116761, 0.21114309718050597]","[0.19560971856117249, 0.3181808590888977, 0.1680285483598709, 0.3181808590888977, 0.0]",-0.008376656724152538
40,1.1976953165680129,"[105.10723591369869, 106.60352314562712, 93.74362995411722, 95.22063332028466, 101.1272321308781]","[105.94187601672199, 105.69446691065427, 94.37039910530193, 97.6756801602836, 101.94594801600796]","[0.00794084342307897, -0.008527450201913341, 0.006685991906772494, 0.025782719085065662, 0.008095899273405269]","[0.0, 0.5, 0.0, 0.5, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19747623217205515, 0.2024163291705544, 0.19531496470369608, 0.20622767720433433, 0.19856479674936006]","[0.0, 0.5, 0.0, 0.5, 0.0]",0.007692773381328738
41,1.212851146262612,"[105.94187601672199, 105.69446691065427, 94.37039910530193, 97.6756801602836, 101.94594801600796]","[106.35761946972546, 104.02140988114878, 94.08195584285141, 99.54147752380999, 102.57866108312359]","[0.003924259873761822, -0.015829182722684583, -0.003056501457927059, 0.019101964383198063, 0.006206358167528934]","[0.0, 0.0, 0.0, 0.5, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20195623777949745, 0.20841543991334407, 0.19049750882237754, 0.20473522312202405, 0.19439559036275686]","[0.0, 0.0, 0.0, 0.5, 0.5]",0.011680875558030247
42,1.2180221951474168,"[106.35761946972546, 104.02140988114878, 94.08195584285141, 99.54147752380999, 102.57866108312359]","[107.6189269929572, 102.51738059364952, 95.17747331845175, 98.12135485238662, 102.37486253623887]","[0.011859117659085676, -0.014458843513250932, 0.011644288915827973, -0.014266642476586534, -0.0019867538212414437]","[0.4514198899269104, 0.0, 0.0, 0.0, 0.5485801696777344]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19493823760656895, 0.2052614427749173, 0.1880967928275309, 0.19744235163375531, 0.2142611751572275]","[0.4514198899269104, 0.0, 0.0, 0.0, 0.5485801696777344]",0.003232596612031906
43,1.2127309006794738,"[107.6189269929572, 102.51738059364952, 95.17747331845175, 98.12135485238662, 102.37486253623887]","[105.25446044340818, 102.92331513017933, 97.01715716110962, 97.46064287732158, 100.38236653947386]","[-0.021970731502496368, 0.003959665514073412, 0.019328983829004664, -0.006733620587068062, -0.019462746492672392]","[0.0, 0.6454748511314392, 0.0, 0.0, 0.3545251786708832]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19302319911294327, 0.202806468743549, 0.19324886439383993, 0.21302805717866663, 0.19789341057100118]","[0.0, 0.6454748511314392, 0.0, 0.0, 0.3545251786708832]",-0.00534896033151088
44,1.226499765717641,"[105.25446044340818, 102.92331513017933, 97.01715716110962, 97.46064287732158, 100.38236653947386]","[105.44771586919263, 100.75327241480534, 99.1144347971618, 98.32261851995631, 101.24618319254414]","[0.0018360782523640811, -0.021084073250354253, 0.021617595252449842, 0.008844345955318012, 0.008605262884797505]","[0.0, 0.0, 0.21121041476726532, 0.0, 0.7887895703315735]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20102876695211727, 0.20518455917962095, 0.18573173800862464, 0.20485313074593828, 0.20320180511369892]","[0.0, 0.0, 0.21121041476726532, 0.0, 0.7887895703315735]",0.010307282983087453
