step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
11,1.0063076620114952,"[94.24487490800493, 100.44397896389933, 101.41394007378231, 101.68544443058576, 96.63382068551482]","[95.7450049334823, 101.26976994875095, 103.85090496394461, 103.11349875270209, 95.9905723097729]","[0.015917364492676066, 0.008221408524132844, 0.024029880787486618, 0.014043842067201337, -0.006656555346552085]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19491416931513272, 0.1891928049483087, 0.20986248518896677, 0.20012675736619817, 0.20590378318139352]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.02291719091357504
12,1.0095069209471166,"[95.7450049334823, 101.26976994875095, 103.85090496394461, 103.11349875270209, 95.9905723097729]","[95.20349752981744, 101.75783831028072, 104.18106834063414, 102.39479261087266, 94.76187436232352]","[-0.0056557248499916205, 0.004819487214958265, 0.0031792055813490883, -0.006970049028722299, -0.01280019399701278]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1806298406794247, 0.20873418687224743, 0.20735692983478507, 0.20282852850525088, 0.20045051410829198]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.002156048817089932
13,0.9908172621063619,"[95.20349752981744, 101.75783831028072, 104.18106834063414, 102.39479261087266, 94.76187436232352]","[93.63914149408924, 100.94189469186105, 105.18761689600296, 99.76987172348052, 95.64179138447257]","[-0.016431707619126535, -0.008018484197076646, 0.009661530366321223, -0.025635296683177346, 0.009285559493944448]","[0.6935203671455383, 0.0, 0.020930150523781776, 0.28554943203926086, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18415917068617327, 0.20043919526639392, 0.18597390252219395, 0.2226627794844236, 0.20676495204081527]","[0.6935203671455383, 0.0, 0.020930150523781776, 0.28554943203926086, 0.0]",-0.019521860870216463
14,0.987632065601244,"[93.63914149408924, 100.94189469186105, 105.18761689600296, 99.76987172348052, 95.64179138447257]","[92.59278149974271, 100.61739512721985, 107.72068906075263, 99.64054548824869, 94.34729642299375]","[-0.011174386881927791, -0.0032147164032513965, 0.024081467377039922, -0.0012962453794695306, -0.01353482554791398]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1918348673463176, 0.20286236978964256, 0.21679277942923056, 0.19592129731467278, 0.19258868612013647]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.004604366453120068
15,0.9937489427207681,"[92.59278149974271, 100.61739512721985, 107.72068906075263, 99.64054548824869, 94.34729642299375]","[92.41290777273241, 102.12755016322156, 108.38785474032578, 101.84857722440883, 94.74254212763255]","[-0.0019426322883582784, 0.01500888622779667, 0.0061934776447342904, 0.02215997238213179, 0.004189263705732106]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21111232731178187, 0.21343338776479145, 0.1918990362702752, 0.1994954614589166, 0.1840597871942348]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.005124305337822339
16,0.9803306733854346,"[92.41290777273241, 102.12755016322156, 108.38785474032578, 101.84857722440883, 94.74254212763255]","[91.73434159042849, 103.15822232130593, 108.63755978337758, 99.27277249436396, 93.79788707294487]","[-0.007342764107939306, 0.01009200902633166, 0.0023038101791943806, -0.02529053228077449, -0.009970759000904566]","[0.29912126064300537, 0.0, 0.0, 0.28185829520225525, 0.41902047395706177]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19091290409829614, 0.20451445235033927, 0.20710910451704795, 0.20321853734199866, 0.1942450016923181]","[0.29912126064300537, 0.0, 0.0, 0.28185829520225525, 0.41902047395706177]",-0.014122376730156616
17,0.9810919705255751,"[91.73434159042849, 103.15822232130593, 108.63755978337758, 99.27277249436396, 93.79788707294487]","[92.05192657982046, 104.04903525579772, 109.02913273815051, 98.95701684402103, 93.78397244150499]","[0.00346200761771327, 0.00863540408555301, 0.0036043975541582393, -0.003180687336609468, -0.0001483469604071937]","[0.0, 0.0, 0.583229124546051, 0.416770875453949, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19820505909102132, 0.20263963255203957, 0.2011853334064614, 0.19053928268823717, 0.20743069226224053]","[0.0, 0.0, 0.583229124546051, 0.416770875453949, 0.0]",-0.00013753879754530224
18,0.9870611247079303,"[92.05192657982046, 104.04903525579772, 109.02913273815051, 98.95701684402103, 93.78397244150499]","[91.45515098628746, 104.35336090195965, 108.82533751509031, 101.07832910864511, 93.85945981431111]","[-0.006483032085325423, 0.0029248291001811146, -0.0018691813641189053, 0.021436703856662895, 0.0008049069669468924]","[0.10852158069610596, 0.28835779428482056, 0.29969140887260437, 0.3034292757511139, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.23195828769934862, 0.20972941396129421, 0.19086081864505258, 0.1702462530652749, 0.19720522662902967]","[0.10852158069610596, 0.28835779428482056, 0.29969140887260437, 0.3034292757511139, 0.0]",0.005438570413384021
19,0.9823555330755442,"[91.45515098628746, 104.35336090195965, 108.82533751509031, 101.07832910864511, 93.85945981431111]","[91.1516708233824, 102.30531749697519, 108.95258017319992, 100.95425988422093, 93.78120320716698]","[-0.003318349591381283, -0.019626041627050218, 0.0011692374314204565, -0.0012274562264560048, -0.0008337636643013638]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20465889180876787, 0.19725607923123392, 0.20685686416039767, 0.19570952214431822, 0.19551864265528238]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.005269938075765817
20,0.9810919745239663,"[91.1516708233824, 102.30531749697519, 108.95258017319992, 100.95425988422093, 93.78120320716698]","[91.7115463832487, 102.12561412093798, 110.91547462030051, 100.82330620284503, 93.9564441202461]","[0.006142241330398945, -0.0017565399378436355, 0.018016043713514795, -0.0012971585500808325, 0.0018686144673576743]","[0.0, 0.8222655057907104, 0.0, 0.05497193709015846, 0.12276250869035721]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20946187415263065, 0.19859372693402902, 0.18284754980368892, 0.19184306719293562, 0.21725378191671568]","[0.0, 0.8222655653953552, 0.0, 0.05497194081544876, 0.1227625161409378]",-0.002381717921691366
21,0.9832377586235748,"[91.7115463832487, 102.12561412093798, 110.91547462030051, 100.82330620284503, 93.9564441202461]","[90.73327656964139, 101.81660949688265, 110.71824811583843, 101.90120180312778, 94.20932228830347]","[-0.01066681189213919, -0.0030257308777542104, -0.0017781694135759667, 0.01069093685654526, 0.002691440384160656]","[0.39815986156463623, 0.0, 0.0, 0.6018401384353638, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20180955595717046, 0.22134833328213252, 0.19376087574331813, 0.18889982723458074, 0.1941814077827982]","[0.39815986156463623, 0.0, 0.0, 0.6018401384353638, 0.0]",0.001223668633879108
22,0.9728695372082343,"[90.73327656964139, 101.81660949688265, 110.71824811583843, 101.90120180312778, 94.20932228830347]","[89.8574666751663, 101.31764932017552, 110.00091987321026, 102.21154867301671, 92.82830939209687]","[-0.009652576514228252, -0.004900577412395627, -0.006478861929586069, 0.0030455663367790205, -0.014658983449433624]","[0.37716439366340637, 0.0, 0.2720945179462433, 0.0, 0.3507411777973175]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18511157899696562, 0.21319675859942036, 0.20389531950810688, 0.18659344263224714, 0.21120290026326]","[0.3771643340587616, 0.0, 0.2720944881439209, 0.0, 0.3507411479949951]",-0.01110549006856635
23,0.9743525808449165,"[89.8574666751663, 101.31764932017552, 110.00091987321026, 102.21154867301671, 92.82830939209687]","[88.48537591715719, 103.48202024259382, 109.36687617060296, 103.22322938866725, 92.58653690349189]","[-0.015269635443531925, 0.021362229946518367, -0.0057639854588317505, 0.009897910057962167, -0.0026045124616431233]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19420417449781946, 0.21281516699950306, 0.18771052154193618, 0.18920187926984636, 0.21606825769089497]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0010380804157776693
24,0.9701227726749542,"[88.48537591715719, 103.48202024259382, 109.36687617060296, 103.22322938866725, 92.58653690349189]","[88.47046081519218, 102.08651230126385, 108.34886217922683, 102.97957285927389, 93.15054259105916]","[-0.00016856007911370577, -0.013485511184053669, -0.009308247862800085, -0.002360481558622049, 0.006091659829065306]","[0.2635490298271179, 0.0, 0.36822548508644104, 0.36822548508644104, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20241369754592867, 0.20492166362204986, 0.20324173202743834, 0.18731426765442916, 0.20210863915015384]","[0.2635490298271179, 0.0, 0.36822548508644104, 0.36822548508644104, 0.0]",-0.005032082698098014
25,0.9615476865346766,"[88.47046081519218, 102.08651230126385, 108.34886217922683, 102.97957285927389, 93.15054259105916]","[88.91065749991955, 103.40501587710425, 108.02412641939235, 101.4107270734393, 91.50740714275351]","[0.004975634586632306, 0.012915551193965829, -0.0029971312416489956, -0.015234533823309596, -0.017639569267129198]","[0.0756860077381134, 0.035225823521614075, 0.41061529517173767, 0.0, 0.47847285866737366]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20658232750367492, 0.1982752556216609, 0.21616072545585402, 0.18271998628680053, 0.19626170513200963]","[0.0756860077381134, 0.035225823521614075, 0.41061529517173767, 0.0, 0.47847285866737366]",-0.009492944558470346
26,0.9475889986685575,"[88.91065749991955, 103.40501587710425, 108.02412641939235, 101.4107270734393, 91.50740714275351]","[88.8731301202555, 101.23222512497352, 108.13062166926133, 100.4210557472231, 90.43880839618075]","[-0.0004220796552324402, -0.021012430912568707, 0.0009858468973452117, -0.009759039844961508, -0.011677729485939032]","[0.0, 0.3041518032550812, 0.0, 0.0, 0.6958482265472412]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1871225931602674, 0.20083916130555385, 0.20613041551494016, 0.21596259174382673, 0.189945238275412]","[0.0, 0.3041518032550812, 0.0, 0.0, 0.6958482265472412]",-0.015370286507669764
27,0.9481747859095254,"[88.8731301202555, 101.23222512497352, 108.13062166926133, 100.4210557472231, 90.43880839618075]","[89.44693508565722, 100.86738767759753, 107.63026089753977, 99.92045787208565, 89.7214270503983]","[0.006456450500002607, -0.0036039655053081154, -0.004627373485856869, -0.004984989167984196, -0.00793222907847089]","[0.4897265136241913, 0.0, 0.0, 0.5102735161781311, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21497054873461433, 0.2117077585083533, 0.1876077318018227, 0.19193903901195736, 0.19377492194325238]","[0.4897265136241913, 0.0, 0.0, 0.5102735161781311, 0.0]",-0.000173519567906928
28,0.9453956040504078,"[89.44693508565722, 100.86738767759753, 107.63026089753977, 99.92045787208565, 89.7214270503983]","[89.94486448847283, 101.77451528101805, 107.53738154597252, 99.96538898929533, 88.66494944180285]","[0.005566757567923169, 0.008993269522553434, -0.0008629483083355714, 0.00044966884826733546, -0.011775086992341453]","[0.3857196569442749, 0.0, 0.0, 0.17627432942390442, 0.4380060136318207]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1897612796377161, 0.20095732915562914, 0.19543745863804707, 0.199949664435825, 0.21389426813278284]","[0.3857196569442749, 0.0, 0.0, 0.17627432942390442, 0.4380060136318207]",-0.003423269429458703
29,0.9378545687630038,"[89.94486448847283, 101.77451528101805, 107.53738154597252, 99.96538898929533, 88.66494944180285]","[89.34769443594111, 101.10627629877135, 107.3228683183934, 99.04343361431717, 87.00008106264058]","[-0.0066392901465570095, -0.006565877325984563, -0.001994778229628117, -0.009222745835330011, -0.018777074702501735]","[0.4823591709136963, 0.0, 0.0, 0.5176408290863037, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19519397492940163, 0.20246731765477502, 0.2081837080870653, 0.19969542892684716, 0.19445957040191097]","[0.4823591709136963, 0.0, 0.0, 0.5176408290863037, 0.0]",-0.008782468257835324
30,0.9216347828740487,"[89.34769443594111, 101.10627629877135, 107.3228683183934, 99.04343361431717, 87.00008106264058]","[89.04938251930945, 98.48963255738565, 106.58798843094722, 99.26617559271563, 86.9878985175413]","[-0.003338775762653165, -0.025880131651307772, -0.006847374645877192, 0.0022489323145422715, -0.00014002912354193367]","[0.0, 0.5489057302474976, 0.45109426975250244, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20110877218673595, 0.18604538447298763, 0.19137949112610314, 0.1964968673951782, 0.2249694848189952]","[0.0, 0.5489057302474976, 0.45109426975250244, 0.0, 0.0]",-0.01819208632996274
31,0.9201663968619399,"[89.04938251930945, 98.48963255738565, 106.58798843094722, 99.26617559271563, 86.9878985175413]","[89.61817124146711, 98.26578979547917, 106.77699551553489, 99.62390777241602, 85.63170808348646]","[0.006387340440393588, -0.002272754564050777, 0.0017732493817548675, 0.0036037671197100395, -0.015590564402258313]","[0.23927125334739685, 0.23927125334739685, 0.23927125334739685, 0.07280343025922775, 0.20938286185264587]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19921846472520494, 0.20555782412792042, 0.19389809726630006, 0.19534811267500443, 0.20597750120557015]","[0.23927125334739685, 0.23927125334739685, 0.23927125334739685, 0.07280343025922775, 0.20938286185264587]",-0.002072992689783618
32,0.9107537078906741,"[89.61817124146711, 98.26578979547917, 106.77699551553489, 99.62390777241602, 85.63170808348646]","[87.4900201879216, 99.38660721518274, 107.83591907949895, 99.73295752473075, 85.03478755316658]","[-0.02374686990444628, 0.011405977828462279, 0.009917150776264311, 0.001094614282385396, -0.006970788551104355]","[0.3554864823818207, 0.0, 0.0, 0.3353986442089081, 0.30911487340927124]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19371395273672917, 0.20409844411873945, 0.20885505418104786, 0.21429097003718825, 0.17904157892629527]","[0.3554864823818207, 0.0, 0.0, 0.3353986442089081, 0.30911487340927124]",-0.01082395276902611
33,0.8995730902229967,"[87.4900201879216, 99.38660721518274, 107.83591907949895, 99.73295752473075, 85.03478755316658]","[87.58109343050421, 100.24895291496787, 109.82779860301862, 100.85308651633325, 83.99088134685964]","[0.0010409557842939305, 0.008676679121544678, 0.0184713919121069, 0.011231282210043164, -0.01227622525256805]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19350253945719437, 0.1958005516982088, 0.20442614812819088, 0.19942325757830742, 0.20684750313809844]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.013264671745547359
34,0.8934949009813743,"[87.58109343050421, 100.24895291496787, 109.82779860301862, 100.85308651633325, 83.99088134685964]","[86.86791102157055, 100.24971010505824, 108.9110526408472, 99.0986081103489, 84.12974892719916]","[-0.008143109214542676, 7.553097247915492e-06, -0.008347121346618904, -0.017396377905600384, 0.0016533649619181402]","[0.17488151788711548, 0.0, 0.0, 0.35154759883880615, 0.47357091307640076]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1963238957974739, 0.21314360385895548, 0.19586298434421381, 0.208830332985758, 0.18583918301359875]","[0.17488151788711548, 0.0, 0.0, 0.35154759883880615, 0.47357091307640076]",-0.007380573101393797
35,0.8958075598124193,"[86.86791102157055, 100.24971010505824, 108.9110526408472, 99.0986081103489, 84.12974892719916]","[87.86847702795262, 101.93085653126879, 108.0372265573968, 98.59649432106603, 83.93994547234396]","[0.011518246434331981, 0.01676958890403536, -0.00802330031950005, -0.0050668097045697795, -0.0022560801295085204]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20031914689210675, 0.20391810356355436, 0.19262300322759227, 0.20527975880855256, 0.19785998750819397]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0021096545583370614
36,0.8863704393483061,"[87.86847702795262, 101.93085653126879, 108.0372265573968, 98.59649432106603, 83.93994547234396]","[89.05365111603251, 100.84803775446693, 107.34229983561643, 99.14909976677244, 83.7151008405891]","[0.013488046318395433, -0.01062307149817472, -0.006432289535044512, 0.005604716978140426, -0.0026786368574535607]","[0.0, 0.9789279699325562, 0.021072018891572952, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20915054394108398, 0.1893019965317508, 0.19735940797477308, 0.2026657182096035, 0.20152233334278855]","[0.0, 0.9789279699325562, 0.021072018891572952, 0.0, 0.0]",-0.011859257903515968
37,0.8978027258281674,"[89.05365111603251, 100.84803775446693, 107.34229983561643, 99.14909976677244, 83.7151008405891]","[88.49355614388051, 102.22403344596673, 108.33468729294408, 98.6967597733487, 83.48759439263043]","[-0.006289410542216005, 0.01364424853609854, 0.009245073552992531, -0.004562219873783726, -0.002717627353658619]","[0.0, 0.8303355574607849, 0.16966447234153748, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20572780800734436, 0.19210082546006732, 0.20572772094818223, 0.19489060502766115, 0.20155304055674497]","[0.0, 0.8303355574607849, 0.16966447234153748, 0.0, 0.0]",0.011738097590375182
38,0.8981207235081765,"[88.49355614388051, 102.22403344596673, 108.33468729294408, 98.6967597733487, 83.48759439263043]","[88.52490016271666, 102.65408601825241, 109.34144009155072, 99.20325236071189, 86.53155064000674]","[0.0003541954940220652, 0.004206961492211172, 0.009292986611797895, 0.00513180562894176, 0.03645998270187324]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19572630737426613, 0.19994390103263363, 0.19896793584226166, 0.1969368117491925, 0.20842504400164616]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.0006395130751759799
39,0.8770985079747271,"[88.52490016271666, 102.65408601825241, 109.34144009155072, 99.20325236071189, 86.53155064000674]","[87.93988119263257, 100.251272827131, 110.91171999758305, 98.67191091422985, 87.97733318595165]","[-0.006608524483041222, -0.02340689284101344, 0.014361251367437112, -0.0053560889773051614, 0.016708154831984134]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19297815683098846, 0.20459177787860308, 0.20536645406374043, 0.2080460853488854, 0.18901752587778264]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.024962172411655936
40,0.8817437950581962,"[87.93988119263257, 100.251272827131, 110.91171999758305, 98.67191091422985, 87.97733318595165]","[87.06119170069572, 101.30201269913383, 109.47546213693329, 98.98217461502756, 87.93347464873717]","[-0.009991934035162972, 0.010481062657575159, -0.012949558988725981, 0.003144397406749329, -0.000498520876073556]","[0.0, 0.4239344596862793, 0.0, 0.3129619359970093, 0.2631036341190338]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.179606481578585, 0.1980523867089601, 0.19645229282279073, 0.20765947259060794, 0.2182293662990561]","[0.0, 0.4239344596862793, 0.0, 0.3129619359970093, 0.2631036341190338]",0.0045542502976114105
41,0.8784121178745548,"[87.06119170069572, 101.30201269913383, 109.47546213693329, 98.98217461502756, 87.93347464873717]","[87.92410376015447, 100.49790736865856, 109.59216023501702, 98.60816954167137, 88.07288551154804]","[0.009911558096118444, -0.007937703398484815, 0.0010659749299597697, -0.003778509361011811, 0.0015854128745367924]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2028673743739316, 0.20863988776934717, 0.20640995350397381, 0.19009297783381712, 0.19198980651893027]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.004938174145261194
42,0.8889777028219437,"[87.92410376015447, 100.49790736865856, 109.59216023501702, 98.60816954167137, 88.07288551154804]","[87.71518244210746, 99.58815249184548, 109.92207556100279, 99.34406631365567, 89.13223058944325]","[-0.002376155219243567, -0.009052475823957302, 0.003010391667417385, 0.007462837768967145, 0.012028050083090734]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1987667672989335, 0.18756309947681962, 0.21055810994916555, 0.207963997658619, 0.19514802561646238]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.010871255727077447
43,0.88696448740349,"[87.71518244210746, 99.58815249184548, 109.92207556100279, 99.34406631365567, 89.13223058944325]","[87.03623463833665, 99.56574236750714, 110.23805004628797, 97.00186687390084, 89.28058633180032]","[-0.007740368142298744, -0.000225028015658498, 0.0028745316504674907, -0.023576641531461866, 0.0016644455252154302]","[0.4177739918231964, 0.0, 0.0, 0.0, 0.5822259783744812]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2036420069228141, 0.1929475496062069, 0.20267729922284827, 0.19953839961363368, 0.20119474463449707]","[0.4177739918231964, 0.0, 0.0, 0.0, 0.5822259783744812]",-0.002957191697643283
44,0.8926781187200108,"[87.03623463833665, 99.56574236750714, 110.23805004628797, 97.00186687390084, 89.28058633180032]","[87.35800536191604, 99.21620161855743, 110.94817946405136, 99.20576088647275, 88.71936809547059]","[0.0036969743109459075, -0.003510652767088472, 0.006441781376441442, 0.022720119556429733, -0.006286005271560806]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19184633872820708, 0.2087358774537783, 0.19451948849460385, 0.21855745642147756, 0.1863408389019332]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.005516121946053484
