step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
11,1.0342327351536542,"[97.92945767536825, 97.67132219007158, 105.52973664111451, 94.54309982826136, 101.29989331672074]","[97.18315632858129, 98.68197784603049, 106.5064371422816, 94.58994041216982, 103.48247404755]","[-0.007620805470616612, 0.01034751688926812, 0.00925521594438021, 0.0004954415921791112, 0.021545735729506413]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19534802234104737, 0.18554543791275782, 0.20257570491557159, 0.21413216640035826, 0.20239866843026505]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.020330700813653416
12,1.031322213925698,"[97.18315632858129, 98.68197784603049, 106.5064371422816, 94.58994041216982, 103.48247404755]","[97.34553226474033, 99.44704170577465, 107.2967184077304, 93.75410678169493, 101.19776637647573]","[0.0016708238576861598, 0.007752822515757215, 0.007420032879262154, -0.008836390284556699, -0.022078208818475425]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19928293517761425, 0.20294455335291994, 0.20258539767061332, 0.19339473780863725, 0.20179237599021518]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.0035556888615738756
13,1.0345442517844046,"[97.34553226474033, 99.44704170577465, 107.2967184077304, 93.75410678169493, 101.19776637647573]","[98.27700508786617, 100.58522643138105, 107.56483124984771, 93.25396485059372, 101.79401979572299]","[0.00956872700220711, 0.011445134074212505, 0.0024987981561419475, -0.005334613578750045, 0.0058919622497307]","[0.3906557261943817, 0.15713703632354736, 0.0, 0.4522072374820709, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18804218044748086, 0.19102284202561576, 0.19675105306893959, 0.20622736362093658, 0.2179565608370273]","[0.3906557261943817, 0.15713703632354736, 0.0, 0.4522072374820709, 0.0]",0.0021096682315305476
14,1.0350745569973188,"[98.27700508786617, 100.58522643138105, 107.56483124984771, 93.25396485059372, 101.79401979572299]","[99.63263215631834, 99.19633400928478, 106.97800744687028, 93.90562568334099, 101.31128171636054]","[0.013793939561346464, -0.013808115479500964, -0.0054555359419881525, 0.0069880228019400855, -0.004742302940105833]","[0.5188277959823608, 0.48117220401763916, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20690581246174264, 0.20390559554364796, 0.19033209409254853, 0.2044769974349537, 0.19437950046710714]","[0.5188277959823608, 0.48117220401763916, 0.0, 0.0, 0.0]",-0.0005289743557730222
15,1.028145823278422,"[99.63263215631834, 99.19633400928478, 106.97800744687028, 93.90562568334099, 101.31128171636054]","[99.73682314945432, 98.2521216210786, 106.74558311855013, 92.57100922507001, 100.70945546330934]","[0.001045751686781863, -0.009518621808320091, -0.0021726365434089926, -0.014212316339506963, -0.005940367576595497]","[0.0, 0.581315815448761, 0.3520732820034027, 0.0, 0.06661088764667511]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19962027083816916, 0.1788854436485726, 0.20120295595409915, 0.2109654148114291, 0.20932591474773]","[0.0, 0.5813158750534058, 0.3520733118057251, 0.0, 0.0666108950972557]",-0.007592223029313769
16,1.021559668495534,"[99.73682314945432, 98.2521216210786, 106.74558311855013, 92.57100922507001, 100.70945546330934]","[97.55452700462662, 97.17294989197028, 105.26312484549975, 92.27796338484647, 100.60393680024518]","[-0.021880545980069572, -0.0109836989909519, -0.013887771556823914, -0.0031656329846318576, -0.0010477532877000092]","[0.0, 0.5392645597457886, 0.0, 0.0, 0.4607354402542114]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.22031252926541342, 0.18253175084505807, 0.19770951339617737, 0.2081048564985535, 0.1913413499947977]","[0.0, 0.5392645597457886, 0.0, 0.0, 0.4607354402542114]",-0.007255298019940031
17,1.0304921957426825,"[97.55452700462662, 97.17294989197028, 105.26312484549975, 92.27796338484647, 100.60393680024518]","[97.87507197327155, 99.8599359290346, 104.46924871801956, 90.24644855775351, 100.94110790499916]","[0.00328580311429035, 0.027651584520707897, -0.0075418255789518225, -0.022015167571704016, 0.003351470285138542]","[0.672745943069458, 0.2766045928001404, 0.0, 0.05064947530627251, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19750607211975574, 0.20026152257026913, 0.1924688235080659, 0.19671002091149073, 0.21305356089041846]","[0.672745943069458, 0.2766045928001404, 0.0, 0.05064947530627251, 0.0]",0.0076267228956571655
18,1.0199357117945662,"[97.87507197327155, 99.8599359290346, 104.46924871801956, 90.24644855775351, 100.94110790499916]","[97.85925055906509, 98.05327603730588, 104.57755270810517, 89.2506620345823, 100.57784358889182]","[-0.00016164906842446237, -0.018091939223880832, 0.0010367068914025359, -0.011034079889957643, -0.0035987748068826418]","[0.0, 0.4585157036781311, 0.0, 0.0, 0.5414842963218689]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20951819964024446, 0.19767900464249422, 0.1965204107666414, 0.19464065912764716, 0.20164172582297285]","[0.0, 0.4585157036781311, 0.0, 0.0, 0.5414842963218689]",-0.011145724394730615
19,1.004093024125253,"[97.85925055906509, 98.05327603730588, 104.57755270810517, 89.2506620345823, 100.57784358889182]","[99.1756606951339, 96.47832818341016, 105.2014055128706, 88.11720167495194, 98.75914297297084]","[0.013452076615631373, -0.016062164545083725, 0.005965456148191818, -0.012699741758679347, -0.01808251749117688]","[0.0, 0.21145828068256378, 0.0, 0.3942708671092987, 0.3942708671092987]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18610462051671658, 0.21487555540517622, 0.19731609702854763, 0.20438286163515754, 0.1973208654144021]","[0.0, 0.21145828068256378, 0.0, 0.3942708671092987, 0.3942708671092987]",-0.016335568169609533
20,0.9873000752385297,"[99.1756606951339, 96.47832818341016, 105.2014055128706, 88.11720167495194, 98.75914297297084]","[98.3201513340735, 94.57132063169061, 103.55171877246264, 86.35078275000716, 97.62346849113024]","[-0.008626202790725396, -0.01976617534348468, -0.015681223386375114, -0.02004624399513707, -0.011499436382831065]","[0.29087013006210327, 0.0, 0.0, 0.7091298699378967, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2115956898935311, 0.19836609340161923, 0.19287317223263792, 0.20532738826851304, 0.19183765620369864]","[0.29087013006210327, 0.0, 0.0, 0.7091298699378967, 0.0]",-0.01792287922289099
21,0.9915870630002392,"[98.3201513340735, 94.57132063169061, 103.55171877246264, 86.35078275000716, 97.62346849113024]","[96.88237293313765, 94.19332358224538, 104.32664265609425, 86.89920225692285, 98.4183049625315]","[-0.014623435597149893, -0.003996952214692467, 0.007483447815428146, 0.006351065843877913, 0.008141858547808824]","[0.0, 0.23854519426822662, 0.40581411123275757, 0.3556406497955322, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1874476278928094, 0.19800025048086867, 0.2001612529697315, 0.20858146574375072, 0.20580940291283967]","[0.0, 0.23854520916938782, 0.40581414103507996, 0.3556406795978546, 0.0]",0.0035014794879742127
22,0.9904754618242965,"[96.88237293313765, 94.19332358224538, 104.32664265609425, 86.89920225692285, 98.4183049625315]","[98.30469662315268, 94.73271278632771, 102.03252336408887, 87.70077689411775, 97.75030824345109]","[0.014680933661654178, 0.005726405901914647, -0.021989773979095507, 0.00922418867350472, -0.006787321924866692]","[0.058590423315763474, 0.3522895276546478, 0.0, 0.0, 0.5891200304031372]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21445900240156268, 0.188487682143847, 0.18713576076786576, 0.20241947968008087, 0.20749807500664355]","[0.058590423315763474, 0.3522895276546478, 0.0, 0.0, 0.5891200304031372]",-0.001994396784363415
23,0.9933432508419632,"[98.30469662315268, 94.73271278632771, 102.03252336408887, 87.70077689411775, 97.75030824345109]","[98.19992309588267, 97.1285946055634, 103.24538473129593, 87.20608504270372, 97.97328862814763]","[-0.0010658038819005532, 0.025290966011283514, 0.011887007467992605, -0.005640678098111717, 0.002281122061949916]","[0.01054772362112999, 0.0, 0.3856968879699707, 0.3856968879699707, 0.2180584967136383]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19675012231958816, 0.19182685577402328, 0.20498109512308313, 0.21018790712876176, 0.1962540196545439]","[0.01054772362112999, 0.0, 0.3856968879699707, 0.3856968879699707, 0.2180584967136383]",0.0021156589916804217
24,1.00827979258404,"[98.19992309588267, 97.1285946055634, 103.24538473129593, 87.20608504270372, 97.97328862814763]","[99.23711536897484, 96.39894466129105, 103.56327173269878, 88.936717352275, 99.04426422248861]","[0.010562047712394404, -0.0075122053112725625, 0.003078946359008466, 0.01984531594009533, 0.010931301881738496]","[0.0, 0.0, 0.0, 0.46054837107658386, 0.5394516587257385]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2064372394623397, 0.19817617760329226, 0.18767473322255487, 0.20357963387550393, 0.20413221583630917]","[0.0, 0.0, 0.0, 0.46054837107658386, 0.5394516587257385]",0.014108004522871313
25,0.9955457000271908,"[99.23711536897484, 96.39894466129105, 103.56327173269878, 88.936717352275, 99.04426422248861]","[100.79612633369238, 96.07603168838628, 104.72892979468149, 87.58047817952762, 100.26055161685758]","[0.015709958506159357, -0.0033497563073887023, 0.011255515999835581, -0.015249485399549513, 0.012280240596636292]","[0.0, 0.0, 0.0, 0.9048315286636353, 0.09516853094100952]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1984537237482875, 0.2160025069761142, 0.1920301185022937, 0.1949542142810562, 0.19855943649224841]","[0.0, 0.0, 0.0, 0.9048315286636353, 0.09516853094100952]",-0.013966256146711313
26,0.9821185672187172,"[100.79612633369238, 96.07603168838628, 104.72892979468149, 87.58047817952762, 100.26055161685758]","[98.91097812226853, 94.88286895114224, 103.31642884248603, 87.60870157131428, 101.91228720463272]","[-0.018702585902785025, -0.012418942750611832, -0.013487208882632828, 0.00032225665323285505, 0.0164744314801617]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2150605800195332, 0.19464851272867695, 0.18028416968894112, 0.19943788923668393, 0.21056884832616488]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.014572157517614258
27,0.9887820057802839,"[98.91097812226853, 94.88286895114224, 103.31642884248603, 87.60870157131428, 101.91228720463272]","[98.57409315977696, 94.8497866168674, 102.47167041221364, 89.07077209039365, 101.70271480015948]","[-0.003405941068292009, -0.00034866498705759424, -0.008176419178795783, 0.016688644995945096, -0.0020563997749596997]","[0.45432159304618835, 0.04545799270272255, 0.0, 0.5002204775810242, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18892168237106974, 0.20486706735388435, 0.20424190446544438, 0.19482048756746878, 0.20714885824213267]","[0.45432159304618835, 0.04545799270272255, 0.0, 0.5002204775810242, 0.0]",0.0057943546747132235
28,0.9925419072866856,"[98.57409315977696, 94.8497866168674, 102.47167041221364, 89.07077209039365, 101.70271480015948]","[98.0711316348063, 94.79616003471526, 104.61069762353347, 88.56729591230457, 102.66469643028466]","[-0.005102370296781902, -0.0005653843204599435, 0.020874327535748614, -0.005652540853447633, 0.00945876058486171]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2048922248880481, 0.1972483125054488, 0.18901390982426858, 0.1989459927320396, 0.20989956005019494]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.003129740786510172
29,0.9993512959263376,"[98.0711316348063, 94.79616003471526, 104.61069762353347, 88.56729591230457, 102.66469643028466]","[98.80587593698215, 94.06899792708955, 105.26211423124691, 88.49373289197773, 103.16431577998226]","[0.007491952931795004, -0.0076707970803818245, 0.0062270553825931, -0.0008305889839934044, 0.0048665156287377425]","[0.5008310079574585, 0.0, 0.4991689920425415, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.17533163933768225, 0.20488109777189492, 0.21233374996286425, 0.2134566331539756, 0.19399687977358307]","[0.5008310079574585, 0.0, 0.4991689920425415, 0.0, 0.0]",0.005877963522838713
30,0.9981455172024655,"[98.80587593698215, 94.06899792708955, 105.26211423124691, 88.49373289197773, 103.16431577998226]","[99.24677504427383, 94.24450511627896, 104.87934426350799, 88.07143241571946, 103.50940714168541]","[0.004462276186619588, 0.001865728274531365, -0.003636350747221631, -0.004772094728716714, 0.0033450651913315478]","[0.0, 0.0, 0.16868776082992554, 0.41565611958503723, 0.41565611958503723]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20337033277020133, 0.20689023063133663, 0.1972997621743678, 0.20423356583555474, 0.18820610858853945]","[0.0, 0.0, 0.16868776082992554, 0.41565611958503723, 0.41565611958503723]",-0.001974796853605214
31,0.9820065235439953,"[99.24677504427383, 94.24450511627896, 104.87934426350799, 88.07143241571946, 103.50940714168541]","[97.64205604743617, 93.99615611844035, 105.33121263807125, 89.01817994539142, 102.78436401562146]","[-0.01616897875141836, -0.002635156262237161, 0.004308459189332344, 0.010749768724131555, -0.007004610943926096]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18774804865119477, 0.2019512193132329, 0.2005361110246509, 0.2009439346372721, 0.2088206863736493]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.017570640266944812
32,0.9800534186965769,"[97.64205604743617, 93.99615611844035, 105.33121263807125, 89.01817994539142, 102.78436401562146]","[97.90518374011191, 94.70627620526892, 105.5830202324329, 88.84113240589825, 103.31484954403302]","[0.002694819254399007, 0.007554777941491318, 0.0023906265584056965, -0.001988891927489241, 0.005161150078536612]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18577052426391386, 0.1976825882128783, 0.2071509898067434, 0.21581192733953283, 0.19358397037693167]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.0033089313643460453
33,0.9643926710283999,"[97.90518374011191, 94.70627620526892, 105.5830202324329, 88.84113240589825, 103.31484954403302]","[98.76425309505814, 94.6245122014097, 105.6435910442792, 86.57867853815276, 102.64405934471031]","[0.008774503270701351, -0.0008633430342251313, 0.0005736794771826209, -0.025466288041093067, -0.006492679438465594]","[0.0, 0.0, 0.0, 0.5, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1999980268207203, 0.20574882015971427, 0.19594786438800701, 0.1937195169643975, 0.20458577166716102]","[0.0, 0.0, 0.0, 0.5, 0.5]",-0.016929320564933816
34,0.9603091815814249,"[98.76425309505814, 94.6245122014097, 105.6435910442792, 86.57867853815276, 102.64405934471031]","[98.51317266851072, 93.68311073584923, 105.25263530667422, 86.64081322369184, 101.17097332114412]","[-0.00254221966631752, -0.009948811821155678, -0.003700704735047477, 0.0007176672893164721, -0.014351400684759754]","[0.3140147030353546, 0.3682822585105896, 0.0, 0.3177030682563782, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2073863725553532, 0.21710192917248625, 0.18821620720057994, 0.2083545406002044, 0.1789409504713763]","[0.3140147030353546, 0.3682822585105896, 0.0, 0.3177030682563782, 0.0]",-0.005029075042851249
35,0.9637178328296144,"[98.51317266851072, 93.68311073584923, 105.25263530667422, 86.64081322369184, 101.17097332114412]","[97.97741857995433, 94.90304556369215, 104.72455501074171, 84.87987092212059, 103.45123666036767]","[-0.005438400510753616, 0.013021929121062948, -0.005017264360116455, -0.020324628036729003, 0.022538711098344162]","[0.0, 0.0, 0.6891128420829773, 0.0, 0.3108871877193451]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19976357919755314, 0.20822498041311144, 0.19491148409219508, 0.19715487916751118, 0.19994507712962928]","[0.0, 0.0, 0.6891128420829773, 0.0, 0.3108871877193451]",0.002735568326548016
36,0.9623595244400978,"[97.97741857995433, 94.90304556369215, 104.72455501074171, 84.87987092212059, 103.45123666036767]","[98.49975695400103, 93.69635928631976, 102.90434136613946, 85.95915510479826, 107.51882045880473]","[0.005331211840618598, -0.012714937336363377, -0.017380963274711902, 0.01271543147924834, 0.03931885137140515]","[0.5516490936279297, 0.0, 0.38763877749443054, 0.0, 0.06071212515234947]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20256418243065102, 0.20211060852511153, 0.1930406977053789, 0.2007295904195691, 0.20155492091928934]","[0.5516490936279297, 0.0, 0.38763877749443054, 0.0, 0.06071212515234947]",-0.0022791559659269683
37,0.9777842537235137,"[98.49975695400103, 93.69635928631976, 102.90434136613946, 85.95915510479826, 107.51882045880473]","[97.86409268118226, 96.26668829869713, 104.69675561754168, 86.1585200118637, 106.31497553157442]","[-0.006453460317832305, 0.027432538808929527, 0.017418256874359748, 0.0023192981227233536, -0.01119659722914793]","[0.1698160022497177, 0.3621063232421875, 0.40432095527648926, 0.06375671923160553, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20400239110692045, 0.20034243564590953, 0.19672300122737854, 0.2086148112217219, 0.1903173607980695]","[0.1698160022497177, 0.3621063232421875, 0.40432095527648926, 0.06375671923160553, 0.0]",0.015154081342431014
38,0.9564504284145544,"[97.86409268118226, 96.26668829869713, 104.69675561754168, 86.1585200118637, 106.31497553157442]","[97.05413650212842, 93.97217100661166, 104.48672660089738, 85.31291972266062, 105.30191603552328]","[-0.008276336671229198, -0.02383500806598877, -0.002006069962774558, -0.009814470920422504, -0.009528850389945994]","[0.0, 0.856177568435669, 0.0, 0.14382244646549225, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20659834181117848, 0.19797224037223016, 0.20678019186391353, 0.19589621524239362, 0.19275301071028433]","[0.0, 0.856177568435669, 0.0, 0.14382244646549225, 0.0]",-0.023219688523667424
39,0.9568386184834345,"[97.05413650212842, 93.97217100661166, 104.48672660089738, 85.31291972266062, 105.30191603552328]","[99.01002595269189, 94.24515307742713, 104.52913414068333, 85.0549098582368, 105.67400403406891]","[0.020152561457497303, 0.0029049245951364364, 0.00040586533012870675, -0.0030242765722070845, 0.0035335349303626637]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19994859244281968, 0.2022251695893353, 0.19389596817298793, 0.19470053015039934, 0.20922973964445774]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.0006078483571881109
40,0.9640808698534207,"[99.01002595269189, 94.24515307742713, 104.52913414068333, 85.0549098582368, 105.67400403406891]","[100.60619260795613, 94.99147232755962, 103.21782714054916, 85.04149963459092, 106.45793441854403]","[0.016121262871165266, 0.007918913872624814, -0.012544894884227267, -0.00015766548536972713, 0.007418384413846726]","[0.0, 0.30078697204589844, 0.0, 0.0, 0.6992130279541016]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20107418862291876, 0.21613871184498062, 0.18232763392349288, 0.202150966787574, 0.19830849882103366]","[0.0, 0.30078697204589844, 0.0, 0.0, 0.6992130279541016]",0.006593836639824197
41,0.9637714073706914,"[100.60619260795613, 94.99147232755962, 103.21782714054916, 85.04149963459092, 106.45793441854403]","[99.89136016964277, 95.60882800983646, 103.44525743701593, 84.37271807509552, 106.75031597226904]","[-0.007105252865486485, 0.006499064254399664, 0.0022034013190093396, -0.007864178811157408, 0.0027464515005100228]","[0.0, 0.0, 0.7492551803588867, 0.2507448196411133, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20054036670172312, 0.1943183023702174, 0.20838253354082953, 0.20384069019543347, 0.19291810719179633]","[0.0, 0.0, 0.7492551803588867, 0.2507448196411133, 0.0]",-0.0011548037347655308
42,0.9820504057024508,"[99.89136016964277, 95.60882800983646, 103.44525743701593, 84.37271807509552, 106.75031597226904]","[102.05537921498957, 94.80317840793505, 105.1311441241129, 85.00461234401, 106.43610313890491]","[0.0216637258885224, -0.00842651895930071, 0.01629738016866982, 0.00748931981013181, -0.0029434370334393035]","[0.4973093271255493, 0.0, 0.5026906728744507, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21023645568486649, 0.17469150677387138, 0.19729431034125147, 0.2058099403885832, 0.21196778681142747]","[0.4973093271255493, 0.0, 0.5026906728744507, 0.0, 0.0]",0.017944152083379773
43,0.9879565088304851,"[102.05537921498957, 94.80317840793505, 105.1311441241129, 85.00461234401, 106.43610313890491]","[101.13278220869931, 94.44827305003591, 105.62871573429202, 84.98203328838635, 107.74936601804556]","[-0.009040160483326608, -0.0037436018903500836, 0.004732865929735459, -0.0002656215351265335, 0.012338509588487773]","[0.0, 0.0, 0.3983597159385681, 0.2613964080810547, 0.3402438759803772]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20599989380322686, 0.20328684511938402, 0.1957900266196003, 0.20159473246495657, 0.19332850199283233]","[0.0, 0.0, 0.3983597159385681, 0.2613964080810547, 0.3402438759803772]",0.005334009342281327
