step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
44,0.9835365222958943,"[101.13278220869931, 94.44827305003591, 105.62871573429202, 84.98203328838635, 107.74936601804556]","[101.9100936507353, 93.89133296935127, 105.48491338847305, 84.60183492999761, 110.09624500482515]","[0.007686048233419719, -0.005896773574563824, -0.0013613944353986314, -0.00447386751854403, 0.02178090761468181]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20182317427353727, 0.19913538257102092, 0.20004212981047384, 0.1983397843817003, 0.20065952896326764]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.005730985327709575
45,0.9911335479183071,"[101.9100936507353, 93.89133296935127, 105.48491338847305, 84.60183492999761, 110.09624500482515]","[102.5743778872415, 94.60595186815686, 104.62921157767559, 85.41630232203873, 110.11521307337452]","[0.006518336042186514, 0.00761112741938458, -0.008112077673573397, 0.009627065331562148, 0.0001722862441724377]","[0.0, 0.9439141750335693, 0.0, 0.056085746735334396, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19705267062890108, 0.20842428115435027, 0.19841320429376186, 0.1915479040869661, 0.20456193983602067]","[0.0, 0.9439142346382141, 0.0, 0.056085750460624695, 0.0]",0.00646906708675132
46,0.9737319048117583,"[102.5743778872415, 94.60595186815686, 104.62921157767559, 85.41630232203873, 110.11521307337452]","[102.58525718443728, 93.16073997617846, 104.72102974214252, 83.50432962556732, 111.38441925499397]","[0.00010606252184872961, -0.01527612019582504, 0.0008775576445853663, -0.02238416607245348, 0.011526165605961508]","[0.09167513251304626, 0.3890037536621094, 0.0, 0.519321084022522, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2054588658244493, 0.19422172764111623, 0.17690841939671442, 0.20304495039106688, 0.22036603674665303]","[0.09167513251304626, 0.3890037536621094, 0.0, 0.519321084022522, 0.0]",-0.018551487803664276
47,0.968164264328516,"[102.58525718443728, 93.16073997617846, 104.72102974214252, 83.50432962556732, 111.38441925499397]","[102.27647928199643, 93.99378521597363, 104.12225194534034, 83.38464798886324, 111.04853840190195]","[-0.003009963721060838, 0.008942020426288815, -0.005717837174410611, -0.0014332386984092695, -0.003015510206351972]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1914384553079905, 0.20608901391925394, 0.20079590526455318, 0.1899052089305025, 0.21177141657769993]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.006715120276922888
48,0.9955010613456421,"[102.27647928199643, 93.99378521597363, 104.12225194534034, 83.38464798886324, 111.04853840190195]","[103.42423303082651, 96.64776566329218, 104.01963341831765, 82.45608658030434, 109.57907508764045]","[0.011222069403322934, 0.028235701341534216, -0.0009855580829787947, -0.011135879696738774, -0.013232621837338253]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18903141214981373, 0.20350704249195126, 0.19750914172573059, 0.20210988959305246, 0.207842514039452]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.026558184291874096
49,1.023216708228746,"[103.42423303082651, 96.64776566329218, 104.01963341831765, 82.45608658030434, 109.57907508764045]","[105.29186613010245, 95.76023238001049, 106.91563377499737, 81.82238997833663, 109.66985540544634]","[0.01805798355516226, -0.009183174356805417, 0.027840901390542117, -0.007685261673806864, 0.0008284457386895151]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20752226345781186, 0.19588470489175902, 0.2014912285216459, 0.19394142618893095, 0.2011603769398523]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.02649500155539287
50,1.02926637362901,"[105.29186613010245, 95.76023238001049, 106.91563377499737, 81.82238997833663, 109.66985540544634]","[103.87975908340182, 97.38392147862008, 106.88601374303535, 82.76545910284013, 109.18473002307678]","[-0.013411359287295522, 0.016955776508208707, -0.00027704116709779264, 0.011525807602945633, -0.004423507084750548]","[0.0, 0.48345428705215454, 0.0, 0.0, 0.5165457725524902]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19952689423538408, 0.20572505230845764, 0.19433252322625028, 0.20039597225537398, 0.20001955797453397]","[0.0, 0.48345428705215454, 0.0, 0.0, 0.5165457725524902]",0.005048777815769744
51,1.0288933212648563,"[103.87975908340182, 97.38392147862008, 106.88601374303535, 82.76545910284013, 109.18473002307678]","[103.84210839286469, 96.95890995561408, 106.25756778019458, 81.45895810824084, 108.23478004939717]","[-0.000362444915827209, -0.004364288442618469, -0.00587959023667604, -0.015785582642342363, -0.008700392202085686]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1950863745378599, 0.1995550898716955, 0.20998689211538132, 0.18234255659521262, 0.21302908687985056]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.001572164461031126
52,1.0287701353610665,"[103.84210839286469, 96.95890995561408, 106.25756778019458, 81.45895810824084, 108.23478004939717]","[103.28035520117173, 95.91218919449003, 107.25388550936839, 83.44221365728954, 107.00635518435459]","[-0.005409685920163363, -0.010795508753174084, 0.009376440191392325, 0.02434668445443902, -0.01134963146302828]","[0.0, 0.39269670844078064, 0.3914676308631897, 0.08120492845773697, 0.13463075459003448]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2077140812452739, 0.20919916388806103, 0.19604304718677365, 0.19297891731730915, 0.19406479036258223]","[0.0, 0.39269670844078064, 0.3914676308631897, 0.08120492845773697, 0.13463075459003448]",-0.0008270391867874
53,1.0308681723800666,"[103.28035520117173, 95.91218919449003, 107.25388550936839, 83.44221365728954, 107.00635518435459]","[102.77678174532494, 96.49550847363594, 107.73622306657023, 83.63527030604531, 108.14557929202049]","[-0.004875791285437772, 0.006081805493596447, 0.004497156955304093, 0.0023136568445881077, 0.01064632194698341]","[0.3398798704147339, 0.0, 0.5417490601539612, 0.0, 0.11837111413478851]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19321423718621103, 0.20702180726071256, 0.20671062732351428, 0.18699988083778235, 0.20605344739177975]","[0.3398798704147339, 0.0, 0.5417490601539612, 0.0, 0.11837111413478851]",0.0012752090052789086
54,1.0402861085317712,"[102.77678174532494, 96.49550847363594, 107.73622306657023, 83.63527030604531, 108.14557929202049]","[102.92521350590731, 96.56037488821475, 107.73435362099409, 84.39935601251767, 109.3590119074804]","[0.0014442149098438846, 0.000672222112768477, -1.7352061571645442e-05, 0.009135926788738173, 0.011220362620494475]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21737756724371785, 0.2007050180832273, 0.18405082172942577, 0.20626370598360816, 0.19160288696002095]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.007829494062434793
55,1.04983729588375,"[102.92521350590731, 96.56037488821475, 107.73435362099409, 84.39935601251767, 109.3590119074804]","[101.28010200400725, 97.91907692937144, 107.84512410001699, 85.5263118875112, 108.14271365731629]","[-0.01598356171304557, 0.014071010419435728, 0.0010281815901786583, 0.013352659643829307, -0.011122066933021582]","[0.0, 0.4574746787548065, 0.0, 0.35866305232048035, 0.18386226892471313]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2178028518857933, 0.19275225854243494, 0.19976606428373567, 0.19105212678723496, 0.19862669850080109]","[0.0, 0.4574746787548065, 0.0, 0.35866305232048035, 0.18386226892471313]",0.008360033279473636
56,1.0704764692797961,"[101.28010200400725, 97.91907692937144, 107.84512410001699, 85.5263118875112, 108.14271365731629]","[102.51907121021291, 98.5238285150691, 107.21752333346605, 84.48305452517023, 110.2687347345285]","[0.012233095955577195, 0.006176034381266281, -0.005819463529652911, -0.012198086639268566, 0.019659401963493885]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18735564779798286, 0.20039456278788786, 0.20053316744698202, 0.21052564237185337, 0.2011909795952938]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.01831430081196901
57,1.0773469138236111,"[102.51907121021291, 98.5238285150691, 107.21752333346605, 84.48305452517023, 110.2687347345285]","[103.83264626703048, 99.98272557238792, 106.98440804778693, 84.04594465238863, 110.2303328465252]","[0.012812982416940894, 0.014807555484871211, -0.0021742274810255427, -0.005173935474259818, -0.0003482572652687542]","[0.5141138434410095, 0.0, 0.0, 0.0, 0.48588621616363525]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20305649182458027, 0.1775920437330967, 0.2159172826132262, 0.20121494761045625, 0.2022192342186406]","[0.5141138434410095, 0.0, 0.0, 0.0, 0.48588621616363525]",0.0055179910728251885
58,1.0707741550168777,"[103.83264626703048, 99.98272557238792, 106.98440804778693, 84.04594465238863, 110.2303328465252]","[105.66478125558613, 97.9331620287024, 106.53951160666313, 84.70055083142137, 109.2808644297601]","[0.017645076519035047, -0.020499176552269818, -0.004158516640341456, 0.007788670610344978, -0.00861349496319724]","[0.0, 0.44210097193717957, 0.11579800397157669, 0.44210097193717957, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20118652600954395, 0.19555790580178856, 0.18091460389245118, 0.20766144322818875, 0.2146795210680276]","[0.0, 0.44210097193717957, 0.11579800397157669, 0.44210097193717957, 0.0]",-0.0069554154241663405
59,1.0640043364816216,"[105.66478125558613, 97.9331620287024, 106.53951160666313, 84.70055083142137, 109.2808644297601]","[108.03567211311302, 97.07242119746746, 105.86593057462883, 84.30075478295183, 108.7367642889285]","[0.02243785326912364, -0.008789064024938434, -0.0063223589246504995, -0.0047201115523469225, -0.004978915052244313]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19516935120081622, 0.19359222472764834, 0.20368200208513057, 0.19357943412252365, 0.2139769878638812]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.007306439966124706
60,1.06801903233415,"[108.03567211311302, 97.07242119746746, 105.86593057462883, 84.30075478295183, 108.7367642889285]","[106.57557361351252, 96.67829036835376, 106.50571893453774, 84.427459413247, 106.7048236378429]","[-0.013514966594291066, -0.004060173056896914, 0.006043382950834168, 0.0015030070682214493, -0.01868678605964811]","[0.0, 0.0, 0.5, 0.5, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20356854282505554, 0.20723050653535313, 0.20347655863455194, 0.18986963311313731, 0.19585475889190201]","[0.0, 0.0, 0.5, 0.5, 0.0]",0.002955719075267611
61,1.0802829203278568,"[106.57557361351252, 96.67829036835376, 106.50571893453774, 84.427459413247, 106.7048236378429]","[105.69289611346439, 96.93829286127678, 108.8843479489987, 84.79302864512111, 106.01290066822888]","[-0.008282174518235189, 0.0026893575789599363, 0.022333345460284124, 0.004329980250675947, -0.0064844582093347425]","[0.0, 0.1737242490053177, 0.41313788294792175, 0.41313788294792175, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18595140236069266, 0.19939198448080764, 0.2018905431817179, 0.19398956037202836, 0.21877650960475345]","[0.0, 0.1737242490053177, 0.41313788294792175, 0.41313788294792175, 0.0]",0.010698783506771004
62,1.0748929393412354,"[105.69289611346439, 96.93829286127678, 108.8843479489987, 84.79302864512111, 106.01290066822888]","[103.8559031575311, 96.52511488757169, 109.90917779755391, 85.40627664601189, 104.91202048893778]","[-0.017380477056482754, -0.00426227821338226, 0.009412095198799769, 0.007232292685963202, -0.010384398241647394]","[0.3865629732608795, 0.07298386842012405, 0.3865629732608795, 0.0, 0.15389026701450348]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2112024569599343, 0.19697000959954664, 0.20061957567945848, 0.19968362774950169, 0.1915243300115588]","[0.38656291365623474, 0.07298386096954346, 0.38656291365623474, 0.0, 0.15389025211334229]",-0.0056782210789107735
63,1.0771149983671333,"[103.8559031575311, 96.52511488757169, 109.90917779755391, 85.40627664601189, 104.91202048893778]","[102.22182065246426, 96.10980586108458, 110.60989024310884, 85.58782282235835, 105.62742340683042]","[-0.015734132152201572, -0.004302600695900154, 0.006375377012150865, 0.0021256772157264596, 0.006819074826302352]","[0.0, 0.009091039188206196, 0.0, 0.9909089803695679, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20623936532886214, 0.18888666704107213, 0.21162755375111691, 0.19302730091522194, 0.20021911296372683]","[0.0, 0.009091039188206196, 0.0, 0.9909089803695679, 0.0]",0.0008530610053867503
64,1.074441888237449,"[102.22182065246426, 96.10980586108458, 110.60989024310884, 85.58782282235835, 105.62742340683042]","[103.11273313083397, 94.30086013779322, 110.82909979253712, 85.34740614832572, 104.94562145871157]","[0.008715482395863946, -0.018821656199222554, 0.0019818259375041954, -0.002809005605057004, -0.006454781591072654]","[0.5933777093887329, 0.4066222608089447, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2042814673403215, 0.19123325824157972, 0.2137959701599253, 0.20218947545696564, 0.18849982880120783]","[0.5933777093887329, 0.4066222608089447, 0.0, 0.0, 0.0]",-0.0033873074536165605
65,1.0620048170274026,"[103.11273313083397, 94.30086013779322, 110.82909979253712, 85.34740614832572, 104.94562145871157]","[103.42572231675136, 92.0950025053873, 110.2431926872575, 85.00979846462651, 104.77320059255966]","[0.003035407717495507, -0.023391702145481016, -0.005286581830732057, -0.003955687687947703, -0.001642954358222034]","[0.0, 0.3669150173664093, 0.3669150173664093, 0.266169935464859, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19979879908104325, 0.20044156118208664, 0.206588228159874, 0.18487240541631186, 0.20829900616068425]","[0.0, 0.3669150173664093, 0.3669150173664093, 0.266169935464859, 0.0]",-0.012356940221444268
66,1.0819391730115082,"[103.42572231675136, 92.0950025053873, 110.2431926872575, 85.00979846462651, 104.77320059255966]","[103.07747023054424, 91.72760097427441, 112.33941402167744, 83.3800557713441, 107.16814238147036]","[-0.0033671709358777256, -0.003989375331103311, 0.019014519475742918, -0.019171233466228753, 0.022858343310749003]","[0.0, 0.15226060152053833, 0.0, 0.0, 0.8477394580841064]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18994025507149706, 0.19746329926511988, 0.19802178587171307, 0.21665121806470664, 0.19792344172696333]","[0.0, 0.15226060152053833, 0.0, 0.0, 0.8477394580841064]",0.017608599330451936
67,1.0772715441269118,"[103.07747023054424, 91.72760097427441, 112.33941402167744, 83.3800557713441, 107.16814238147036]","[102.55621714215539, 92.27666533119104, 112.16227810375698, 84.30813705717573, 106.71504112586402]","[-0.005056906103952742, 0.005985813987118441, -0.0015767922546425757, 0.011130734769196269, -0.004227947275539265]","[0.1039678081870079, 0.0, 0.0, 0.0, 0.8960321545600891]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20255159646809262, 0.18363749206702037, 0.21112664370709816, 0.20219254723642605, 0.20049172052136272]","[0.1039678156375885, 0.0, 0.0, 0.0, 0.8960322141647339]",-0.0053874259494494136
68,1.0823243820515303,"[102.55621714215539, 92.27666533119104, 112.16227810375698, 84.30813705717573, 106.71504112586402]","[103.54347218492038, 92.69459874603051, 112.27982691246345, 85.23916036267732, 106.51610787795983]","[0.009626476778063392, 0.004529134351999594, 0.0010480244400682885, 0.011043101389729436, -0.0018641537856839087]","[0.527967631816864, 0.0, 0.16752958297729492, 0.0, 0.30450278520584106]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.184004744498, 0.2161551056928889, 0.20510675213052154, 0.19507464989631867, 0.19965874778227083]","[0.527967631816864, 0.0, 0.16752958297729492, 0.0, 0.30450278520584106]",0.0038990726125740405
69,1.0944419810957504,"[103.54347218492038, 92.69459874603051, 112.27982691246345, 85.23916036267732, 106.51610787795983]","[105.42227649925113, 93.6746785198287, 111.84692128414152, 87.28336612398373, 106.96845293131352]","[0.01814507737364028, 0.010573213402470935, -0.0038555957933515393, 0.02398200255151121, 0.004246729085069157]","[0.5, 0.0, 0.0, 0.0, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19917146887428536, 0.19313167093652706, 0.19966198436328358, 0.2058871993637806, 0.20214767646212342]","[0.5, 0.0, 0.0, 0.0, 0.5]",0.01026240145040553
70,1.0821593167425867,"[105.42227649925113, 93.6746785198287, 111.84692128414152, 87.28336612398373, 106.96845293131352]","[106.48541963218624, 94.0741722688283, 112.12007585084629, 86.4019387232473, 104.51798445563207]","[0.010084615588268599, 0.0042646930345754, 0.002442218020564374, -0.01009845792936518, -0.022908328657000765]","[0.0, 0.28753861784935, 0.0, 0.30228808522224426, 0.41017329692840576]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20848869055427494, 0.19527992842273745, 0.1946686847074988, 0.1918881326652362, 0.20967456365025267]","[0.0, 0.28753861784935, 0.0, 0.30228808522224426, 0.41017329692840576]",-0.011972863114625844
71,1.0979273818337525,"[106.48541963218624, 94.0741722688283, 112.12007585084629, 86.4019387232473, 104.51798445563207]","[106.69580795417407, 94.49445616088906, 110.3616222827006, 87.52126250058149, 107.72989516498848]","[0.001975747691228928, 0.004467580016114731, -0.015683663739979748, 0.012954845618909968, 0.030730698894407594]","[0.0, 0.6153028011322021, 0.0, 0.0, 0.3846971392631531]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2035391554945594, 0.1955045032889943, 0.20412500124021665, 0.19639002664175684, 0.20044131333447268]","[0.0, 0.6153028607368469, 0.0, 0.0, 0.38469716906547546]",0.013574447249919875
72,1.0946387832319795,"[106.69580795417407, 94.49445616088906, 110.3616222827006, 87.52126250058149, 107.72989516498848]","[106.37622426343206, 93.39999118562135, 109.87089626447874, 88.1071463058513, 109.09248680781297]","[-0.002995278791827217, -0.011582319426276647, -0.004446527769996107, 0.006694188229585051, 0.012648222118267978]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21276532627831987, 0.21693588063787328, 0.1824759283562175, 0.1896087581701088, 0.19821410655748062]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.004196252353441832
73,1.1095828993065262,"[106.37622426343206, 93.39999118562135, 109.87089626447874, 88.1071463058513, 109.09248680781297]","[108.38105993278145, 91.45691752557067, 108.97192675191737, 85.51214726095371, 111.25153822471788]","[0.01884665190206956, -0.020803788473481168, -0.00818205314715373, -0.029452764658719335, 0.019791018429238656]","[0.8689912557601929, 0.13100871443748474, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20636529231545453, 0.20638338265880599, 0.2012899004847378, 0.19268489466197777, 0.19327652987902388]","[0.8689912557601929, 0.13100871443748474, 0.0, 0.0, 0.0]",0.012509206512466743
74,1.1138114718258036,"[108.38105993278145, 91.45691752557067, 108.97192675191737, 85.51214726095371, 111.25153822471788]","[109.62971494493365, 91.62862601324998, 109.41038402044731, 83.12446147903022, 110.81188200647658]","[0.011520970665230822, 0.0018774794988175988, 0.004023580032021687, -0.02792218250159357, -0.0039519113646162025]","[0.20049555599689484, 0.7995043992996216, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19806673445572373, 0.19410268998114583, 0.20736875783674674, 0.2011894853150389, 0.19927233241134487]","[0.20049557089805603, 0.7995044589042664, 0.0, 0.0, 0.0]",0.0027613933345488673
75,1.1156735733266407,"[109.62971494493365, 91.62862601324998, 109.41038402044731, 83.12446147903022, 110.81188200647658]","[109.97424910389597, 91.78181334013146, 108.35156226261871, 82.55555305167897, 113.28413549753697]","[0.0031427077880789504, 0.0016718282653210089, -0.009677525285266497, -0.006844055494961188, 0.02231036461338948]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21679664037789137, 0.1799608877029738, 0.19717299596426383, 0.1978114910953358, 0.20825798485953512]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.00040705998877992164
76,1.1418159495278184,"[109.97424910389597, 91.78181334013146, 108.35156226261871, 82.55555305167897, 113.28413549753697]","[110.42103521402748, 93.93243763573939, 107.86108811074311, 82.27442818011325, 116.06784803094544]","[0.004062642971168823, 0.023431922047976894, -0.004526692016556333, -0.0034052811855035535, 0.02457283644512607]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18394593267791684, 0.2050422454568275, 0.2003839871008334, 0.20944429875666706, 0.20118353600775515]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.021906261238099845
77,1.1243071749112492,"[110.42103521402748, 93.93243763573939, 107.86108811074311, 82.27442818011325, 116.06784803094544]","[111.3933425346919, 92.53867796856396, 109.68750461760952, 82.37169086022487, 114.12581470921933]","[0.008805453768657429, -0.014837895217627498, 0.016933043592061582, 0.0011821738815212563, -0.01673188014314127]","[0.0, 0.7379848957061768, 0.0, 0.0, 0.26201510429382324]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18459581667158959, 0.1988477409865054, 0.20537356858823416, 0.19505974105993729, 0.21612313269373348]","[0.0, 0.7379848957061768, 0.0, 0.0, 0.26201510429382324]",-0.016450550357205135
78,1.12341156098856,"[111.3933425346919, 92.53867796856396, 109.68750461760952, 82.37169086022487, 114.12581470921933]","[113.00543130880077, 92.65534455827911, 108.83013333134875, 84.19030775796601, 114.18961389979196]","[0.014472038789991483, 0.0012607332660920898, -0.007816490030015028, 0.022078178543489136, 0.0005590250613780216]","[0.0, 0.240870401263237, 0.18203508853912354, 0.0, 0.5770944952964783]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.203551712006288, 0.20757010626088468, 0.18175782616618236, 0.19609037203750887, 0.2110299835291361]","[0.0, 0.240870401263237, 0.18203508853912354, 0.0, 0.5770944952964783]",-0.00158747020818115
79,1.1323689173184617,"[113.00543130880077, 92.65534455827911, 108.83013333134875, 84.19030775796601, 114.18961389979196]","[115.09927027642323, 92.18532407488047, 105.97038218998523, 82.91312605995752, 115.46421599908722]","[0.01852865781203734, -0.005072783287778986, -0.0262771996488932, -0.015170174952682067, 0.011162154383092919]","[0.4333100914955139, 0.39302781224250793, 0.0, 0.0, 0.17366208136081696]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19842276827857108, 0.18417238443122155, 0.20307062191422826, 0.19449781456891788, 0.21983641080706126]","[0.4333100914955139, 0.39302781224250793, 0.0, 0.0, 0.17366208136081696]",0.0071815443613951315
80,1.1326297227334197,"[115.09927027642323, 92.18532407488047, 105.97038218998523, 82.91312605995752, 115.46421599908722]","[113.46380897129802, 92.82549697783335, 105.24898101094861, 82.60992833092966, 115.87122175425526]","[-0.014209137044895844, 0.006944412349550162, -0.006807573626971357, -0.003656812177225162, 0.0035249514461801828]","[0.0, 0.0, 0.004058826249092817, 0.45291033387184143, 0.5430307984352112]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19697297141605472, 0.19225483372349633, 0.1977934090570153, 0.20029696952102466, 0.21268181628240884]","[0.0, 0.0, 0.004058826249092817, 0.45291033387184143, 0.5430307984352112]",-0.0006298949938872704
81,1.1298630445080458,"[113.46380897129802, 92.82549697783335, 105.24898101094861, 82.60992833092966, 115.87122175425526]","[114.22721650943038, 92.24151195168189, 107.76284124114606, 82.94896886515814, 116.04653762987623]","[0.0067282029843143045, -0.006291213569165399, 0.02388488901318622, 0.004104113646852479, 0.001513023449366787]","[0.0, 0.6297845840454102, 0.0, 0.37021541595458984, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2008522573169494, 0.188111971335697, 0.19543144210129462, 0.21179037547071097, 0.2038139537753479]","[0.0, 0.6297845840454102, 0.0, 0.37021541595458984, 0.0]",-0.0034064991111166973
82,1.132120858863434,"[114.22721650943038, 92.24151195168189, 107.76284124114606, 82.94896886515814, 116.04653762987623]","[114.55836454380203, 92.29165092850327, 108.38122718127397, 81.51965005170447, 112.8877340704898]","[0.0028990291849080654, 0.0005435619577403587, 0.005738396770219858, -0.01723130296866213, -0.02722014481346484]","[0.2592118978500366, 0.5782842040061951, 0.1625038981437683, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21189670009012557, 0.19790201360933307, 0.21106199691742614, 0.1999925820372414, 0.1791467073458738]","[0.2592118978500366, 0.5782842040061951, 0.1625038981437683, 0.0, 0.0]",0.0011911378938841894
83,1.1375994728321168,"[114.55836454380203, 92.29165092850327, 108.38122718127397, 81.51965005170447, 112.8877340704898]","[113.20056003924785, 91.85480482706667, 107.40966845486446, 80.11797097930338, 117.01747501604102]","[-0.01185251299598483, -0.0047333219965370165, -0.00896427131964951, -0.01719437057828473, 0.03658272512558814]","[0.002734128851443529, 0.3324219584465027, 0.0, 0.3324219584465027, 0.3324219584465027]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21600256147226185, 0.19925675270172147, 0.18621478111886558, 0.21043132359845296, 0.18809458110869812]","[0.002734128851443529, 0.3324219584465027, 0.0, 0.3324219584465027, 0.3324219584465027]",0.004086458422559539
84,1.1332167470853602,"[113.20056003924785, 91.85480482706667, 107.40966845486446, 80.11797097930338, 117.01747501604102]","[112.76444256479427, 92.14790147156963, 106.70366437595123, 80.14901571304983, 117.77535285054843]","[-0.0038526088060198203, 0.003190868948606011, -0.00657300305521286, 0.0003874877679375444, 0.006476620986767316]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20256230023628272, 0.20471608659972843, 0.20401558148276508, 0.19308668667430712, 0.19561934500691672]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.005040911766351797
85,1.1326828571617675,"[112.76444256479427, 92.14790147156963, 106.70366437595123, 80.14901571304983, 117.77535285054843]","[113.05258829519336, 91.42294975922621, 104.99363579982824, 81.15908047096546, 117.90581924832684]","[0.0025552889177235644, -0.007867262311633661, -0.01602595924070625, 0.012602335149465477, 0.0011077563736443387]","[0.5370931029319763, 0.0, 0.137526735663414, 0.0, 0.32538020610809326]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20743699177349417, 0.17665188121144693, 0.21826332500453222, 0.19526927163194488, 0.20237853037858178]","[0.5370931029319763, 0.0, 0.137526735663414, 0.0, 0.32538020610809326]",-0.0012458392965628213
86,1.1203596631153845,"[113.05258829519336, 91.42294975922621, 104.99363579982824, 81.15908047096546, 117.90581924832684]","[110.9976607339196, 90.43309838944285, 104.28125497902862, 81.18426915634257, 116.62304509790339]","[-0.018176740508656947, -0.010827165086996908, -0.006784990493688464, 0.0003103618871841929, -0.010879650882385544]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19889599375441494, 0.19421561184282862, 0.20427968143543324, 0.20712182208841395, 0.19548689087890928]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.012238753675334587
87,1.1178263132359973,"[110.9976607339196, 90.43309838944285, 104.28125497902862, 81.18426915634257, 116.62304509790339]","[110.61382362432374, 90.22861166393861, 103.08077023288628, 80.76553376853255, 115.72099536329469]","[-0.0034580648552223325, -0.002261193403145754, -0.011511989823902283, -0.0051578389774455825, -0.007734746883443471]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20390090350451476, 0.19976137629035715, 0.19095595607563354, 0.191750619717561, 0.21363114441193354]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.0034879603762209685
