step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
45,1.1349477516922208,"[105.78127622901518, 108.77421889727789, 106.50888697257447, 121.15788977162464, 101.84122340811443]","[105.88373266881176, 108.22243725175663, 109.44711593957109, 121.4222921314981, 101.25783339068605]","[0.0009685687623466209, -0.005072724503242267, 0.027586702391821993, 0.002182295848597564, -0.005728427034802319]","[0.4966200888156891, 0.5033799409866333, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2176013162108506, 0.19685277675841406, 0.19490210098903402, 0.1948756397540101, 0.19576816628769114]","[0.4966200888156891, 0.5033799409866333, 0.0, 0.0, 0.0]",-0.0030514796970946573
46,1.146897391580393,"[105.88373266881176, 108.22243725175663, 109.44711593957109, 121.4222921314981, 101.25783339068605]","[108.10488974876056, 109.27280919637394, 107.9583260900339, 122.80602729597928, 101.81908522103807]","[0.020977321293500654, 0.009705676302353479, -0.013602823946125617, 0.011396055371633249, 0.005542799125342986]","[0.0, 0.0, 0.0346917025744915, 0.9653082489967346, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1994223345288596, 0.19276304846751655, 0.18070292208349475, 0.20550603480868374, 0.22160566011144553]","[0.0, 0.0, 0.0346917062997818, 0.9653083086013794, 0.0]",0.009465808132430906
47,1.1509314562450692,"[108.10488974876056, 109.27280919637394, 107.9583260900339, 122.80602729597928, 101.81908522103807]","[110.04103776581924, 109.65716230557541, 109.46457613546086, 124.66685590134287, 101.7417317834315]","[0.017909902332432497, 0.0035173719064067427, 0.01395214338698422, 0.015152583682873666, -0.0007597145214832306]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20901780618351112, 0.2112054129182288, 0.197438091894621, 0.1992447441262474, 0.18309394487739167]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.0020041014977328297
48,1.1413550471810883,"[110.04103776581924, 109.65716230557541, 109.46457613546086, 124.66685590134287, 101.7417317834315]","[107.31765754397661, 111.0725964813543, 109.29172623522068, 121.59702001664012, 101.78669201248451]","[-0.024748768978699723, 0.012907813279305676, -0.001579048732863873, -0.024624314638464286, 0.00044190548229222783]","[0.12574993073940277, 0.2582094967365265, 0.12664619088172913, 0.3414005637168884, 0.147993803024292]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1985519969133105, 0.1968132227184465, 0.2022584265082422, 0.19654820171631515, 0.2058281521436857]","[0.12574994564056396, 0.2582095265388489, 0.12664620578289032, 0.3414005935192108, 0.14799381792545319]",-0.008924531779051116
49,1.1414947713515993,"[107.31765754397661, 111.0725964813543, 109.29172623522068, 121.59702001664012, 101.78669201248451]","[107.76977679357175, 110.78414764747339, 110.43938706362384, 120.75858738966463, 101.31749721302225]","[0.004212906430704315, -0.0025969396864628813, 0.010500893964591005, -0.0068951741322341034, -0.004609588839027302]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20858655805871446, 0.1974517481599431, 0.191837962070674, 0.19700378406716024, 0.20511994764350805]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.0004144373934294763
50,1.151089383463485,"[107.76977679357175, 110.78414764747339, 110.43938706362384, 120.75858738966463, 101.31749721302225]","[108.33143826719166, 111.78909595370877, 109.93237975492788, 121.77360019065293, 101.18276061567948]","[0.0052116789171396775, 0.009071228398427784, -0.004590819653896444, 0.008405305352844611, -0.0013298452986800398]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1974493768930091, 0.1888807783242112, 0.2096911783930125, 0.19572118253024323, 0.20825748385952403]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.007254816056195276
51,1.147837788273796,"[108.33143826719166, 111.78909595370877, 109.93237975492788, 121.77360019065293, 101.18276061567948]","[107.77644699494334, 111.2802789142975, 111.02123818776445, 122.53065980155026, 100.14349420756565]","[-0.005123085976939306, -0.004551580233030668, 0.009904801799651428, 0.006216943653731602, -0.01027118060221007]","[0.15095846354961395, 0.0, 0.3305531144142151, 0.0, 0.5184884071350098]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19457023143860078, 0.21253595270355863, 0.20413906988654185, 0.19881525452244866, 0.18993949144885003]","[0.15095846354961395, 0.0, 0.3305531144142151, 0.0, 0.5184884071350098]",-0.003641600915788226
52,1.165418147962011,"[107.77644699494334, 111.2802789142975, 111.02123818776445, 122.53065980155026, 100.14349420756565]","[108.26572390704999, 110.5132376346048, 108.83880785735144, 124.4716603887313, 103.88612842929254]","[0.00453973874393542, -0.006892877041433621, -0.019657773287683762, 0.015840938017673837, 0.03737271453669867]","[0.4305638372898102, 0.0, 0.13887231051921844, 0.0, 0.4305638372898102]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21206643935657365, 0.19202879193950936, 0.18856415628634762, 0.1976581294973835, 0.20968248292018576]","[0.4305638372898102, 0.0, 0.13887231051921844, 0.0, 0.4305638372898102]",0.014421421358032377
53,1.1555031133117417,"[108.26572390704999, 110.5132376346048, 108.83880785735144, 124.4716603887313, 103.88612842929254]","[107.88642612298831, 111.43218446933706, 106.06120116197958, 128.31475011429993, 103.01523507349881]","[-0.0035033967388175217, 0.008315264799051593, -0.025520370445551943, 0.030875218612545764, -0.008383153448503735]","[0.0, 0.0, 0.5303080081939697, 0.22831948101520538, 0.2413725107908249]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18625641481941027, 0.20500089039041083, 0.21183558207954453, 0.18760194613817935, 0.209305166572455]","[0.0, 0.0, 0.5303080081939697, 0.22831948101520538, 0.2413725107908249]",-0.00926053538917453
54,1.1700251519537417,"[107.88642612298831, 111.43218446933706, 106.06120116197958, 128.31475011429993, 103.01523507349881]","[109.24231243004893, 112.79319157726313, 106.9543531236812, 126.94925193953529, 102.90749011971994]","[0.012567719181975056, 0.012213770325040884, 0.008421099817053487, -0.010641786494134801, -0.0010459128079647953]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19601961700924894, 0.21146338378954613, 0.20615768354082442, 0.19179925849488808, 0.19456005716549238]","[1.0, 0.0, 0.0, 0.0, 0.0]",0.011294422076644722
55,1.1590428240813315,"[109.24231243004893, 112.79319157726313, 106.9543531236812, 126.94925193953529, 102.90749011971994]","[107.87135304993836, 113.40519155783781, 106.8103797006865, 124.46305207511753, 103.05632287738733]","[-0.012549710360520135, 0.005425859238635527, -0.0013461202727131187, -0.019584202556797336, 0.0014462772096981884]","[0.0, 0.08715183287858963, 0.2792898118495941, 0.4945022761821747, 0.13905605673789978]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2015010844379013, 0.2130711648083472, 0.19300654579711624, 0.19278621090345283, 0.19963499405318247]","[0.0, 0.08715183287858963, 0.2792898118495941, 0.4945022761821747, 0.13905605673789978]",-0.010048511516538218
56,1.1489887181815497,"[107.87135304993836, 113.40519155783781, 106.8103797006865, 124.46305207511753, 103.05632287738733]","[106.75840005987148, 112.0412932860897, 106.87015018417657, 123.48332944632816, 102.37250728196143]","[-0.010317410124184245, -0.012026771023551515, 0.0005595943358460458, -0.007871594119338165, -0.0066353579900136446]","[0.41460204124450684, 0.0, 0.0, 0.41460204124450684, 0.17079593241214752]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20049828265770842, 0.19527859587872312, 0.20371696509236578, 0.1980646370485599, 0.20244151932264287]","[0.41460204124450684, 0.0, 0.0, 0.41460204124450684, 0.17079593241214752]",-0.009504597021341845
57,1.1437076697119188,"[106.75840005987148, 112.0412932860897, 106.87015018417657, 123.48332944632816, 102.37250728196143]","[107.07414860299335, 111.44225867626025, 107.15613114347418, 122.67908423723988, 103.01599000254637]","[0.002957599054920217, -0.005346552081470997, 0.002675966664262821, -0.006512986106661815, 0.006285698550027861]","[0.20238752663135529, 0.0, 0.0, 0.7976124882698059, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21043478544261202, 0.20657443371917258, 0.19638657804163148, 0.19020822575621277, 0.19639597704037123]","[0.20238752663135529, 0.0, 0.0, 0.7976124882698059, 0.0]",-0.00562245067631524
58,1.1333010709959372,"[107.07414860299335, 111.44225867626025, 107.15613114347418, 122.67908423723988, 103.01599000254637]","[105.6167106891772, 110.33211052244403, 106.59791495854245, 123.32267700744718, 101.62654874171729]","[-0.013611482629854938, -0.009961644415707746, -0.005209372333388249, 0.005246149123209219, -0.01348762712268982]","[0.0, 0.8184779286384583, 0.18152210116386414, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2070862442405799, 0.19928943906511543, 0.19856932798315394, 0.19213527130512525, 0.20291971740602563]","[0.0, 0.8184779286384583, 0.18152210116386414, 0.0, 0.0]",-0.010291433130593372
59,1.1406698771529267,"[105.6167106891772, 110.33211052244403, 106.59791495854245, 123.32267700744718, 101.62654874171729]","[105.67457113508249, 111.46593426826401, 105.98272358024632, 125.63809537829012, 102.76990207490438]","[0.000547834197143012, 0.010276462042202448, -0.005771138943340391, 0.0187752847005025, 0.011250537850034766]","[0.0, 0.0, 0.5, 0.5, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2065117915843197, 0.20628734128013096, 0.19675959067016394, 0.19677798275353126, 0.1936632937118542]","[0.0, 0.0, 0.5, 0.5, 0.0]",0.005769373200079299
60,1.1219653925644155,"[105.67457113508249, 111.46593426826401, 105.98272358024632, 125.63809537829012, 102.76990207490438]","[104.1184668310838, 110.27762952613523, 105.66091367677082, 126.48167109292612, 101.0847010469604]","[-0.014725437607970468, -0.010660698714182008, -0.003036437379643619, 0.006714330650238197, -0.016397807080867972]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20242182169539163, 0.193499406775083, 0.19366359902357616, 0.20259768382569104, 0.20781748868025818]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.01778892108090427
61,1.1143135389763772,"[104.1184668310838, 110.27762952613523, 105.66091367677082, 126.48167109292612, 101.0847010469604]","[103.56593151211956, 109.43132827253724, 105.11773326800237, 126.74196388106648, 102.5879212897776]","[-0.005306794613684, -0.007674278611487715, -0.005140788489015935, 0.002057948680557236, 0.014870897645716431]","[0.0, 0.6628231406211853, 0.33717694878578186, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1946474265612236, 0.21459258068351048, 0.19488917917348425, 0.19767825830487118, 0.19819255527691043]","[0.0, 0.6628230810165405, 0.3371769189834595, 0.0, 0.0]",-0.007817503289066588
62,1.1287764459047565,"[103.56593151211956, 109.43132827253724, 105.11773326800237, 126.74196388106648, 102.5879212897776]","[104.59304413160835, 107.55957417237832, 108.1531883472755, 126.5586616782628, 102.29683229443229]","[0.00991747580012443, -0.017104371569879383, 0.028876717418688108, -0.0014462629202723815, -0.002837458754262825]","[0.0, 0.0, 0.49872541427612305, 0.0, 0.5012745261192322]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19664750508689888, 0.20273117204604738, 0.1903671436500765, 0.207877557592292, 0.20237662162468545]","[0.0, 0.0, 0.49872544407844543, 0.0, 0.501274585723877]",0.012005278387513595
63,1.1256387305632631,"[104.59304413160835, 107.55957417237832, 108.1531883472755, 126.5586616782628, 102.29683229443229]","[105.96114207773942, 105.34401461760136, 109.60814643072383, 127.50847097426238, 101.95147114700328]","[0.01308020009829343, -0.020598441113445044, 0.013452752578837721, 0.007504893646980792, -0.0033760688350055]","[0.5290798544883728, 0.4709200859069824, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19677360652888826, 0.2157117950286872, 0.20045026864143214, 0.19233386348223677, 0.19473046631875557]","[0.5290799140930176, 0.4709201157093048, 0.0, 0.0, 0.0]",-0.003708802594055362
64,1.1256326820225206,"[105.96114207773942, 105.34401461760136, 109.60814643072383, 127.50847097426238, 101.95147114700328]","[105.96057270297683, 104.21874060452235, 112.04851009117559, 128.89512402741045, 104.49675680223478]","[-5.373429838775203e-06, -0.010681897943264747, 0.022264436904734508, 0.010874987697311206, 0.02496565892179698]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20613330060215473, 0.18487220745316363, 0.19609581008380744, 0.20547783967838001, 0.2074208421824942]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.0011844442357299121
65,1.1325634895523522,"[105.96057270297683, 104.21874060452235, 112.04851009117559, 128.89512402741045, 104.49675680223478]","[103.8764771100209, 105.30739624037331, 111.37334686290575, 129.73060617511553, 104.24964376615605]","[-0.019668595023527868, 0.010445872110296017, -0.006025633252244474, 0.006481875509328095, -0.002364791440813837]","[0.0, 0.5226897597312927, 0.19160977005958557, 0.2857004702091217, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20722107353994448, 0.20254757278277466, 0.19124804399026654, 0.18090010746761997, 0.21808320221939437]","[0.0, 0.5226897597312927, 0.19160977005958557, 0.2857004702091217, 0.0]",0.00535379018726041
66,1.1374536512202558,"[103.8764771100209, 105.30739624037331, 111.37334686290575, 129.73060617511553, 104.24964376615605]","[106.16128527271829, 105.59193087289805, 111.8542326381221, 130.1185774739749, 102.19508958510337]","[0.021995433675301008, 0.0027019434786447858, 0.004317781486878485, 0.002990591891135425, -0.01970802111958561]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18832464284817466, 0.19730818655526758, 0.19463655976965963, 0.22187432577211427, 0.19785628505478392]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.003129053829749496
67,1.1428095964897451,"[106.16128527271829, 105.59193087289805, 111.8542326381221, 130.1185774739749, 102.19508958510337]","[104.76220029694333, 103.6166529654624, 111.4609852937724, 130.10667040225928, 103.08763911129876]","[-0.01317886244670868, -0.018706712635204233, -0.003515712683148628, -9.150939048659486e-05, 0.008733780946021943]","[0.0, 0.06976906210184097, 0.0, 0.23914997279644012, 0.6910809278488159]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2067971713670318, 0.19025839942565473, 0.19640707194131257, 0.19969998420282598, 0.20683737306317487]","[0.0, 0.06976906210184097, 0.0, 0.23914997279644012, 0.6910809278488159]",0.0037723855661244434
68,1.1530046283837823,"[104.76220029694333, 103.6166529654624, 111.4609852937724, 130.10667040225928, 103.08763911129876]","[103.77701200905717, 103.37900622678053, 114.16895997968086, 132.33336525435902, 102.59319987194178]","[-0.009404043491771766, -0.002293518772132825, 0.024295269584879303, 0.0171143788801552, -0.004796299960106335]","[0.0, 0.5782228708267212, 0.4217771291732788, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19443058431444282, 0.2115308560789693, 0.20171955628366972, 0.18865368623992257, 0.2036653170829957]","[0.0, 0.5782228708267212, 0.4217771291732788, 0.0, 0.0]",0.007994962972461927
69,1.1335293390047836,"[103.77701200905717, 103.37900622678053, 114.16895997968086, 132.33336525435902, 102.59319987194178]","[105.3818324949341, 101.56106712760321, 113.77056128159455, 130.7693050686645, 99.96804257521337]","[0.015464123073199167, -0.017585186446746694, -0.0034895535367687985, -0.01181909175126195, -0.025588024352541497]","[0.0, 0.0, 0.0, 0.6316482424736023, 0.3683517873287201]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18739369513565185, 0.20072624371080688, 0.21065536194198806, 0.19589915710699865, 0.20532554210455464]","[0.0, 0.0, 0.0, 0.6316482424736023, 0.3683517873287201]",-0.01789404436612108
70,1.118165089803792,"[105.3818324949341, 101.56106712760321, 113.77056128159455, 130.7693050686645, 99.96804257521337]","[104.4789081360526, 99.69416377892428, 112.00245598458964, 128.06035661223868, 100.13690258153817]","[-0.008568121634484878, -0.0183820769265187, -0.015540973667420473, -0.020715476426240838, 0.0016891398688510472]","[0.4919251799583435, 0.5080748796463013, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21548073113658184, 0.19036091505153213, 0.19512545739950785, 0.19132851618575908, 0.20770438022661916]","[0.4919251799583435, 0.5080748796463013, 0.0, 0.0, 0.0]",-0.014576895483945796
71,1.125610522690089,"[104.4789081360526, 99.69416377892428, 112.00245598458964, 128.06035661223868, 100.13690258153817]","[105.13434357797152, 100.8254572932861, 113.52381025770538, 127.81991473601232, 99.68869156096795]","[0.00627337568521884, 0.011347640338009323, 0.013583222436881702, -0.0018775668176093233, -0.0044759824701512945]","[0.0, 0.1926657259464264, 0.3873113691806793, 0.4200228750705719, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2135253558646173, 0.19181336984776198, 0.20314180454270872, 0.19940653155193458, 0.19211293819297748]","[0.0, 0.1926657259464264, 0.3873113691806793, 0.4200228750705719, 0.0]",0.005955387287332629
72,1.1092237143404837,"[105.13434357797152, 100.8254572932861, 113.52381025770538, 127.81991473601232, 99.68869156096795]","[104.51257936390454, 99.87276954504149, 114.44122526567372, 125.95909307184012, 101.34611307424048]","[-0.005913997204974813, -0.00944888100505598, 0.008081256309894471, -0.014558151349227381, 0.01662597319033797]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19235443580447362, 0.20662343952321935, 0.1998758172388105, 0.19887514378745746, 0.20227116364603903]","[0.0, 0.0, 0.0, 1.0, 0.0]",-0.015814769347725043
73,1.1269035900804123,"[104.51257936390454, 99.87276954504149, 114.44122526567372, 125.95909307184012, 101.34611307424048]","[104.12574282628033, 99.7255622788109, 116.6504336906972, 126.36222338960066, 103.25103919423613]","[-0.0037013394940456986, -0.00147394797301787, 0.019304305943027344, 0.0032004860302591973, 0.018796242521903216]","[0.0, 0.14095965027809143, 0.0, 0.0, 0.8590403199195862]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19267786656748798, 0.20000942125678084, 0.19674780753584165, 0.20982526890256156, 0.20073963573732792]","[0.0, 0.14095965027809143, 0.0, 0.0, 0.8590403199195862]",0.014718795742274712
74,1.1168753786247676,"[104.12574282628033, 99.7255622788109, 116.6504336906972, 126.36222338960066, 103.25103919423613]","[105.39043637620014, 99.68386737818608, 115.6123722045682, 123.89911046980271, 102.40291647138397]","[0.012145829797630176, -0.0004180964205370836, -0.00889890807334204, -0.019492478477556287, -0.008214180985206963]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19219089774783768, 0.20185105066692313, 0.20480378473665653, 0.19461940278348974, 0.20653486406509294]","[0.0, 0.0, 1.0, 0.0, 0.0]",-0.01013075852849313
75,1.1090431088675703,"[105.39043637620014, 99.68386737818608, 115.6123722045682, 123.89911046980271, 102.40291647138397]","[104.01254048783733, 101.2174616927919, 116.52785275624099, 126.0992692656793, 100.51283313008454]","[-0.013074202325572486, 0.015384578818431952, 0.007918534445888765, 0.017757664179621557, -0.018457319443900853]","[0.0, 0.0, 0.43390658497810364, 0.0, 0.566093385219574]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19864587248696086, 0.19812645555087172, 0.20309789064906303, 0.19084249192604746, 0.2092872893870569]","[0.0, 0.0, 0.43390658497810364, 0.0, 0.566093385219574]",-0.007992035480929261
76,1.102491421363839,"[104.01254048783733, 101.2174616927919, 116.52785275624099, 126.0992692656793, 100.51283313008454]","[103.29642667568828, 101.91856838923057, 117.21989856319725, 127.16291144765633, 101.5503238315584]","[-0.0068848795423162, 0.0069267365997244725, 0.005938887489876913, 0.008434959125227256, 0.010321972519977898]","[0.9237849116325378, 0.0, 0.07621515542268753, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20395290165853258, 0.189261026206738, 0.21781886451610386, 0.21464496065724176, 0.17432224696138374]","[0.9237847924232483, 0.0, 0.07621514797210693, 0.0, 0.0]",-0.007023724246827355
77,1.1060706336378459,"[103.29642667568828, 101.91856838923057, 117.21989856319725, 127.16291144765633, 101.5503238315584]","[104.06581134300217, 102.24944460636856, 117.43617004343376, 127.20495134478332, 103.7249892817762]","[0.007448318321111565, 0.0032464763032616015, 0.001845006546562699, 0.00033059873078088707, 0.021414657956432725]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19503644153099053, 0.18482940145307755, 0.20134746129636266, 0.20506858681089093, 0.21371810890867832]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.001872854282205376
78,1.1265994762424794,"[104.06581134300217, 102.24944460636856, 117.43617004343376, 127.20495134478332, 103.7249892817762]","[104.5796713086503, 104.14721016572669, 115.71323346525027, 127.78718155585881, 105.13223134093232]","[0.0049378365384040385, 0.018560155183864276, -0.014671259949522068, 0.004577103366812935, 0.013567049453562696]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18122590148258375, 0.21066234769080786, 0.20535038130280003, 0.20857869959548994, 0.1941826699283185]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.01703014664094549
79,1.1354656450467655,"[104.5796713086503, 104.14721016572669, 115.71323346525027, 127.78718155585881, 105.13223134093232]","[105.11909102790075, 104.93523623842026, 115.16565069931738, 129.04345808856453, 105.95690650836606]","[0.005157978720916369, 0.007566463580153553, -0.004732239775300473, 0.009831005875629068, 0.00784417068785887]","[0.21750253438949585, 0.15648379921913147, 0.0, 0.3288592994213104, 0.29715439677238464]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21596854452207895, 0.1946036912876733, 0.18686991917836898, 0.21029776859703478, 0.1922600764148441]","[0.21750253438949585, 0.15648379921913147, 0.0, 0.3288592994213104, 0.29715439677238464]",0.007184293142016926
80,1.1369684760770373,"[105.11909102790075, 104.93523623842026, 115.16565069931738, 129.04345808856453, 105.95690650836606]","[105.54230999475524, 104.69671844439154, 117.24746391364141, 129.93423592558722, 105.84976630365674]","[0.004026090434345184, -0.002273000019619666, 0.018076685206766852, 0.006902929061396723, -0.0010111677307308412]","[0.5709613561630249, 0.4290386438369751, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1997447556497688, 0.19855131227051848, 0.19811682198290556, 0.20603074669558655, 0.19755636340122065]","[0.5709613561630249, 0.4290386438369751, 0.0, 0.0, 0.0]",0.0004265647856949522
81,1.1449630401248,"[105.54230999475524, 104.69671844439154, 117.24746391364141, 129.93423592558722, 105.84976630365674]","[106.86090446654912, 107.24134563242164, 116.6367140225039, 131.62533269678465, 105.48966846110338]","[0.012493515367054198, 0.024304746374468795, -0.005209066966150873, 0.013015020707597962, -0.0034019710683189123]","[0.3448999524116516, 0.0, 0.0, 0.3015834093093872, 0.3535166382789612]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19817772254337365, 0.20264497425892183, 0.19978865937147838, 0.1974244092175881, 0.20196423460863802]","[0.3448999524116516, 0.0, 0.0, 0.3015834093093872, 0.3535166382789612]",0.006283353867228806
82,1.1524141691993375,"[106.86090446654912, 107.24134563242164, 116.6367140225039, 131.62533269678465, 105.48966846110338]","[108.49174889140686, 106.09886019276597, 117.84050763495901, 133.92851013279082, 104.46882732923775]","[0.015261375832433161, -0.010653404551371757, 0.010320880715336812, 0.017497979977090142, -0.009677166937367258]","[0.6489919424057007, 0.0, 0.0, 0.0, 0.3510080575942993]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18831925074280337, 0.18955698300119314, 0.21009453874882023, 0.19930155633141516, 0.212727671175768]","[0.6489919424057007, 0.0, 0.0, 0.0, 0.3510080575942993]",0.005602178676362344
83,1.1404390406040987,"[108.49174889140686, 106.09886019276597, 117.84050763495901, 133.92851013279082, 104.46882732923775]","[106.52840788452738, 105.85518040648007, 117.57269555757007, 135.44257659600197, 105.31024754280094]","[-0.01809668501928797, -0.002296723884150735, -0.0022726656797724862, 0.01130503476601021, 0.008054270686043145]","[0.5123187899589539, 0.4876812696456909, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19669997363015085, 0.19911672456250115, 0.20729260500049823, 0.2032336547680951, 0.19365704203875467]","[0.5123187899589539, 0.4876812696456909, 0.0, 0.0, 0.0]",-0.011353011725842502
84,1.131919973039205,"[106.52840788452738, 105.85518040648007, 117.57269555757007, 135.44257659600197, 105.31024754280094]","[105.41757618082325, 104.74934177675634, 118.31412071911451, 137.29986689579079, 105.40912970200382]","[-0.010427563180219816, -0.010446712437476885, 0.006306099881680426, 0.013712750794225802, 0.0009389604669070655]","[0.0, 0.738555371761322, 0.0, 0.0, 0.261444628238678]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19472512354316204, 0.19322542415559554, 0.20069150088889556, 0.20218771293885937, 0.2091702384734876]","[0.0, 0.738555371761322, 0.0, 0.0, 0.261444628238678]",-0.00851925039936353
85,1.138330494922109,"[105.41757618082325, 104.74934177675634, 118.31412071911451, 137.29986689579079, 105.40912970200382]","[102.6663995282829, 103.39496311234244, 117.87621764447354, 136.98490515132738, 108.47408871288073]","[-0.02609789327560753, -0.01292971050166956, -0.0037011902888631674, -0.0022939697727635527, 0.029076788884811747]","[0.0, 0.39765647053718567, 0.2046869844198227, 0.0, 0.39765647053718567]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21736952861227116, 0.1923254860908198, 0.19473981860577494, 0.2012668618079644, 0.19429830488316965]","[0.0, 0.39765653014183044, 0.20468701422214508, 0.0, 0.39765653014183044]",0.004917980475227225
86,1.129768150167684,"[102.6663995282829, 103.39496311234244, 117.87621764447354, 136.98490515132738, 108.47408871288073]","[103.23558510555632, 102.77104451874561, 116.48895966012522, 136.20768478838124, 110.28303481377749]","[0.005544029788603123, -0.00603432289945223, -0.011768769070385618, -0.005673766478777662, 0.016676296822228653]","[0.09642523527145386, 0.44948264956474304, 0.4540921151638031, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19602660328036847, 0.20255296102669057, 0.18733754036881073, 0.20197849630592854, 0.21210439901820174]","[0.09642523527145386, 0.44948264956474304, 0.4540921151638031, 0.0, 0.0]",-0.008318012230957454
87,1.1306863871837338,"[103.23558510555632, 102.77104451874561, 116.48895966012522, 136.20768478838124, 110.28303481377749]","[103.95725734844315, 103.5344307857245, 116.621682649747, 137.72385097725638, 108.28115301384982]","[0.006990537634372196, 0.007428028687979727, 0.0011393611034815924, 0.011131282285802895, -0.01815221900003047]","[0.098772332072258, 0.3004092276096344, 0.0, 0.3004092276096344, 0.3004092276096344]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19404218813056345, 0.1988614792176195, 0.18642557650513453, 0.19878972802846653, 0.221881028118216]","[0.098772332072258, 0.3004092276096344, 0.0, 0.3004092276096344, 0.3004092276096344]",0.0001515064414401964
88,1.1291608919840905,"[103.95725734844315, 103.5344307857245, 116.621682649747, 137.72385097725638, 108.28115301384982]","[103.73699429693058, 104.07031546426997, 117.90860411286852, 136.19765657926484, 106.77015667593346]","[-0.0021187847499121557, 0.005175907903087253, 0.011035010247507415, -0.011081554771827911, -0.013954379833054488]","[0.39081311225891113, 0.38318467140197754, 0.0, 0.22600221633911133, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19999052936529213, 0.20051059159854387, 0.2009632113657794, 0.20193313099822743, 0.19660253667215696]","[0.39081311225891113, 0.38318467140197754, 0.0, 0.22600221633911133, 0.0]",-0.0021420008132704543
