step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
17,0.9806705779235534,"[104.00450138670737, 104.9654854644635, 91.13951284691153, 105.19354422858436, 99.05381033759417]","[104.27709083739013, 104.34096704416474, 89.25744169293975, 106.633114917596, 99.99951869796341]","[0.0026209389694511606, -0.005949750220611224, -0.020650441232148382, 0.013684971825680436, 0.009547420307669991]","[0.0, 0.0, 0.025325655937194824, 0.9746743440628052, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21781199204502275, 0.18041191487621683, 0.20958992185012917, 0.19881305870292362, 0.19337311252570755]","[0.0, 0.0, 0.025325655937194824, 0.9746743440628052, 0.0]",0.011489730127440683
18,0.9771103173288737,"[104.27709083739013, 104.34096704416474, 89.25744169293975, 106.633114917596, 99.99951869796341]","[102.77292311407459, 105.24728793684126, 87.99142877044741, 108.33708447718816, 99.81022708634714]","[-0.014424718902650903, 0.008686146183530167, -0.014183836086716767, 0.01597974101111974, -0.001892925226850363]","[0.25, 0.0, 0.25, 0.25, 0.25]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1968611481828166, 0.1830428206821323, 0.1966083735372057, 0.20923216724928, 0.21425549034856525]","[0.25, 0.0, 0.25, 0.25, 0.25]",-0.004244854105336031
19,0.9875273421787983,"[102.77292311407459, 105.24728793684126, 87.99142877044741, 108.33708447718816, 99.81022708634714]","[104.88505057840763, 106.36933484841454, 88.17939633399952, 108.24509266602674, 98.98966358210778]","[0.020551400119160276, 0.01066105296933273, 0.0021362031072648872, -0.0008491257781705486, -0.008221236722860866]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19900198106120667, 0.20196738050031496, 0.20843312452889942, 0.18966274566855656, 0.20093476824102235]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.009600233026444398
20,0.998267554272612,"[104.88505057840763, 106.36933484841454, 88.17939633399952, 108.24509266602674, 98.98966358210778]","[105.45208400664174, 107.64559721104867, 89.48305936069852, 109.21153566104753, 99.55779065915215]","[0.00540623687653391, 0.011998405033301298, 0.014784213556657596, 0.008928284610579136, 0.005739256569683444]","[0.3182260990142822, 0.33169299364089966, 0.3500808775424957, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21819730966628603, 0.20078588060881442, 0.20280745286504057, 0.18375634463820767, 0.1944530122216514]","[0.3182260990142822, 0.33169299364089966, 0.3500808775424957, 0.0, 0.0]",0.0102343226155236
21,1.0165530630935649,"[105.45208400664174, 107.64559721104867, 89.48305936069852, 109.21153566104753, 99.55779065915215]","[106.09944574515552, 107.70268870649531, 91.12214225411996, 110.68513905881942, 97.95640776302956]","[0.006138918397032408, 0.0005303653556281435, 0.018317242449371822, 0.013493111225405759, -0.01608495814863058]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1957577153611731, 0.19334177262201496, 0.20710894201650626, 0.20523643765073218, 0.19855513234957356]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.01694860582215828
22,1.0200481412115503,"[106.09944574515552, 107.70268870649531, 91.12214225411996, 110.68513905881942, 97.95640776302956]","[105.89403071697232, 107.90957505786328, 91.28930391943906, 112.59763445961228, 96.90272072649982]","[-0.0019360612747835752, 0.001920902382778614, 0.0018344790978785564, 0.017278700799901788, -0.010756693314834042]","[0.0, 0.0, 0.8961626887321472, 0.10383733361959457, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21311814073949722, 0.2043984043247926, 0.21095896982106907, 0.1916925883513533, 0.17983189676328779]","[0.0, 0.0, 0.8961626887321472, 0.10383733361959457, 0.0]",0.002266977073630431
23,1.0152127706000778,"[105.89403071697232, 107.90957505786328, 91.28930391943906, 112.59763445961228, 96.90272072649982]","[104.75068261409713, 106.44794607269405, 91.71720178861999, 112.54670247420812, 96.34582177328022]","[-0.010797096825325984, -0.013544942461180785, 0.004687272777964606, -0.00045233619381614034, -0.005746989857915384]","[0.0, 0.0, 0.0, 0.19012655317783356, 0.8098734617233276]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19672915608594407, 0.198704044565076, 0.20591170609893564, 0.1991414140501094, 0.19951367919993476]","[0.0, 0.0, 0.0, 0.19012655317783356, 0.8098734617233276]",-0.005644470576754322
24,1.018258989587153,"[104.75068261409713, 106.44794607269405, 91.71720178861999, 112.54670247420812, 96.34582177328022]","[104.72096053485382, 106.03054836933491, 93.55048519775163, 111.92535699141496, 97.40316244819411]","[-0.0002837411509079157, -0.003921143796180895, 0.019988435902752403, -0.0055207790999967435, 0.010974432055829148]","[0.28818589448928833, 0.0, 0.07393764704465866, 0.3271184265613556, 0.3107580244541168]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20051390057836288, 0.20559282122974407, 0.18486202674271957, 0.19244041508142942, 0.21659083636774396]","[0.28818589448928833, 0.0, 0.07393764704465866, 0.3271184265613556, 0.3107580244541168]",0.0024401555935542685
25,1.0201141623850363,"[104.72096053485382, 106.03054836933491, 93.55048519775163, 111.92535699141496, 97.40316244819411]","[103.82239587097521, 105.97429657445805, 93.73128555917583, 111.88640389511514, 99.0235611062427]","[-0.00858056170693294, -0.0005305244171794349, 0.0019326501732408897, -0.00034802744746044125, 0.016635996381641392]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19254984452584045, 0.18227752889033308, 0.21445682265266305, 0.21005405722201564, 0.2006617467091478]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0013557094828409756
26,1.0136857128131191,"[103.82239587097521, 105.97429657445805, 93.73128555917583, 111.88640389511514, 99.0235611062427]","[101.93506056922779, 105.89169859951409, 94.22413324976014, 108.92637352295075, 100.71384998152843]","[-0.018178498828835585, -0.0007794151753197214, 0.005258091656847709, -0.026455675302060673, 0.01706956260108859]","[0.4932367503643036, 0.0, 0.506763219833374, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19593823095612103, 0.20105473327336829, 0.20132567705207272, 0.1917699673670251, 0.2099113913514128]","[0.4932367503643036, 0.0, 0.506763219833374, 0.0, 0.0]",-0.007183649508515881
27,1.0135979155727046,"[101.93506056922779, 105.89169859951409, 94.22413324976014, 108.92637352295075, 100.71384998152843]","[102.11332612341278, 107.18315798927381, 93.58255978149414, 108.4766155315405, 101.28001838073992]","[0.001748814914019917, 0.01219603998084935, -0.006809014274139117, -0.004129009135840621, 0.005621554526168254]","[0.28993940353393555, 0.1729532927274704, 0.18107663094997406, 0.35603073239326477, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1984101725869087, 0.19928861333944872, 0.19629860185897705, 0.22056099885633662, 0.18544161335832873]","[0.28993937373161316, 0.1729532778263092, 0.18107661604881287, 0.3560307025909424, 0.0]",-0.0007457426116740215
28,1.0202340030150225,"[102.11332612341278, 107.18315798927381, 93.58255978149414, 108.4766155315405, 101.28001838073992]","[102.46016597694563, 104.49812286433173, 94.19525051442156, 108.31807961084787, 102.74895903740057]","[0.0033966169421772645, -0.02505090515443458, 0.0065470610587911905, -0.0014614755439759529, 0.014503755826134336]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20272297929772914, 0.20447019375910622, 0.19730558140697765, 0.19440248113095412, 0.20109876440523286]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.005282564208249522
29,1.039858937689829,"[102.46016597694563, 104.49812286433173, 94.19525051442156, 108.31807961084787, 102.74895903740057]","[103.20339717447864, 101.31158721623245, 92.42261010375705, 107.59261517501511, 104.72540914889883]","[0.007253855100139498, -0.030493711855822607, -0.018818787582003525, -0.00669753782968756, 0.019235719077006313]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20837162773127837, 0.19152729793946574, 0.20837559787907964, 0.19477585387503576, 0.1969496225751404]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.01789105634454083
30,1.0314380344492742,"[103.20339717447864, 101.31158721623245, 92.42261010375705, 107.59261517501511, 104.72540914889883]","[101.40933844429286, 101.28889490163948, 91.52052370958101, 109.4645040938546, 104.71196487208482]","[-0.017383717777746156, -0.00022398538228939454, -0.009760451399969365, 0.017397931222273826, -0.0001283764553729093]","[0.0, 0.17431306838989258, 0.8256868720054626, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2064691194463226, 0.20996128811581982, 0.19482830664625353, 0.19855344097945377, 0.19018784481215023]","[0.0, 0.17431308329105377, 0.8256869316101074, 0.0, 0.0]",-0.009150910217406494
31,1.0532386949304635,"[101.40933844429286, 101.28889490163948, 91.52052370958101, 109.4645040938546, 104.71196487208482]","[100.38260587978651, 103.4297552679576, 92.31716775729832, 106.78422453393819, 104.81923542316288]","[-0.010124635267888676, 0.021136180510184142, 0.008704539871791726, -0.024485376169231524, 0.0010244345162379496]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18963115135480033, 0.19435523898423387, 0.21085839395086178, 0.20309176285554345, 0.20206345285456062]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.01973744431599321
32,1.0482674451636025,"[100.38260587978651, 103.4297552679576, 92.31716775729832, 106.78422453393819, 104.81923542316288]","[99.66329167126024, 102.31509553686895, 91.35625247416519, 108.24849989916409, 103.87997673339126]","[-0.0071657255977961715, -0.010776973494724788, -0.010408847091793128, 0.013712468968302761, -0.008960747385532477]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2171826046127616, 0.19829056407089998, 0.18195793324233692, 0.193800353892474, 0.20876854418152763]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.005173188774777045
33,1.0338165373487669,"[99.66329167126024, 102.31509553686895, 91.35625247416519, 108.24849989916409, 103.87997673339126]","[98.34223223983291, 103.5098981532043, 90.06039797511811, 107.41524003275444, 102.19592522250458]","[-0.013255225763411961, 0.01167767678919684, -0.01418462846222308, -0.007697657401126559, -0.016211512207100376]","[0.4294292628765106, 0.0, 0.5705707669258118, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21260390179468905, 0.1974130794543885, 0.2069401322469281, 0.19033488189777847, 0.19270800460621587]","[0.4294292628765106, 0.0, 0.5705707669258118, 0.0, 0.0]",-0.014732273720155497
34,1.0296904469800507,"[98.34223223983291, 103.5098981532043, 90.06039797511811, 107.41524003275444, 102.19592522250458]","[97.04133725021288, 103.39176502823443, 90.56194320253704, 106.41349311115238, 100.42229471935053]","[-0.013228243451373621, -0.0011412737050037949, 0.0055689874650287135, -0.009325929181898186, -0.017355197864224445]","[0.3851897418498993, 0.13446712493896484, 0.3851897418498993, 0.09515345096588135, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21173795992786978, 0.1899056694798061, 0.19365010980281816, 0.20100956762176964, 0.20369669316773628]","[0.3851896822452545, 0.13446711003780365, 0.3851896822452545, 0.09515343606472015, 0.0]",-0.004660890227031828
35,1.025913712746439,"[97.04133725021288, 103.39176502823443, 90.56194320253704, 106.41349311115238, 100.42229471935053]","[95.89802193685003, 103.29571919267056, 88.8800199721219, 102.36870261289857, 100.86877884602768]","[-0.011781734936472549, -0.0009289505362215483, -0.018572075321458197, -0.03801012803920352, 0.004446065765823562]","[0.5, 0.0, 0.0, 0.0, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19687100865661386, 0.20679728447563714, 0.20384308323492364, 0.19112054264802178, 0.20136808098480366]","[0.5, 0.0, 0.0, 0.0, 0.5]",-0.004453352589141426
36,1.0181450137025028,"[95.89802193685003, 103.29571919267056, 88.8800199721219, 102.36870261289857, 100.86877884602768]","[94.61274698713542, 101.77379349897437, 88.54394099998326, 102.55741437443197, 100.28732709997747]","[-0.013402517838803533, -0.014733676338101138, -0.0037812657135321446, 0.0018434517261296213, -0.005764437249089431]","[0.0, 0.31405505537986755, 0.2830698490142822, 0.0588110014796257, 0.34406405687332153]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21236306090292398, 0.1908069941789145, 0.19167475130648132, 0.19720149682185914, 0.2079536967898211]","[0.0, 0.31405505537986755, 0.2830698490142822, 0.0588110014796257, 0.34406405687332153]",-0.008162233729490376
37,1.0158705660310576,"[94.61274698713542, 101.77379349897437, 88.54394099998326, 102.55741437443197, 100.28732709997747]","[94.71516832886152, 101.33967451240582, 86.9520220927939, 103.96041319451697, 99.91748316435063]","[0.0010825321638745552, -0.004265528203711146, -0.017978857606865135, 0.013680130575081823, -0.0036878431833978916]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1949431437056808, 0.20748626103905207, 0.19988571237253305, 0.1987232458447535, 0.19896163703798062]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",-0.0027518771877545244
38,1.00812543344004,"[94.71516832886152, 101.33967451240582, 86.9520220927939, 103.96041319451697, 99.91748316435063]","[93.8581484771662, 99.1281445034139, 85.74767866596422, 104.4475205317445, 99.52430382195831]","[-0.00904839073631437, -0.02182294367563992, -0.013850666124180797, 0.004685507899205026, -0.003935040494821001]","[0.0, 0.206233948469162, 0.0, 0.0, 0.7937660217285156]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2000272152287893, 0.21685735333646716, 0.19437539044577787, 0.18699554590751669, 0.201744495081449]","[0.0, 0.206233948469162, 0.0, 0.0, 0.7937660217285156]",-0.008537568688044722
39,1.010867950500349,"[93.8581484771662, 99.1281445034139, 85.74767866596422, 104.4475205317445, 99.52430382195831]","[92.63346339637759, 99.60374146712519, 87.19755070774548, 104.73166087526093, 99.22186135271387]","[-0.01304825527307887, 0.004797799515907447, 0.016908586498642547, 0.0027204125293722845, -0.0030388805309855497]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2196102323780514, 0.20209175204417287, 0.19243624088117553, 0.17796449367352019, 0.20789728102307997]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.0013159491046454406
40,1.0078087615212612,"[92.63346339637759, 99.60374146712519, 87.19755070774548, 104.73166087526093, 99.22186135271387]","[94.01626208542953, 98.80664021839496, 87.22733750402354, 107.12842256825999, 99.03188686840679]","[0.014927636713041351, -0.008002723963871547, 0.00034160129540673165, 0.022884786443458496, -0.0019146434235068923]","[0.0, 0.24154511094093323, 0.15906532108783722, 0.0, 0.5993894934654236]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19674612702045105, 0.20642269165978744, 0.2070443300360093, 0.20307120973707965, 0.1867156415466724]","[0.0, 0.24154512584209442, 0.1590653359889984, 0.0, 0.5993895530700684]",-0.0037387463936727093
41,1.0177967614093846,"[94.01626208542953, 98.80664021839496, 87.22733750402354, 107.12842256825999, 99.03188686840679]","[94.02447153018566, 98.84942515338614, 89.4573210707557, 110.38599978885654, 98.34454343490592]","[8.731941234457406e-05, 0.00043301679822941674, 0.025565191263911918, 0.030408150726954696, -0.006940627460872381]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18649562819360616, 0.1983989729303835, 0.20133963840328448, 0.1997196305452565, 0.21404612992746933]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.009344434760603048
42,1.0185871802764292,"[94.02447153018566, 98.84942515338614, 89.4573210707557, 110.38599978885654, 98.34454343490592]","[95.37503947697253, 98.92619141321346, 90.85558355692542, 110.69633259638378, 100.60975391257712]","[0.014364004655461216, 0.0007765979388165785, 0.015630498090410963, 0.0028113420915772134, 0.02303341292311294]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1968048246198402, 0.19444833553403426, 0.20031928571439175, 0.2112029379858335, 0.19722461614590028]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.0004000438569640943
43,1.005841613857808,"[95.37503947697253, 98.92619141321346, 90.85558355692542, 110.69633259638378, 100.60975391257712]","[95.1629589136712, 97.34661904851478, 90.45205706022237, 110.59923391455088, 98.04034485466947]","[-0.0022236484982271765, -0.015967180603373512, -0.004441405590116787, -0.0008771625902634089, -0.02553836937261855]","[0.0, 0.771094024181366, 0.0, 0.22890597581863403, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2106285995805588, 0.1985345055994195, 0.20283312931216202, 0.18678598303045135, 0.2012177824774082]","[0.0, 0.771094024181366, 0.0, 0.22890597581863403, 0.0]",-0.013526980021514163
44,1.0015935171107286,"[95.1629589136712, 97.34661904851478, 90.45205706022237, 110.59923391455088, 98.04034485466947]","[95.38292399555493, 96.55678708057678, 92.05306560754127, 110.97516884629356, 98.4142074680554]","[0.002311456940754372, -0.008113604516088738, 0.01770007890758037, 0.0033990735598867223, 0.003813354736156029]","[0.0, 0.6640501618385315, 0.001573122339323163, 0.33437666296958923, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2140701945111114, 0.19904969317284346, 0.18965322200611634, 0.20145245534642534, 0.1957744349635034]","[0.0, 0.6640501618385315, 0.001573122339323163, 0.33437666296958923, 0.0]",-0.005122573600747549
