step,portfolio_value,prev_prices,curr_prices,returns,action,expert_action,sub_expert_action,real_action,reward
41,1.123983362378657,"[116.47529970142764, 95.14227952850788, 105.62266836193997, 107.8890207110454, 113.74373569874399]","[116.06482074789176, 96.4685857524246, 107.66782945595973, 109.68525794499583, 112.71278878260959]","[-0.003524171687800816, 0.013940240138132387, 0.01936289932584882, 0.016648934452387028, -0.009063768741207092]","[0.0, 0.19360214471817017, 0.0, 0.4031989276409149, 0.4031989276409149]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19459216329842483, 0.21663460466480855, 0.18574455785109392, 0.20899078566624973, 0.194037888519423]","[0.0, 0.19360214471817017, 0.0, 0.4031989276409149, 0.4031989276409149]",0.005076725542514131
42,1.125646609130453,"[116.06482074789176, 96.4685857524246, 107.66782945595973, 109.68525794499583, 112.71278878260959]","[115.19219611664023, 96.92503482559408, 107.25376402070519, 108.37485932328183, 113.98245327365262]","[-0.00751842483905595, 0.00473158251061028, -0.003845767462266072, -0.01194689830032701, 0.01126460009335628]","[0.15212883055210114, 0.0, 0.4584521949291229, 0.0, 0.38941892981529236]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19327305255433025, 0.210583388629549, 0.19770464260212076, 0.2025852359623637, 0.19585368025163627]","[0.15212883055210114, 0.0, 0.4584521949291229, 0.0, 0.38941892981529236]",0.000624228028832588
43,1.1502920552081863,"[115.19219611664023, 96.92503482559408, 107.25376402070519, 108.37485932328183, 113.98245327365262]","[118.30979754443419, 94.76799624393347, 105.88775346588115, 110.7476704080122, 113.82702974136113]","[0.027064345788122363, -0.02225471041142227, -0.012736248161512888, 0.021894479029054933, -0.0013635741978491002]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.17642044782306565, 0.2174762865997683, 0.20157557479788768, 0.20122965661626052, 0.20329803416301792]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.02037335510743471
44,1.1570717858290809,"[118.30979754443419, 94.76799624393347, 105.88775346588115, 110.7476704080122, 113.82702974136113]","[120.91755739634613, 93.97975280398241, 106.73350454123968, 110.67243094851769, 114.78745233782247]","[0.022041791179065514, -0.008317612181248574, 0.007987241656147242, -0.0006793773559057031, 0.008437561786893881]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2115757014424037, 0.19458358665668365, 0.1902552466759819, 0.21080749080071548, 0.19277797442421524]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.005362300713293457
45,1.1472952804899772,"[120.91755739634613, 93.97975280398241, 106.73350454123968, 110.67243094851769, 114.78745233782247]","[120.77996326522327, 92.4524201320987, 107.09045300474382, 109.17315954251272, 112.97831203026962]","[-0.0011379168921833581, -0.01625172046439977, 0.003344296292325166, -0.013546927569544327, -0.015760784569279443]","[0.5, 0.0, 0.0, 0.0, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20281365508204427, 0.19119562963723344, 0.19485642836284825, 0.20204465182194278, 0.20908963509593131]","[0.5, 0.0, 0.0, 0.0, 0.5]",-0.009340668335885864
46,1.147622643943314,"[120.77996326522327, 92.4524201320987, 107.09045300474382, 109.17315954251272, 112.97831203026962]","[123.89448228708548, 93.37723013097987, 104.5590401356736, 108.65525505240801, 115.50124702318945]","[0.025786719399996584, 0.010003091293443457, -0.023638081622066615, -0.004743881117620643, 0.022331144337188132]","[0.2298067808151245, 0.37350842356681824, 0.39668476581573486, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2094191248395636, 0.18614624735409283, 0.20257379621595192, 0.19747960380597038, 0.20438122778442128]","[0.2298067808151245, 0.37350842356681824, 0.39668476581573486, 0.0, 0.0]",-0.00037806382373865887
47,1.1571112588623769,"[123.89448228708548, 93.37723013097987, 104.5590401356736, 108.65525505240801, 115.50124702318945]","[123.69494383380126, 93.98567218051102, 106.28734810372764, 109.24300092020633, 117.17556888864792]","[-0.0016105515726023496, 0.0065159573557460404, 0.016529493440370375, 0.005409272358845684, 0.014496136696448907]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1900369079739724, 0.20989070991223635, 0.21363122646395744, 0.19242434806846784, 0.19401680758136605]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.00770613353434346
48,1.1693648798546812,"[123.69494383380126, 93.98567218051102, 106.28734810372764, 109.24300092020633, 117.17556888864792]","[125.00485327318738, 93.97565268415201, 105.28126192087461, 109.56863911307126, 116.60729482136037]","[0.010589838184058158, -0.0001066066361664503, -0.009465719117116068, 0.002980860925843504, -0.0048497658059384234]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.200667911552976, 0.1982585660044544, 0.20470888898741627, 0.1935737969400074, 0.20279083651514587]","[1.0, 0.0, 0.0, 0.0, 0.0]",0.009320215931806198
49,1.173241374955341,"[125.00485327318738, 93.97565268415201, 105.28126192087461, 109.56863911307126, 116.60729482136037]","[125.66182875698668, 94.20622736692845, 104.55204394823959, 110.41658171797002, 117.5463940934339]","[0.005255599815501057, 0.00245355766297667, -0.0069263794841581535, 0.007738917009124416, 0.0080535207811159]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19651821411922718, 0.18880977126299764, 0.21441983607762044, 0.19289944332696704, 0.20735273521318773]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0027839105986256314
50,1.1580338334550944,"[125.66182875698668, 94.20622736692845, 104.55204394823959, 110.41658171797002, 117.5463940934339]","[126.68797214165293, 92.98512730785598, 105.54594146252057, 111.37202642080922, 117.27909509462975]","[0.008165911596358197, -0.012961988747477882, 0.00950624661888997, 0.00865309075841193, -0.0022739872274744836]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19200243848112952, 0.2025616768891986, 0.1962942809565553, 0.20364315371625485, 0.20549844995686162]","[0.0, 1.0, 0.0, 0.0, 0.0]",-0.01424115505463443
51,1.1463199057764226,"[126.68797214165293, 92.98512730785598, 105.54594146252057, 111.37202642080922, 117.27909509462975]","[125.91729057891162, 89.93131645526516, 103.27397999371166, 110.53223764879151, 115.84252564337393]","[-0.006083304908216531, -0.03284192796209474, -0.021525806083369733, -0.007540392313996746, -0.01224915190637075]","[0.0, 0.0, 0.0, 0.453154057264328, 0.5468459725379944]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18883326711858292, 0.20530648911039553, 0.1920238518703406, 0.2112663822209993, 0.20257000967968167]","[0.0, 0.0, 0.0, 0.453154057264328, 0.5468459725379944]",-0.010981708731178758
52,1.1348352218574151,"[125.91729057891162, 89.93131645526516, 103.27397999371166, 110.53223764879151, 115.84252564337393]","[124.14162806978436, 90.58251695650159, 100.99545111191198, 109.37220302372315, 115.9080666325122]","[-0.014101816366628862, 0.007241087164117742, -0.022062952177677536, -0.010494989061510652, 0.0005657765900239522]","[0.036221325397491455, 0.0, 0.4442688226699829, 0.0, 0.5195097923278809]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19206605545385488, 0.1993540331425107, 0.19509871967148737, 0.20350163171636582, 0.20997956001578116]","[0.036221329122781754, 0.0, 0.4442688524723053, 0.0, 0.5195098519325256]",-0.010976004976144222
53,1.1347572599932325,"[124.14162806978436, 90.58251695650159, 100.99545111191198, 109.37220302372315, 115.9080666325122]","[124.52273484074607, 89.15668388086863, 102.31077278385303, 109.85670465904117, 117.55314327431546]","[0.003069935338269241, -0.015740709394481293, 0.01302357341305952, 0.004429842518696782, 0.01419294350771108]","[0.0, 0.45515725016593933, 0.5448427200317383, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2087973905016743, 0.18947179141810652, 0.19571913379180367, 0.20595051996286778, 0.2000611643255478]","[0.0, 0.45515725016593933, 0.5448427200317383, 0.0, 0.0]",-0.0010514029405778737
54,1.1402992681102309,"[124.52273484074607, 89.15668388086863, 102.31077278385303, 109.85670465904117, 117.55314327431546]","[123.70419827655766, 90.54319707279632, 102.35188211468189, 110.94570349610402, 118.15579267110101]","[-0.006573390515677674, 0.015551421739511451, 0.0004018084284800546, 0.009912902816835236, 0.005126612355904788]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20532655220919757, 0.19354653326067536, 0.20126316361637997, 0.20076280225224444, 0.19910094866150269]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.0042981997761022
55,1.1591540725428766,"[123.70419827655766, 90.54319707279632, 102.35188211468189, 110.94570349610402, 118.15579267110101]","[123.73628536382482, 90.95116751611945, 104.04426653915299, 110.4801958228859, 119.01331464131344]","[0.00025938559656174824, 0.004505810005749307, 0.0165349614438437, -0.004195815237085407, 0.007257553360920979]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20549091705884678, 0.2053727270464997, 0.20710947741519142, 0.1937402723476867, 0.1882866061317754]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.01503838515476128
56,1.1773690824013912,"[123.73628536382482, 90.95116751611945, 104.04426653915299, 110.4801958228859, 119.01331464131344]","[124.29617545845213, 92.44823685029293, 102.52109278637174, 112.16907703537326, 117.16026389651223]","[0.004524865870840131, 0.016460144218689066, -0.014639670242742884, 0.015286732612194636, -0.015570112893553121]","[0.0, 0.36416977643966675, 0.0, 0.6358301639556885, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20009154827451575, 0.211034571331406, 0.19230064173102676, 0.1835020071430943, 0.2130712315199571]","[0.0, 0.36416980624198914, 0.0, 0.6358302235603333, 0.0]",0.014755704695465777
57,1.178232929165236,"[124.29617545845213, 92.44823685029293, 102.52109278637174, 112.16907703537326, 117.16026389651223]","[124.51925769853585, 91.35948869213755, 102.8127224585649, 111.92931623879724, 118.58973132182834]","[0.0017947635095039228, -0.011776840697551206, 0.002844582166138732, -0.0021374946011226553, 0.012200957711897565]","[0.32959452271461487, 0.33520272374153137, 0.0, 0.0, 0.33520272374153137]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20457262848806204, 0.20113629514293882, 0.20069464354728428, 0.19001574950005237, 0.2035806833216623]","[0.32959452271461487, 0.33520272374153137, 0.0, 0.0, 0.33520272374153137]",0.00012713941620154498
58,1.1876732849999314,"[124.51925769853585, 91.35948869213755, 102.8127224585649, 111.92931623879724, 118.58973132182834]","[125.5595110537567, 92.0201595605548, 102.39448758540433, 113.9327644126817, 116.99953619125125]","[0.008354156412812223, 0.007231551729055525, -0.004067929174126543, 0.017899226415447573, -0.013409214380135674]","[0.20804613828659058, 0.0, 0.3596784472465515, 0.4322754740715027, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19259386757781966, 0.18300886941290706, 0.20848693275398453, 0.20962286464616656, 0.20628746560912234]","[0.20804613828659058, 0.0, 0.3596784472465515, 0.4322754740715027, 0.0]",0.0071620878688583006
59,1.1974300241129059,"[125.5595110537567, 92.0201595605548, 102.39448758540433, 113.9327644126817, 116.99953619125125]","[127.41546462932338, 93.00251133368843, 101.0415408722182, 115.12911532164549, 117.23160603346366]","[0.014781465458017628, 0.010675397411011691, -0.013213081534859714, 0.010500499264903427, 0.00198351078788092]","[0.07012505829334259, 0.3099583387374878, 0.0, 0.3099583387374878, 0.3099583387374878]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20946467155085255, 0.217756936291997, 0.19288695901004868, 0.1863312775785401, 0.1935601555685618]","[0.07012505829334259, 0.3099583387374878, 0.0, 0.3099583387374878, 0.3099583387374878]",0.007584262035768641
60,1.1778658817585663,"[127.41546462932338, 93.00251133368843, 101.0415408722182, 115.12911532164549, 117.23160603346366]","[128.49232596364382, 90.67120904191805, 100.87344870325057, 114.44107783448489, 116.30530752584349]","[0.008451574833975153, -0.025067089676812995, -0.0016635946712274467, -0.005976224912684977, -0.007901440054960632]","[0.0, 0.4915050268173218, 0.0, 0.0, 0.5084949731826782]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20477859951798782, 0.19478327747601504, 0.2116200519483178, 0.19401545452678337, 0.19480261653089576]","[0.0, 0.4915050268173218, 0.0, 0.0, 0.5084949731826782]",-0.017289281519041015
61,1.1584184948278682,"[128.49232596364382, 90.67120904191805, 100.87344870325057, 114.44107783448489, 116.30530752584349]","[130.92870264959473, 90.33205835870568, 98.21033682765413, 113.34115545943192, 114.16761941161323]","[0.018961262220751327, -0.003740445140149996, -0.02640052372384712, -0.009611254943297348, -0.01837997043905546]","[0.0, 0.4364427328109741, 0.5635572075843811, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2072787692761135, 0.19292589495533327, 0.1959007348875778, 0.19775919910414952, 0.20613540177682582]","[0.0, 0.4364427626132965, 0.5635572671890259, 0.0, 0.0]",-0.017599714509438796
62,1.1693733241731583,"[130.92870264959473, 90.33205835870568, 98.21033682765413, 113.34115545943192, 114.16761941161323]","[132.70124101261092, 90.40547327119143, 97.94738865189248, 115.0066855306491, 112.78048338268772]","[0.013538195423505041, 0.0008127226791867959, -0.0026773981665808642, 0.014694839349977494, -0.012149995209450868]","[0.7482988238334656, 0.0, 0.2517012059688568, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1883191153562056, 0.20950754070513952, 0.21220785628205174, 0.20509790633054029, 0.18486758132606296]","[0.7482988238334656, 0.0, 0.2517012059688568, 0.0, 0.0]",0.008521618639321459
63,1.181997556206395,"[132.70124101261092, 90.40547327119143, 97.94738865189248, 115.0066855306491, 112.78048338268772]","[131.7501788275521, 91.381465837515, 98.7480495508265, 113.8733687536989, 113.81247451166183]","[-0.007166942658572687, 0.010795724318547188, 0.008174397602161518, -0.00985435561177153, 0.0091504407324834]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2055451102818763, 0.1972739635296667, 0.2046533859066426, 0.20157400090484207, 0.1909535393769722]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.009469299330408028
64,1.172431311632032,"[131.7501788275521, 91.381465837515, 98.7480495508265, 113.8733687536989, 113.81247451166183]","[130.84011713673814, 91.83140282927482, 97.82658884156282, 116.27756574998239, 112.59658684390624]","[-0.0069074797386434045, 0.004923722634958148, -0.009331431997443006, 0.021112899553218795, -0.010683254827492647]","[0.5107964873313904, 0.0, 0.4892035722732544, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21272678157770136, 0.19581040598421504, 0.18862379544731328, 0.19783904177241984, 0.20499997521835045]","[0.5107964873313904, 0.0, 0.4892035722732544, 0.0, 0.0]",-0.008959135975395813
65,1.1679412806439353,"[130.84011713673814, 91.83140282927482, 97.82658884156282, 116.27756574998239, 112.59658684390624]","[129.25388069957918, 93.86597689263425, 97.09567458878449, 115.73633995037186, 110.92502088308301]","[-0.012123471545819683, 0.022155537220115616, -0.007471529585500541, -0.004654602081834617, -0.014845618394636939]","[0.0, 0.2372741997241974, 0.18737353384494781, 0.08387927711009979, 0.4914730191230774]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20158143530402142, 0.20665808099430405, 0.1970468684060467, 0.19841016995483554, 0.19630344534079228]","[0.0, 0.2372741997241974, 0.18737353384494781, 0.08387927711009979, 0.4914730191230774]",-0.004575658977341883
66,1.167399495848898,"[129.25388069957918, 93.86597689263425, 97.09567458878449, 115.73633995037186, 110.92502088308301]","[128.31299047260154, 94.36973868634696, 96.39376619365149, 114.63991920624619, 112.3585532362109]","[-0.007279396346826333, 0.005366819910572336, -0.0072290387610539405, -0.009473435436059366, 0.012923435503689079]","[0.2794151306152344, 0.2794151306152344, 0.2794151306152344, 0.0, 0.16175462305545807]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20013850376593853, 0.18103792295638732, 0.2076330155207646, 0.21413185198661758, 0.197058705770292]","[0.2794151306152344, 0.2794151306152344, 0.2794151306152344, 0.0, 0.16175462305545807]",-0.001046657167865802
67,1.1671536668844027,"[128.31299047260154, 94.36973868634696, 96.39376619365149, 114.63991920624619, 112.3585532362109]","[127.80917547877173, 95.41547249553552, 96.47936372299029, 114.54824932937674, 112.33489296661813]","[-0.003926453525665314, 0.011081240912028237, 0.0008879985990674568, -0.0007996331252163974, -0.00021057826850997587]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18577574218478413, 0.1932367580848669, 0.19445417567068007, 0.21628861187970463, 0.21024471217996424]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.0013392790621270666
68,1.1869377998187984,"[127.80917547877173, 95.41547249553552, 96.47936372299029, 114.54824932937674, 112.33489296661813]","[127.74500944315281, 95.0114855302554, 100.6742968921703, 112.58871527460026, 111.25888160622142]","[-0.0005020456111899605, -0.004233977516581792, 0.04348010815270746, -0.017106625952370155, -0.009578603156870032]","[0.0, 0.0, 0.5, 0.0, 0.5]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19267654202016474, 0.19769247990044703, 0.20830809804000805, 0.20698697488924983, 0.19433590515013024]","[0.0, 0.0, 0.5, 0.0, 0.5]",0.015826738879687323
69,1.2074932433804104,"[127.74500944315281, 95.0114855302554, 100.6742968921703, 112.58871527460026, 111.25888160622142]","[129.2119091519078, 94.26417871937063, 101.53897179499029, 113.21100604289643, 113.18566804939805]","[0.011483029475274898, -0.007865436549213765, 0.008588834782189901, 0.005527114922471763, 0.017318046122341044]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20633757519361726, 0.20725038561133113, 0.19693924445360947, 0.18918220317972745, 0.20029059156171475]","[0.0, 0.0, 0.0, 0.0, 1.0]",0.016049211223230168
70,1.2117183811874002,"[129.2119091519078, 94.26417871937063, 101.53897179499029, 113.21100604289643, 113.18566804939805]","[127.42328700287565, 95.22229231269006, 103.6657868705305, 113.61634674583438, 114.23685278722077]","[-0.013842548730778052, 0.010164132402529901, 0.02094580078902414, 0.003580400149296104, 0.009287260091657104]","[0.2502468526363373, 0.0, 0.0, 0.0, 0.7497531771659851]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20115905629408093, 0.19502251414207533, 0.20014553566502216, 0.19136369442610532, 0.2123091994727162]","[0.2502468526363373, 0.0, 0.0, 0.0, 0.7497531771659851]",0.0025696822545658604
71,1.222819814070661,"[127.42328700287565, 95.22229231269006, 103.6657868705305, 113.61634674583438, 114.23685278722077]","[129.45456080271478, 94.26160708105334, 102.95488522491038, 113.66871596921425, 116.14279360101372]","[0.01594115053548482, -0.010088868985447521, -0.006857630343441716, 0.00046093035799700966, 0.016684115215805057]","[0.5977169275283813, 0.052322618663311005, 0.0, 0.3499605059623718, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20902390217534425, 0.1987717819595126, 0.20445582605046275, 0.19654182273063536, 0.19120666708404496]","[0.5977169275283813, 0.052322618663311005, 0.0, 0.3499605059623718, 0.0]",0.008288261110808945
72,1.213332678882502,"[129.45456080271478, 94.26160708105334, 102.95488522491038, 113.66871596921425, 116.14279360101372]","[128.07746119861937, 94.84650523515995, 102.19005753741239, 113.3342767544695, 114.05800866801943]","[-0.010637706354695901, 0.006205051793819628, -0.007428765384247595, -0.00294222743604605, -0.017950187595419605]","[0.2955527603626251, 0.0, 0.0, 0.5350863337516785, 0.16936084628105164]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19009371283218907, 0.1980109941110886, 0.19988125762997902, 0.2086439848149005, 0.2033700506118427]","[0.2955527603626251, 0.0, 0.0, 0.5350863337516785, 0.16936084628105164]",-0.008581091684394377
73,1.2197946995228663,"[128.07746119861937, 94.84650523515995, 102.19005753741239, 113.3342767544695, 114.05800866801943]","[128.09719662355374, 95.35574246184542, 102.35135179952569, 114.8160936053382, 114.34554559436529]","[0.00015408975747701869, 0.005369066845666917, 0.0015783752940372968, 0.01307474572832847, 0.00252097094893861]","[0.0, 0.0, 0.6740303039550781, 0.32596972584724426, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20793904735571248, 0.19886876413916335, 0.19285351645969162, 0.20314390319553774, 0.19719476884989484]","[0.0, 0.0, 0.6740303039550781, 0.32596972584724426, 0.0]",0.004272948848666742
74,1.2001122912254152,"[128.09719662355374, 95.35574246184542, 102.35135179952569, 114.8160936053382, 114.34554559436529]","[130.26589098985278, 93.78544735615364, 100.35470112868185, 113.8513530410692, 113.21058861058714]","[0.016930068912220594, -0.016467756059055427, -0.019507809479201107, -0.008402485522501169, -0.00992567727827678]","[0.0, 0.949263870716095, 0.0, 0.0, 0.05073608458042145]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20610990855676367, 0.19110428793505793, 0.20198747117696317, 0.20787170816582404, 0.19292662416539125]","[0.0, 0.9492639303207397, 0.0, 0.0, 0.050736088305711746]",-0.017442516671041002
75,1.2069127149187275,"[130.26589098985278, 93.78544735615364, 100.35470112868185, 113.8513530410692, 113.21058861058714]","[133.12173935931523, 93.31391232365091, 100.70059608285929, 113.59121234181254, 114.37385230314686]","[0.02192322447389478, -0.005027805974119389, 0.003446723972939822, -0.0022849153067405967, 0.010275219896268067]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20272758631490723, 0.1898620976332926, 0.2060036199371429, 0.19444371215765666, 0.20696298395700066]","[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]",0.005108139595524155
76,1.2126778553806663,"[133.12173935931523, 93.31391232365091, 100.70059608285929, 113.59121234181254, 114.37385230314686]","[134.69891843070846, 96.05863044161454, 100.87775634980318, 113.42309767595466, 115.4053656414339]","[0.011847644712154735, 0.029413814613664692, 0.0017592772419948125, -0.0014799971088607594, 0.009018786352959631]","[0.0, 0.0, 0.0, 0.4040486812591553, 0.5959512591362]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19464684479454075, 0.21151892321540058, 0.19082021949825737, 0.20478070332633008, 0.19823330916547138]","[0.0, 0.0, 0.0, 0.40404871106147766, 0.5959513187408447]",0.003946180705963741
77,1.1940568833438272,"[134.69891843070846, 96.05863044161454, 100.87775634980318, 113.42309767595466, 115.4053656414339]","[132.93350129166666, 96.26263307415121, 98.82161101275393, 114.34816880385092, 114.55055701952217]","[-0.0131063943171152, 0.0021237303883971785, -0.02038254429370302, 0.008155932493918935, -0.007407009346234662]","[0.0, 0.0, 0.6125559210777283, 0.0, 0.3874441087245941]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20239128984075377, 0.20195469337554378, 0.1964982523129611, 0.19489269722376576, 0.20426306724697554]","[0.0, 0.0, 0.6125559210777283, 0.0, 0.3874441087245941]",-0.01652192296072943
78,1.1833709979459965,"[132.93350129166666, 96.26263307415121, 98.82161101275393, 114.34816880385092, 114.55055701952217]","[131.36384701630044, 94.99080533438826, 98.35849418136442, 114.08691552582356, 115.74121059746895]","[-0.011807815638002888, -0.013212060579968394, -0.0046863922439975515, -0.0022847176370223597, 0.010394131717263146]","[0.0, 0.5, 0.5, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20412909170171403, 0.2125524752420744, 0.20222915970716968, 0.1901326667176489, 0.19095660663139308]","[0.0, 0.5, 0.5, 0.0, 0.0]",-0.009949298149864925
79,1.14513165988326,"[131.36384701630044, 94.99080533438826, 98.35849418136442, 114.08691552582356, 115.74121059746895]","[134.42620682611388, 94.63984819696913, 98.27764379466812, 112.69168161646272, 112.00116010822333]","[0.023312044214367802, -0.0036946432466140725, -0.0008219969954726731, -0.012229569911065122, -0.032313905046776885]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.1990804239265588, 0.19522257702916568, 0.2014512528951673, 0.19991497792883206, 0.2043307682202761]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.033972280807766715
80,1.1708004580922604,"[134.42620682611388, 94.63984819696913, 98.27764379466812, 112.69168161646272, 112.00116010822333]","[138.60014893577141, 94.6584649889319, 100.2374599755466, 110.99764057320952, 111.43448907779648]","[0.03105006239636521, 0.00019671198039143592, 0.019941627670410255, -0.015032529632654954, -0.005059510364707733]","[0.4158489406108856, 0.10865944623947144, 0.47549161314964294, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.18939243166695147, 0.19878310388040046, 0.1908383694722294, 0.21129028867749797, 0.2096958063029207]","[0.4158489406108856, 0.10865944623947144, 0.47549161314964294, 0.0, 0.0]",0.021398246906319217
81,1.178073546991047,"[138.60014893577141, 94.6584649889319, 100.2374599755466, 110.99764057320952, 111.43448907779648]","[139.03134436002588, 94.34504376725711, 100.03840928473286, 114.35002867130076, 110.73502488486787]","[0.003111074753998198, -0.0033110744159165714, -0.0019857914482499274, 0.030202336561200513, -0.0062769094085431175]","[0.0, 0.34375491738319397, 0.07213302701711655, 0.30592527985572815, 0.2781868577003479]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.19862715248279436, 0.20490516021918614, 0.20288333868593506, 0.20828481958196418, 0.1852995290301203]","[0.0, 0.34375491738319397, 0.07213302701711655, 0.30592527985572815, 0.2781868577003479]",0.0055322217317114505
82,1.1774967380807473,"[139.03134436002588, 94.34504376725711, 100.03840928473286, 114.35002867130076, 110.73502488486787]","[138.96327176944558, 94.46210561325273, 99.99518718606807, 113.87780889164084, 110.38947840666913]","[-0.0004896204585638192, 0.0012407842672096836, -0.00043205503739847384, -0.004129599136501481, -0.003120480431173508]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.2056443528627965, 0.21770633178583793, 0.18319145371473133, 0.19914196346907814, 0.19431589816755596]","[1.0, 0.0, 0.0, 0.0, 0.0]",-0.001688780396361356
83,1.1878296691649544,"[138.96327176944558, 94.46210561325273, 99.99518718606807, 113.87780889164084, 110.38947840666913]","[143.17527500982234, 94.17422021007519, 98.66573248007465, 114.66622188376658, 110.96410109548103]","[0.030310190503897372, -0.0030476284781984684, -0.013295186932543099, 0.006923324217415775, 0.005205411757586348]","[0.35442861914634705, 0.6455713510513306, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.20540748659309388, 0.19142354820658342, 0.20680097060891947, 0.19399609930297235, 0.20237189528843091]","[0.35442861914634705, 0.6455713510513306, 0.0, 0.0, 0.0]",0.007992318259016824
84,1.1879736162714591,"[143.17527500982234, 94.17422021007519, 98.66573248007465, 114.66622188376658, 110.96410109548103]","[141.55792745052884, 92.43358952144658, 96.68335315906002, 117.18873699681644, 110.97754827708732]","[-0.011296276952724905, -0.01848309107042006, -0.02009187253958684, 0.02199876364293972, 0.00012118497309976565]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.21559907797584546, 0.2019254615837493, 0.19012716059585053, 0.20732752618184216, 0.18502077366271252]","[0.0, 0.0, 0.0, 0.0, 1.0]",-0.0010400536863227614
