Wall time,Step,Value
1754614062.1223707,0,0.019346121698617935
1754614072.1165612,10,0.028252191841602325
1754614080.8694906,20,0.043854694813489914
1754614089.9416645,30,0.07279089093208313
1754614099.0869899,40,0.11455856263637543
1754614116.7081046,50,0.15815329551696777
1754614141.7534316,60,0.19305352866649628
1754614167.7708986,70,0.2200632244348526
1754614193.0743911,80,0.22338619828224182
1754614218.339515,90,0.21542860567569733
1754614242.7210085,100,0.1959109902381897
1754614268.0079973,110,0.18882733583450317
1754614293.2615294,120,0.18591074645519257
1754614318.2131417,130,0.18676818907260895
1754614344.8137817,140,0.18718597292900085
1754614372.0570326,150,0.2045881599187851
1754614398.1867855,160,0.2142087072134018
1754614434.476675,170,0.22412993013858795
1754614460.4249606,180,0.2121143937110901
1754614486.34356,190,0.20978030562400818
1754614512.7581527,200,0.21031847596168518
1754614538.9160929,210,0.20676562190055847
1754614565.3300009,220,0.203721284866333
1754614599.9084032,230,0.21464619040489197
1754614631.7522004,240,0.1808595210313797
1754614658.010253,250,0.19863440096378326
1754614684.8425727,260,0.21517616510391235
1754614710.057466,270,0.20995420217514038
1754614736.2349973,280,0.1941140741109848
1754614761.9087856,290,0.19067250192165375
1754614789.9300828,300,0.20778869092464447
1754614815.7992837,310,0.18920458853244781
1754614842.4140844,320,0.18668681383132935
1754614868.427087,330,0.20158323645591736
1754614895.6742227,340,0.18405891954898834
1754614921.5276983,350,0.16792723536491394
1754614947.5390391,360,0.21194227039813995
1754614973.7416625,370,0.20567168295383453
1754614999.9631045,380,0.2038407027721405
1754615025.4248238,390,0.18876081705093384
1754615051.7423427,400,0.19775743782520294
1754615078.1749494,410,0.1971241980791092
1754615104.3885808,420,0.18661315739154816
1754615130.5185003,430,0.1953398883342743
1754615155.9163146,440,0.20494918525218964
1754615182.1733296,450,0.18603524565696716
1754615208.8308103,460,0.17901721596717834
1754615234.0961523,470,0.1409660130739212
1754615260.3739705,480,0.1555057317018509
1754615285.8405538,490,0.1454768180847168
1754615310.9665198,500,0.15922985970973969
1754615337.0065706,510,0.12791462242603302
1754615363.6324937,520,0.15429586172103882
1754615389.3220766,530,0.11097605526447296
1754615416.1163232,540,0.1376895010471344
1754615442.2262585,550,0.14024662971496582
1754615468.201987,560,0.1334833949804306
1754615495.3374414,570,0.11113826930522919
1754615521.4294562,580,0.12800130248069763
1754615547.4416728,590,0.10830637067556381
1754615573.4177825,600,0.1393042504787445
1754615600.1237397,610,0.12414809316396713
1754615626.358528,620,0.12402448058128357
1754615652.5454116,630,0.11680058389902115
1754615678.8509834,640,0.15229326486587524
1754615703.8747559,650,0.13904131948947906
1754615729.056508,660,0.132990762591362
1754615754.0291169,670,0.14221984148025513
1754615780.6283581,680,0.12491732090711594
1754615805.9530308,690,0.14484578371047974
1754615831.7963831,700,0.14022162556648254
1754615857.8861258,710,0.1119161918759346
1754615890.4574976,720,0.14082488417625427
1754615925.7693582,730,0.12782472372055054
1754615955.490766,740,0.1218668520450592
1754615982.1371388,750,0.12054575979709625
1754616008.2137837,760,0.13962389528751373
1754616036.3093224,770,0.14031176269054413
1754616063.5770025,780,0.1162230595946312
1754616088.500692,790,0.13117361068725586
1754616121.4086652,800,0.1331767588853836
1754616153.6544914,810,0.10872939974069595
1754616185.511976,820,0.11727221310138702
1754616213.6021607,830,0.1424347162246704
1754616240.4096408,840,0.13108345866203308
1754616265.979609,850,0.14759330451488495
1754616291.7844923,860,0.13608022034168243
1754616318.3891985,870,0.12227728217840195
1754616344.7794929,880,0.14146555960178375
1754616369.8594468,890,0.1407405287027359
1754616408.131867,900,0.1397702395915985
1754616450.6699438,910,0.15467481315135956
1754616486.8805826,920,0.1219550147652626
1754616527.296131,930,0.12483339756727219
1754616566.5772398,940,0.13310058414936066
1754616607.522289,950,0.1266375184059143
1754616632.9978085,960,0.12182691693305969
1754616660.2050383,970,0.125253826379776
1754616685.7700353,980,0.1629641205072403
1754616711.9046779,990,0.11514294147491455
1754616737.4115975,1000,0.12185650318861008
1754616777.4616394,1010,0.12463586777448654
1754616806.7931495,1020,0.15219411253929138
1754616836.1479821,1030,0.12503036856651306
1754616864.7120454,1040,0.128555566072464
1754616894.375626,1050,0.12696772813796997
1754616931.1057885,1060,0.12979309260845184
