Wall time,Step,Value
1754586144.0686395,0,-0.021398741751909256
1754586186.6664624,10,-0.012410305440425873
1754586222.326565,20,0.005097831599414349
1754586257.553336,30,-0.005529151763767004
1754586289.6074257,40,0.014935480430722237
1754586324.214592,50,0.016671210527420044
1754586372.0484114,60,0.028576787561178207
1754586422.2211423,70,0.024160869419574738
1754586477.1599295,80,0.007596072740852833
1754586534.5148342,90,-0.012648900970816612
1754586608.4268148,100,-0.036061082035303116
1754586668.9573822,110,-0.03992011025547981
1754586729.0476806,120,-0.04333440959453583
1754586795.5220501,130,-0.04662473127245903
1754586861.9502633,140,-0.028018435463309288
1754586946.8665085,150,-0.028919510543346405
1754605896.4233994,160,-0.021481607109308243
1754605920.7331965,170,-0.019946271553635597
1754605953.3528686,180,-0.0182266253978014
1754605980.2134755,190,-0.03985309973359108
1754605999.6188972,200,-0.06201530620455742
1754606019.4342945,210,-0.0783698558807373
1754606038.579943,220,-0.0421338826417923
1754606060.2306595,230,-0.037314273416996
1754606083.2848184,240,-0.029153916984796524
1754606109.029772,250,-0.04822956398129463
1754606131.8132825,260,-0.030664507299661636
1754606154.306589,270,-0.04247649759054184
1754606177.0820847,280,-0.02589571662247181
1754606198.5638087,290,-0.03662658855319023
1754606219.627798,300,-0.04511888697743416
1754606242.9417448,310,-0.04595357924699783
1754606265.0432413,320,-0.03983030095696449
1754606286.6560764,330,-0.061135489493608475
1754606306.0713305,340,-0.03955715522170067
1754606325.7628095,350,-0.028403576463460922
1754606344.9641607,360,-0.02882576361298561
1754606364.9283817,370,-0.029818987473845482
1754606384.5019329,380,-0.06496045738458633
1754606403.6173003,390,-0.057545918971300125
1754606422.3964055,400,-0.061227113008499146
1754606443.1505368,410,-0.05909780040383339
1754606462.2278147,420,-0.05118199437856674
1754606481.4667172,430,-0.0609973780810833
1754606501.4428012,440,-0.04228966310620308
1754606520.896022,450,-0.019048739224672318
1754606539.5588174,460,-0.042955461889505386
1754606558.96017,470,-0.04739045351743698
1754606578.0037916,480,-0.09090151637792587
1754606596.6179662,490,-0.08319069445133209
1754606616.6916444,500,-0.052386295050382614
1754606636.3942156,510,-0.068512462079525
1754606656.42578,520,-0.07568715512752533
1754606675.8050437,530,-0.08659382164478302
1754606695.1096938,540,-0.06824656575918198
1754606715.4043095,550,-0.0989341288805008
1754606735.4650123,560,-0.1113111600279808
1754606754.7431629,570,-0.1256614476442337
1754606773.4963584,580,-0.11854688078165054
1754606792.7273922,590,-0.1468879133462906
1754606812.9160964,600,-0.15350627899169922
1754606833.3053267,610,-0.13364319503307343
1754606853.208988,620,-0.12303727865219116
1754606873.9414055,630,-0.12497862428426743
1754606892.4962542,640,-0.12102589756250381
1754606910.3444693,650,-0.12346383184194565
1754606927.9617705,660,-0.13081879913806915
1754606949.1766129,670,-0.16712436079978943
1754606970.9143836,680,-0.14128892123699188
1754606991.3447406,690,-0.14675037562847137
1754607011.4969666,700,-0.17381680011749268
1754607031.097247,710,-0.12773464620113373
1754607050.2638521,720,-0.1631249040365219
1754607070.3616798,730,-0.1347225159406662
1754607090.6050992,740,-0.14811748266220093
1754607110.8173428,750,-0.13536052405834198
1754607131.3418293,760,-0.13574276864528656
1754607150.9883113,770,-0.1553807407617569
1754607170.3712502,780,-0.17616617679595947
1754607189.8538606,790,-0.16451036930084229
1754607209.9555893,800,-0.16185534000396729
1754607229.8675313,810,-0.17359790205955505
1754607249.8189983,820,-0.20856206119060516
1754607269.5006783,830,-0.1807573139667511
1754607288.5748873,840,-0.17391356825828552
1754607308.3205476,850,-0.1784210056066513
1754607327.9779456,860,-0.18190287053585052
1754607347.0546372,870,-0.20319628715515137
1754607366.1084788,880,-0.19749531149864197
1754607384.69623,890,-0.21198293566703796
1754607404.162109,900,-0.2030281126499176
1754607423.477882,910,-0.20290744304656982
1754607442.864594,920,-0.21001172065734863
1754607462.3519175,930,-0.2347005158662796
1754607482.0415716,940,-0.20380297303199768
1754607502.0110965,950,-0.2156146615743637
1754607521.4463794,960,-0.20132151246070862
1754607540.9462693,970,-0.2017160803079605
1754607560.620885,980,-0.2068469226360321
1754607579.828495,990,-0.19767843186855316
1754607598.7312307,1000,-0.221962109208107
1754607618.8629954,1010,-0.2227175086736679
1754607637.6719363,1020,-0.21324816346168518
1754607656.7141619,1030,-0.21660220623016357
1754607676.0291874,1040,-0.22463200986385345
1754607696.1033971,1050,-0.21136294305324554
1754607716.4073129,1060,-0.21501407027244568
1754607733.9120686,1070,-0.24047161638736725
1754607752.0514948,1080,-0.23886749148368835
1754607770.5350914,1090,-0.20911607146263123
1754607788.2975109,1100,-0.22529807686805725
1754607806.4319715,1110,-0.22521300613880157
1754607824.1695774,1120,-0.2223302721977234
1754607841.8554597,1130,-0.21648825705051422
1754607859.4168622,1140,-0.21961072087287903
1754607877.0947893,1150,-0.2214980274438858
1754607898.3846655,1160,-0.23954975605010986
1754607919.5385444,1170,-0.21943925321102142
