Wall time,Step,Value
1754614130.6895068,0,-0.0365554504096508
1754614160.491793,10,-0.07936961948871613
1754614188.4653344,20,-0.05849790945649147
1754614215.7237854,30,-0.02606780454516411
1754614243.6357014,40,-0.02396204136312008
1754614271.3067381,50,-0.015499060042202473
1754614299.1626663,60,-0.0041886307299137115
1754614326.7015023,70,-0.006698462646454573
1754614356.2465057,80,-0.025224877521395683
1754614384.3282309,90,-0.024675916880369186
1754614420.3995953,100,-0.023386741057038307
1754614451.3316586,110,-0.028373686596751213
1754614480.045901,120,-0.024802789092063904
1754614509.5037599,130,-0.04237803444266319
1754614538.7347724,140,-0.03401799872517586
1754614565.6873195,150,-0.016243359073996544
1754614603.7325816,160,-0.03086562640964985
1754614636.2601666,170,-0.042242929339408875
1754614665.3643086,180,-0.03364066034555435
1754614694.3140101,190,-0.030710887163877487
1754614721.7680526,200,-0.028518809005618095
1754614750.5118752,210,-0.045111920684576035
1754614780.9444969,220,-0.02995886467397213
1754614810.059289,230,-0.051399845629930496
1754614837.243634,240,-0.031161604449152946
1754614865.2489543,250,-0.029739027842879295
1754614895.132252,260,-0.026815254241228104
1754614923.238996,270,-0.040101148188114166
1754614951.3793142,280,-0.02329675294458866
1754614979.7229679,290,-0.03535210341215134
1754615007.3738153,300,-0.03677014634013176
1754615036.985872,310,-0.03731173649430275
1754615065.4107535,320,-0.04552390053868294
1754615094.4850595,330,-0.05287108197808266
1754615122.0635893,340,-0.043776970356702805
1754615150.778627,350,-0.03228801488876343
1754615177.8171241,360,-0.02851131744682789
1754615206.033773,370,-0.0651913583278656
1754615233.3387945,380,-0.029502663761377335
1754615261.6718948,390,-0.04294193163514137
1754615288.6032176,400,-0.023962276056408882
1754615317.9852052,410,-0.023491958156228065
1754615346.8730774,420,-0.023150091990828514
1754615375.5664015,430,-0.03279787674546242
1754615403.051843,440,-0.04486647620797157
1754615431.182374,450,-0.02757415547966957
1754615460.0672996,460,-0.0012033558450639248
1754615488.7599714,470,-0.030624670907855034
1754615517.5713036,480,-0.01011242438107729
1754615545.5034764,490,-0.05434051528573036
1754615573.9839325,500,-0.03935032710433006
1754615602.6637805,510,-0.05169806256890297
1754615631.303851,520,-0.05231564864516258
1754615659.8135142,530,-0.06266787648200989
1754615687.7882433,540,-0.04499134048819542
1754615715.5868962,550,-0.053018778562545776
1754615743.387741,560,-0.02899201400578022
1754615772.0078547,570,-0.03158571198582649
1754615799.5188336,580,-0.04192269220948219
1754615829.357041,590,-0.052878640592098236
1754615856.3472593,600,-0.05968603491783142
1754615891.611957,610,-0.04951054975390434
1754615930.5468197,620,-0.07518351078033447
1754615961.6485271,630,-0.04713134467601776
1754615990.0586898,640,-0.06776025146245956
1754616018.4375339,650,-0.057334113866090775
1754616050.91029,660,-0.06714794784784317
1754616078.2897952,670,-0.07436764240264893
1754616110.486736,680,-0.07963626831769943
1754616147.9502623,690,-0.08424223214387894
1754616180.7776926,700,-0.09252380579710007
1754616211.0833776,710,-0.06401556730270386
1754616240.1576967,720,-0.0975155308842659
1754616268.2923434,730,-0.09874424338340759
1754616296.0929728,740,-0.10860120505094528
1754616325.3936443,750,-0.10176236182451248
1754616352.9621737,760,-0.11503004282712936
1754616387.2606308,770,-0.11830021440982819
1754616433.9355123,780,-0.13104186952114105
1754616479.3366323,790,-0.12258080393075943
1754616516.8396819,800,-0.13874666392803192
1754616561.3778589,810,-0.1424480676651001
1754616605.6249483,820,-0.16049060225486755
1754616633.122249,830,-0.15306025743484497
1754616661.6937943,840,-0.14523370563983917
1754616690.3385196,850,-0.14377069473266602
1754616718.3228517,860,-0.15238630771636963
1754616747.6985698,870,-0.16463744640350342
1754616791.045947,880,-0.16468080878257751
1754616822.4143193,890,-0.1697513312101364
1754616853.844903,900,-0.15881264209747314
1754616885.4509108,910,-0.1736120730638504
1754616923.690795,920,-0.18469907343387604
1754616945.743114,930,-0.1803400069475174
1754616962.0712028,940,-0.17183001339435577
1754616986.2540314,950,-0.16170185804367065
1754616999.9417953,960,-0.1905137449502945
1754617011.6318681,970,-0.17425335943698883
1754617022.7249103,980,-0.19612477719783783
1754617045.8855674,990,-0.20232558250427246
1754617072.7502208,1000,-0.19329895079135895
1754617091.6769886,1010,-0.2107260823249817
1754617103.995841,1020,-0.19943606853485107
1754617116.2127123,1030,-0.20562918484210968
1754617128.3569913,1040,-0.20287099480628967
1754617151.4903243,1050,-0.19818422198295593
