Wall time,Step,Value
1754608005.628381,0,-0.030073674395680428
1754608030.8361955,10,0.09477733820676804
1754608053.613344,20,0.11157257109880447
1754608078.1328213,30,0.10798260569572449
1754608100.9528368,40,0.0844709500670433
1754608124.6769466,50,0.07436589896678925
1754608146.6199005,60,0.05342131853103638
1754608170.437776,70,0.020238129422068596
1754608193.3797975,80,0.0005581048899330199
1754608216.051785,90,0.021780366078019142
1754608238.7031343,100,0.03557797148823738
1754608262.4762442,110,0.05435715243220329
1754608285.2093055,120,0.0558539554476738
1754608309.1184723,130,0.05628231167793274
1754608332.1694622,140,0.05473564192652702
1754608354.8982697,150,0.06123107671737671
1754608379.4077976,160,0.03876999765634537
1754608402.119128,170,0.027646193280816078
1754608425.7280624,180,0.030761996284127235
1754608449.308063,190,0.041183579713106155
1754608472.3300517,200,0.0483267605304718
1754608495.5471802,210,0.05021066218614578
1754608519.4114711,220,0.035949207842350006
1754608543.7280402,230,0.04021844267845154
1754608567.357149,240,0.044911954551935196
1754608591.9530275,250,0.04987635463476181
1754608614.6254592,260,0.02104249782860279
1754608637.8149617,270,0.051421452313661575
1754608661.380174,280,0.033193327486515045
1754608685.4448853,290,0.031033355742692947
1754608708.2119966,300,0.03567475825548172
1754608731.9461465,310,0.04789235070347786
1754608755.524448,320,0.05066082999110222
1754608779.4789586,330,0.057479504495859146
1754608802.7837925,340,0.04597083851695061
1754608825.726757,350,0.017731020227074623
1754608849.812312,360,0.02095387503504753
1754608872.2612882,370,0.014418035745620728
1754608895.2167788,380,0.030591122806072235
1754608918.8728726,390,0.03831534832715988
1754608941.9236255,400,0.044170673936605453
1754608965.7111232,410,0.044974956661462784
1754608989.747257,420,0.02241544798016548
1754609013.985585,430,0.02804752252995968
1754609037.7250698,440,0.02301831729710102
1754609061.7206624,450,0.01080363430082798
1754609085.482231,460,0.03965407982468605
1754609109.125106,470,0.016201462596654892
1754609133.2685742,480,0.009561212733387947
1754609156.1024766,490,0.011100013740360737
1754609178.9257894,500,0.03591972962021828
1754609201.9393384,510,0.005433396901935339
1754609225.056256,520,-0.0017414718167856336
1754609247.999637,530,0.02360548824071884
1754609273.1860366,540,-0.0014606277691200376
1754609293.6609008,550,-0.026728946715593338
1754609313.945421,560,-0.028321493417024612
1754609334.3937461,570,-0.05364454537630081
1754609354.432753,580,-0.05555460974574089
1754609374.7252707,590,-0.04887887090444565
1754609394.2901485,600,-0.04665461927652359
1754609414.9664319,610,-0.028487617149949074
1754609435.5933394,620,-0.05844084918498993
1754609456.0031512,630,-0.05467240512371063
1754609476.214769,640,-0.04871818423271179
1754609501.9357796,650,-0.03210420161485672
1754609527.4881222,660,-0.05697278678417206
1754609548.6038349,670,-0.06416352838277817
1754609568.7188694,680,-0.05012540519237518
1754609899.251146,690,-0.034973274916410446
1754609927.342898,700,-0.04570490121841431
1754609952.7216384,710,-0.035677969455718994
1754609982.0273736,720,-0.039844222366809845
1754610010.4179034,730,-0.045686960220336914
1754610041.9119103,740,-0.05021573603153229
1754610073.1623876,750,-0.03671776130795479
1754610101.1429324,760,-0.03675226867198944
1754610130.2615025,770,-0.05048650875687599
1754610157.491114,780,-0.06590992957353592
1754610184.3548188,790,-0.031905513256788254
1754610209.2632842,800,-0.0604919008910656
1754610236.1318357,810,-0.06317780911922455
1754610262.8109262,820,-0.03810778632760048
1754610290.2800283,830,-0.04317634552717209
1754610315.341067,840,-0.037709686905145645
1754610341.1936882,850,-0.05015832185745239
1754610369.5499394,860,-0.05979371443390846
1754610404.079784,870,-0.0546855553984642
1754610434.0305736,880,-0.059119001030921936
1754610467.4601023,890,-0.05157781392335892
1754610496.3236558,900,-0.041996367275714874
1754610529.197468,910,-0.0468713603913784
1754610563.214547,920,-0.052811264991760254
1754610593.8669667,930,-0.06504793465137482
1754610623.7983027,940,-0.06234322488307953
1754610657.8110664,950,-0.05893116816878319
1754610691.0796914,960,-0.05841313302516937
1754610722.8005385,970,-0.06998021900653839
1754610753.5223763,980,-0.05375754460692406
1754610785.3983727,990,-0.06839397549629211
1754610816.3450348,1000,-0.04446038976311684
1754610848.4007776,1010,-0.049514736980199814
1754610875.783082,1020,-0.05687515437602997
